Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Nedbør (døgn)
Narvik Sentrum;SN84701;09.12.2023;0;0
Narvik Sentrum;SN84701;10.12.2023;-3,6;0
Narvik Sentrum;SN84701;11.12.2023;-3,7;0
Narvik Sentrum;SN84701;12.12.2023;-4,3;0
Narvik Sentrum;SN84701;13.12.2023;-9,1;0
Narvik Sentrum;SN84701;14.12.2023;-7,3;0
Narvik Sentrum;SN84701;15.12.2023;-5,8;0
Narvik Sentrum;SN84701;16.12.2023;4,4;0
Narvik Sentrum;SN84701;17.12.2023;4,5;16,8
Narvik Sentrum;SN84701;18.12.2023;3,4;3
Narvik Sentrum;SN84701;19.12.2023;0,9;4,7
Narvik Sentrum;SN84701;20.12.2023;2,6;6,8
Narvik Sentrum;SN84701;21.12.2023;-0,9;0
Narvik Sentrum;SN84701;22.12.2023;-0,9;0
Narvik Sentrum;SN84701;23.12.2023;-6,5;0
Narvik Sentrum;SN84701;24.12.2023;-2,2;0
Narvik Sentrum;SN84701;25.12.2023;-2,4;0
Narvik Sentrum;SN84701;26.12.2023;-3,8;0
Narvik Sentrum;SN84701;27.12.2023;2,9;1,4
Narvik Sentrum;SN84701;28.12.2023;2,3;0
Narvik Sentrum;SN84701;29.12.2023;-4,9;0
Narvik Sentrum;SN84701;30.12.2023;-7,5;0
Narvik Sentrum;SN84701;31.12.2023;-9;0
Narvik Sentrum;SN84701;01.01.2024;-10,2;0
Narvik Sentrum;SN84701;02.01.2024;-10,6;0
Narvik Sentrum;SN84701;03.01.2024;-13;0
Narvik Sentrum;SN84701;04.01.2024;-12,2;0
Narvik Sentrum;SN84701;05.01.2024;-4,8;0
Narvik Sentrum;SN84701;06.01.2024;-3,4;0,2
Narvik Sentrum;SN84701;07.01.2024;3,7;0
Narvik Sentrum;SN84701;08.01.2024;5,1;5,3
Narvik Sentrum;SN84701;09.01.2024;6,4;15,7
Narvik Sentrum;SN84701;10.01.2024;5,5;9,7
Narvik Sentrum;SN84701;11.01.2024;1,3;3,8
Narvik Sentrum;SN84701;12.01.2024;1,7;9
Narvik Sentrum;SN84701;13.01.2024;-1,6;2,1
Narvik Sentrum;SN84701;14.01.2024;-6,1;0
Narvik Sentrum;SN84701;15.01.2024;-6,7;0
Narvik Sentrum;SN84701;16.01.2024;-9;3,4
Narvik Sentrum;SN84701;17.01.2024;-11,2;0
Narvik Sentrum;SN84701;18.01.2024;-8,8;0
Narvik Sentrum;SN84701;19.01.2024;-11,1;0
Narvik Sentrum;SN84701;20.01.2024;-8;0
Narvik Sentrum;SN84701;21.01.2024;-7;0
Narvik Sentrum;SN84701;22.01.2024;-0,6;0,6
Narvik Sentrum;SN84701;23.01.2024;-;0,8
Narvik Sentrum;SN84701;24.01.2024;2,6;3
Narvik Sentrum;SN84701;25.01.2024;-3,3;0
Narvik Sentrum;SN84701;26.01.2024;-3,1;0
Narvik Sentrum;SN84701;27.01.2024;8,6;0,3
Narvik Sentrum;SN84701;28.01.2024;6,2;5
Narvik Sentrum;SN84701;29.01.2024;11,5;5,9
Narvik Sentrum;SN84701;30.01.2024;8,1;2,7
Narvik Sentrum;SN84701;31.01.2024;8;8,4
Narvik Sentrum;SN84701;01.02.2024;6,9;3,2
Narvik Sentrum;SN84701;02.02.2024;-0,9;16,9
Narvik Sentrum;SN84701;03.02.2024;1,1;7,3
Narvik Sentrum;SN84701;04.02.2024;-0,1;19,2
Narvik Sentrum;SN84701;05.02.2024;-2;28,2
Narvik Sentrum;SN84701;06.02.2024;-6,1;0
Narvik Sentrum;SN84701;07.02.2024;-6,1;0
Narvik Sentrum;SN84701;08.02.2024;-10,7;0
Narvik Sentrum;SN84701;09.02.2024;-5,3;0
Narvik Sentrum;SN84701;10.02.2024;-6,8;0
Narvik Sentrum;SN84701;11.02.2024;-1,1;0,2
Narvik Sentrum;SN84701;12.02.2024;-2,4;0,5
Narvik Sentrum;SN84701;13.02.2024;-2;0
Narvik Sentrum;SN84701;14.02.2024;-0,4;0
Narvik Sentrum;SN84701;15.02.2024;-4,7;0
Narvik Sentrum;SN84701;16.02.2024;-4,4;0
Narvik Sentrum;SN84701;17.02.2024;-1,5;0,1
Narvik Sentrum;SN84701;18.02.2024;-0,1;0
Narvik Sentrum;SN84701;19.02.2024;1,2;0,1
Narvik Sentrum;SN84701;20.02.2024;0,2;1
Narvik Sentrum;SN84701;21.02.2024;1,3;2,6
Narvik Sentrum;SN84701;22.02.2024;2,3;0,1
Narvik Sentrum;SN84701;23.02.2024;8,6;0
Narvik Sentrum;SN84701;24.02.2024;7,6;0
Narvik Sentrum;SN84701;25.02.2024;7;0
Narvik Sentrum;SN84701;26.02.2024;6,6;0
Narvik Sentrum;SN84701;27.02.2024;4,4;0,4
Narvik Sentrum;SN84701;28.02.2024;7,3;0
Narvik Sentrum;SN84701;29.02.2024;8,3;0,6
Narvik Sentrum;SN84701;01.03.2024;10,3;0
Narvik Sentrum;SN84701;02.03.2024;6,2;0
Narvik Sentrum;SN84701;03.03.2024;5,3;0
Narvik Sentrum;SN84701;04.03.2024;5,4;0
Narvik Sentrum;SN84701;05.03.2024;5,2;0
Narvik Sentrum;SN84701;06.03.2024;4,3;0
Narvik Sentrum;SN84701;07.03.2024;3,1;0
Narvik Sentrum;SN84701;08.03.2024;2,3;0
Narvik Sentrum;SN84701;09.03.2024;1,3;0
Narvik Sentrum;SN84701;10.03.2024;2,2;0
Narvik Sentrum;SN84701;11.03.2024;4,6;0
Narvik Sentrum;SN84701;12.03.2024;3,2;0
Narvik Sentrum;SN84701;13.03.2024;1,2;0
Narvik Sentrum;SN84701;14.03.2024;-0,3;0,2
Narvik Sentrum;SN84701;15.03.2024;2,6;1,3
Narvik Sentrum;SN84701;16.03.2024;1,7;3,3
Narvik Sentrum;SN84701;17.03.2024;1,3;0,3
Narvik Sentrum;SN84701;18.03.2024;3,4;0
Narvik Sentrum;SN84701;19.03.2024;5,4;0,5
Narvik Sentrum;SN84701;20.03.2024;4,1;0,2
Narvik Sentrum;SN84701;21.03.2024;4,7;0
Narvik Sentrum;SN84701;22.03.2024;6,8;0
Narvik Sentrum;SN84701;23.03.2024;3;0
Narvik Sentrum;SN84701;24.03.2024;1,3;0
Narvik Sentrum;SN84701;25.03.2024;-0,3;0,4
Narvik Sentrum;SN84701;26.03.2024;-0,8;2,6
Narvik Sentrum;SN84701;27.03.2024;-0,5;0
Narvik Sentrum;SN84701;28.03.2024;1,3;0,5
Narvik Sentrum;SN84701;29.03.2024;2;0
Narvik Sentrum;SN84701;30.03.2024;0,3;0
Narvik Sentrum;SN84701;31.03.2024;-0,7;1,1
Narvik Sentrum;SN84701;18.04.2024;2,3;0
Narvik Sentrum;SN84701;19.04.2024;4,4;0
Narvik Sentrum;SN84701;20.04.2024;2,9;0
Narvik Sentrum;SN84701;21.04.2024;2,6;0
Narvik Sentrum;SN84701;22.04.2024;3,5;0
Narvik Sentrum;SN84701;23.04.2024;3,6;0
Narvik Sentrum;SN84701;24.04.2024;5,6;1,7
Narvik Sentrum;SN84701;25.04.2024;5,9;0
Narvik Sentrum;SN84701;26.04.2024;7,1;0
Narvik Sentrum;SN84701;27.04.2024;8,9;0
Narvik Sentrum;SN84701;28.04.2024;9,2;0
Narvik Sentrum;SN84701;29.04.2024;11,5;0
Narvik Sentrum;SN84701;30.04.2024;8,6;0
Narvik Sentrum;SN84701;01.05.2024;12,3;0,3
Narvik Sentrum;SN84701;02.05.2024;13,9;0
Narvik Sentrum;SN84701;03.05.2024;11,6;0
Narvik Sentrum;SN84701;04.05.2024;8,3;0
Narvik Sentrum;SN84701;05.05.2024;7,2;0
Narvik Sentrum;SN84701;06.05.2024;7,3;0
Narvik Sentrum;SN84701;07.05.2024;6,9;0
Narvik Sentrum;SN84701;08.05.2024;8,4;0
Narvik Sentrum;SN84701;09.05.2024;7,7;0
Narvik Sentrum;SN84701;10.05.2024;6,8;10,5
Narvik Sentrum;SN84701;11.05.2024;8,8;0,1
Narvik Sentrum;SN84701;12.05.2024;7,5;3,6
Narvik Sentrum;SN84701;13.05.2024;11,5;23,2
Narvik Sentrum;SN84701;14.05.2024;16,9;1,3
Narvik Sentrum;SN84701;15.05.2024;14,7;8,7
Narvik Sentrum;SN84701;16.05.2024;14,1;0,1
Narvik Sentrum;SN84701;17.05.2024;22,7;0
Narvik Sentrum;SN84701;18.05.2024;17,3;0
Narvik Sentrum;SN84701;19.05.2024;8,9;11,5
Narvik Sentrum;SN84701;20.05.2024;4,5;3,6
Narvik Sentrum;SN84701;21.05.2024;8,8;1
Narvik Sentrum;SN84701;22.05.2024;17;0
Narvik Sentrum;SN84701;23.05.2024;21,7;0
Narvik Sentrum;SN84701;24.05.2024;16,4;6,2
Narvik Sentrum;SN84701;25.05.2024;14,6;0
Narvik Sentrum;SN84701;26.05.2024;24,6;0
Narvik Sentrum;SN84701;27.05.2024;20,9;2,1
Narvik Sentrum;SN84701;28.05.2024;25,4;0,4
Narvik Sentrum;SN84701;29.05.2024;25,8;0
Narvik Sentrum;SN84701;30.05.2024;24,8;0
Narvik Sentrum;SN84701;31.05.2024;19,4;0
Narvik Sentrum;SN84701;01.06.2024;15,7;0,1
Narvik Sentrum;SN84701;02.06.2024;14;0,1
Narvik Sentrum;SN84701;03.06.2024;14,1;0
Narvik Sentrum;SN84701;04.06.2024;15,4;11
Narvik Sentrum;SN84701;05.06.2024;23,5;0
Narvik Sentrum;SN84701;06.06.2024;20,8;0
Narvik Sentrum;SN84701;07.06.2024;15,1;5,4
Narvik Sentrum;SN84701;08.06.2024;14,9;0
Narvik Sentrum;SN84701;09.06.2024;19,6;0
Narvik Sentrum;SN84701;10.06.2024;19,1;0
Narvik Sentrum;SN84701;11.06.2024;16,4;1,1
Narvik Sentrum;SN84701;12.06.2024;15,7;0,6
Narvik Sentrum;SN84701;13.06.2024;18,6;0
Narvik Sentrum;SN84701;14.06.2024;19,8;0
Narvik Sentrum;SN84701;15.06.2024;21,2;0
Narvik Sentrum;SN84701;16.06.2024;23,3;0
Narvik Sentrum;SN84701;17.06.2024;23,6;0
Narvik Sentrum;SN84701;18.06.2024;23,6;0
Narvik Sentrum;SN84701;19.06.2024;17,2;2,3
Narvik Sentrum;SN84701;20.06.2024;13,2;4,3
Narvik Sentrum;SN84701;21.06.2024;12,8;3,7
Narvik Sentrum;SN84701;22.06.2024;18,3;1,1
Narvik Sentrum;SN84701;23.06.2024;23,7;0
Narvik Sentrum;SN84701;24.06.2024;13,3;10,8
Narvik Sentrum;SN84701;25.06.2024;14,7;3
Narvik Sentrum;SN84701;26.06.2024;15;7,8
Narvik Sentrum;SN84701;27.06.2024;19,6;0
Narvik Sentrum;SN84701;28.06.2024;30,4;0
Narvik Sentrum;SN84701;29.06.2024;26,2;0
Narvik Sentrum;SN84701;30.06.2024;18,6;2,9
Narvik Sentrum;SN84701;01.07.2024;22,7;0,3
Narvik Sentrum;SN84701;02.07.2024;20,4;0
Narvik Sentrum;SN84701;03.07.2024;15;2,6
Narvik Sentrum;SN84701;04.07.2024;22;0,9
Narvik Sentrum;SN84701;05.07.2024;23,2;0
Narvik Sentrum;SN84701;06.07.2024;20,7;0,3
Narvik Sentrum;SN84701;07.07.2024;20,1;8,3
Narvik Sentrum;SN84701;08.07.2024;18;4,8
Narvik Sentrum;SN84701;09.07.2024;13,7;1,2
Narvik Sentrum;SN84701;10.07.2024;16,8;0,7
Narvik Sentrum;SN84701;11.07.2024;17,2;0,1
Narvik Sentrum;SN84701;12.07.2024;16,4;7,3
Narvik Sentrum;SN84701;13.07.2024;19,7;0
Narvik Sentrum;SN84701;14.07.2024;24,8;0
Narvik Sentrum;SN84701;15.07.2024;24,9;0
Narvik Sentrum;SN84701;16.07.2024;24,4;0
Narvik Sentrum;SN84701;17.07.2024;26,9;0,1
Narvik Sentrum;SN84701;18.07.2024;27,9;0
Narvik Sentrum;SN84701;19.07.2024;21,4;0
Narvik Sentrum;SN84701;20.07.2024;23,7;2,3
Narvik Sentrum;SN84701;21.07.2024;29,9;0
Narvik Sentrum;SN84701;22.07.2024;29,9;0
Narvik Sentrum;SN84701;23.07.2024;27;0
Narvik Sentrum;SN84701;24.07.2024;17,5;16,7
Narvik Sentrum;SN84701;25.07.2024;19,5;2,3
Narvik Sentrum;SN84701;26.07.2024;25,6;0,1
Narvik Sentrum;SN84701;27.07.2024;23,8;0,1
Narvik Sentrum;SN84701;28.07.2024;17,2;18
Narvik Sentrum;SN84701;29.07.2024;19,2;2
Narvik Sentrum;SN84701;30.07.2024;21,3;0
Narvik Sentrum;SN84701;31.07.2024;20,1;0
Narvik Sentrum;SN84701;01.08.2024;16,7;0,1
Narvik Sentrum;SN84701;02.08.2024;18,2;5,3
Narvik Sentrum;SN84701;03.08.2024;25,1;0
Narvik Sentrum;SN84701;04.08.2024;25,7;0
Narvik Sentrum;SN84701;05.08.2024;26,8;0
Narvik Sentrum;SN84701;06.08.2024;27;1,2
Narvik Sentrum;SN84701;07.08.2024;27,7;0
Narvik Sentrum;SN84701;08.08.2024;25,9;0
Narvik Sentrum;SN84701;09.08.2024;23,1;0,8
Narvik Sentrum;SN84701;10.08.2024;21,3;0,9
Narvik Sentrum;SN84701;11.08.2024;17,4;4,7
Narvik Sentrum;SN84701;12.08.2024;19,2;6,7
Narvik Sentrum;SN84701;13.08.2024;25,4;0,1
Narvik Sentrum;SN84701;14.08.2024;26,1;0
Narvik Sentrum;SN84701;15.08.2024;20,3;0,7
Narvik Sentrum;SN84701;16.08.2024;18,2;1,4
Narvik Sentrum;SN84701;17.08.2024;18,6;19,5
Narvik Sentrum;SN84701;18.08.2024;19,1;1,3
Narvik Sentrum;SN84701;19.08.2024;17,3;15,9
Narvik Sentrum;SN84701;20.08.2024;19,7;1,1
Narvik Sentrum;SN84701;21.08.2024;20;0
Narvik Sentrum;SN84701;22.08.2024;22;10,3
Narvik Sentrum;SN84701;23.08.2024;21,4;0
Narvik Sentrum;SN84701;24.08.2024;17,7;0,1
Narvik Sentrum;SN84701;25.08.2024;15,2;12,3
Narvik Sentrum;SN84701;26.08.2024;17,7;1,4
Narvik Sentrum;SN84701;27.08.2024;13,5;6,2
Narvik Sentrum;SN84701;28.08.2024;14;3,3
Narvik Sentrum;SN84701;29.08.2024;22,3;0,5
Narvik Sentrum;SN84701;30.08.2024;22,2;0
Narvik Sentrum;SN84701;31.08.2024;15,4;2,1
Narvik Sentrum;SN84701;01.09.2024;16,4;0
Narvik Sentrum;SN84701;02.09.2024;22,5;0
Narvik Sentrum;SN84701;03.09.2024;21,2;0
Narvik Sentrum;SN84701;04.09.2024;20,5;0
Narvik Sentrum;SN84701;05.09.2024;16,2;2,1
Narvik Sentrum;SN84701;06.09.2024;16,7;0
Narvik Sentrum;SN84701;07.09.2024;16,3;0,7
Narvik Sentrum;SN84701;08.09.2024;21,3;0
Narvik Sentrum;SN84701;09.09.2024;26,8;0
Narvik Sentrum;SN84701;10.09.2024;25;0
Narvik Sentrum;SN84701;11.09.2024;21,6;0,5
Narvik Sentrum;SN84701;12.09.2024;21,2;0
Narvik Sentrum;SN84701;13.09.2024;17,6;0
Narvik Sentrum;SN84701;14.09.2024;14,4;0
Narvik Sentrum;SN84701;15.09.2024;14,9;0
Narvik Sentrum;SN84701;16.09.2024;14,7;0
Narvik Sentrum;SN84701;17.09.2024;12,7;2,1
Narvik Sentrum;SN84701;18.09.2024;14,2;1,2
Narvik Sentrum;SN84701;19.09.2024;18,2;1,3
Narvik Sentrum;SN84701;20.09.2024;12;0,4
Narvik Sentrum;SN84701;21.09.2024;9,1;1,1
Narvik Sentrum;SN84701;22.09.2024;9;8,1
Narvik Sentrum;SN84701;23.09.2024;8,7;4
Narvik Sentrum;SN84701;24.09.2024;8,9;3,5
Narvik Sentrum;SN84701;25.09.2024;11,1;6,1
Narvik Sentrum;SN84701;26.09.2024;8,6;0
Narvik Sentrum;SN84701;27.09.2024;8,4;5,6
Narvik Sentrum;SN84701;28.09.2024;8,2;2,5
Narvik Sentrum;SN84701;29.09.2024;7,2;3,3
Narvik Sentrum;SN84701;30.09.2024;7,9;9,3
Narvik Sentrum;SN84701;01.10.2024;12,3;1,7
Narvik Sentrum;SN84701;02.10.2024;6,8;9,3
Narvik Sentrum;SN84701;03.10.2024;6,5;1,7
Narvik Sentrum;SN84701;04.10.2024;6,6;19,6
Narvik Sentrum;SN84701;05.10.2024;8;11,6
Narvik Sentrum;SN84701;06.10.2024;6,1;1,8
Narvik Sentrum;SN84701;07.10.2024;4,9;0
Narvik Sentrum;SN84701;08.10.2024;3,3;0
Narvik Sentrum;SN84701;09.10.2024;12,5;6,6
Narvik Sentrum;SN84701;10.10.2024;10,9;1,4
Narvik Sentrum;SN84701;11.10.2024;5,4;17
Narvik Sentrum;SN84701;12.10.2024;7,4;5,7
Narvik Sentrum;SN84701;13.10.2024;11;0
Narvik Sentrum;SN84701;14.10.2024;10,3;0,1
Narvik Sentrum;SN84701;15.10.2024;6,3;2,3
Narvik Sentrum;SN84701;16.10.2024;11,2;8,9
Narvik Sentrum;SN84701;17.10.2024;10;13,1
Narvik Sentrum;SN84701;18.10.2024;12,4;1,2
Narvik Sentrum;SN84701;19.10.2024;11,1;2,6
Narvik Sentrum;SN84701;20.10.2024;7,9;0
Narvik Sentrum;SN84701;21.10.2024;10,7;0,8
Narvik Sentrum;SN84701;22.10.2024;10,9;8,2
Narvik Sentrum;SN84701;23.10.2024;10,5;1
Narvik Sentrum;SN84701;24.10.2024;8,4;19,6
Narvik Sentrum;SN84701;25.10.2024;12,8;15,2
Narvik Sentrum;SN84701;26.10.2024;8,8;6,3
Narvik Sentrum;SN84701;27.10.2024;7,6;0
Narvik Sentrum;SN84701;28.10.2024;6,3;8,9
Narvik Sentrum;SN84701;29.10.2024;5,2;2,9
Narvik Sentrum;SN84701;30.10.2024;8;6,6
Narvik Sentrum;SN84701;31.10.2024;1,7;3,9
Narvik Sentrum;SN84701;01.11.2024;2;1,9
Narvik Sentrum;SN84701;02.11.2024;2,1;8
Narvik Sentrum;SN84701;03.11.2024;3,2;5,9
Narvik Sentrum;SN84701;04.11.2024;4,6;0,3
Narvik Sentrum;SN84701;05.11.2024;9,2;15,2
Narvik Sentrum;SN84701;06.11.2024;9,1;2,4
Narvik Sentrum;SN84701;07.11.2024;10,1;11,3
Narvik Sentrum;SN84701;08.11.2024;13,1;7,8
Narvik Sentrum;SN84701;09.11.2024;10,5;8,6
Narvik Sentrum;SN84701;10.11.2024;4,1;0
Narvik Sentrum;SN84701;11.11.2024;2,9;0
Narvik Sentrum;SN84701;12.11.2024;7;1,2
Narvik Sentrum;SN84701;13.11.2024;9,8;5,1
Narvik Sentrum;SN84701;14.11.2024;6,2;5,8
Narvik Sentrum;SN84701;15.11.2024;8,3;12,3
Narvik Sentrum;SN84701;16.11.2024;7;38,2
Narvik Sentrum;SN84701;17.11.2024;3,9;13,6
Narvik Sentrum;SN84701;18.11.2024;1,8;0,6
Narvik Sentrum;SN84701;19.11.2024;2,3;0
Narvik Sentrum;SN84701;20.11.2024;1,9;0
Narvik Sentrum;SN84701;21.11.2024;-4;0
Narvik Sentrum;SN84701;22.11.2024;-1,3;0
Narvik Sentrum;SN84701;23.11.2024;2,8;2,7
Narvik Sentrum;SN84701;24.11.2024;3;16,9
Narvik Sentrum;SN84701;25.11.2024;2,5;2,7
Narvik Sentrum;SN84701;26.11.2024;0,8;7,1
Narvik Sentrum;SN84701;27.11.2024;3,2;2,4
Narvik Sentrum;SN84701;28.11.2024;7;1,5
Narvik Sentrum;SN84701;29.11.2024;7,2;7
Narvik Sentrum;SN84701;30.11.2024;0;1,1
Narvik Sentrum;SN84701;01.12.2024;-0,8;0
Narvik Sentrum;SN84701;02.12.2024;0,7;37,8
Narvik Sentrum;SN84701;03.12.2024;0,1;3,1
Narvik Sentrum;SN84701;04.12.2024;-0,4;4,3
Narvik Sentrum;SN84701;05.12.2024;-0,4;0
Narvik Sentrum;SN84701;06.12.2024;2,2;0
Narvik Sentrum;SN84701;07.12.2024;6,5;0
Narvik Sentrum;SN84701;08.12.2024;5,9;0,3
Narvik Sentrum;SN84701;09.12.2024;6,3;4,2
Narvik Sentrum;SN84701;10.12.2024;7,3;17,1
Narvik Sentrum;SN84701;11.12.2024;3,6;11,7
Narvik Sentrum;SN84701;12.12.2024;-0,5;10,6
Narvik Sentrum;SN84701;13.12.2024;-0,2;7,3
Narvik Sentrum;SN84701;14.12.2024;-2,4;0
Narvik Sentrum;SN84701;15.12.2024;1,5;0
Narvik Sentrum;SN84701;16.12.2024;-0,9;1,2
Narvik Sentrum;SN84701;17.12.2024;-0,1;0,3
Narvik Sentrum;SN84701;18.12.2024;-1,4;1,2
Narvik Sentrum;SN84701;19.12.2024;-2,5;0
Narvik Sentrum;SN84701;20.12.2024;-3,8;0
Narvik Sentrum;SN84701;21.12.2024;-3,2;0
Narvik Sentrum;SN84701;22.12.2024;-0,4;0
Narvik Sentrum;SN84701;23.12.2024;1,3;0
Narvik Sentrum;SN84701;24.12.2024;1,9;0
Narvik Sentrum;SN84701;25.12.2024;8,8;0,3
Narvik Sentrum;SN84701;26.12.2024;6,1;4,8
Narvik Sentrum;SN84701;27.12.2024;5,5;13,4
Narvik Sentrum;SN84701;28.12.2024;7,4;16,5
Narvik Sentrum;SN84701;29.12.2024;6,3;1,9
Narvik Sentrum;SN84701;30.12.2024;3;3,3
Narvik Sentrum;SN84701;31.12.2024;0,8;5,4
Narvik Sentrum;SN84701;01.01.2025;-0,2;0
Narvik Sentrum;SN84701;02.01.2025;-6,6;0
Narvik Sentrum;SN84701;03.01.2025;-1,8;0
Narvik Sentrum;SN84701;04.01.2025;-2,4;4
Narvik Sentrum;SN84701;05.01.2025;-9,8;0
Narvik Sentrum;SN84701;06.01.2025;-9,4;0
Narvik Sentrum;SN84701;07.01.2025;-5;0
Narvik Sentrum;SN84701;08.01.2025;-5,5;0
Narvik Sentrum;SN84701;09.01.2025;-6,2;0
Narvik Sentrum;SN84701;10.01.2025;-2,5;0
Narvik Sentrum;SN84701;11.01.2025;1,5;1
Narvik Sentrum;SN84701;12.01.2025;4;20,6
Narvik Sentrum;SN84701;13.01.2025;8,5;13,5
Narvik Sentrum;SN84701;14.01.2025;6,8;7,9
Narvik Sentrum;SN84701;15.01.2025;7,2;0,1
Narvik Sentrum;SN84701;16.01.2025;7,8;11,8
Narvik Sentrum;SN84701;17.01.2025;8,8;4,7
Narvik Sentrum;SN84701;18.01.2025;6,9;15,1
Narvik Sentrum;SN84701;19.01.2025;2,1;1,9
Narvik Sentrum;SN84701;20.01.2025;-3,5;2,1
Narvik Sentrum;SN84701;21.01.2025;-3,9;0,1
Narvik Sentrum;SN84701;22.01.2025;-5,4;0
Narvik Sentrum;SN84701;23.01.2025;-3,3;0
Narvik Sentrum;SN84701;24.01.2025;-2,4;0
Narvik Sentrum;SN84701;25.01.2025;-1,2;0
Narvik Sentrum;SN84701;26.01.2025;1,4;0
Narvik Sentrum;SN84701;27.01.2025;2,8;2,8
Narvik Sentrum;SN84701;28.01.2025;3,6;0
Narvik Sentrum;SN84701;29.01.2025;4,5;0
Narvik Sentrum;SN84701;30.01.2025;2;0
Narvik Sentrum;SN84701;31.01.2025;2,6;0,2
Narvik Sentrum;SN84701;01.02.2025;3,1;6,9
Narvik Sentrum;SN84701;02.02.2025;1,5;0,2
Narvik Sentrum;SN84701;03.02.2025;-3,5;0
Narvik Sentrum;SN84701;04.02.2025;-5,7;0
Narvik Sentrum;SN84701;05.02.2025;2,9;1,7
Narvik Sentrum;SN84701;06.02.2025;8,7;3
Narvik Sentrum;SN84701;07.02.2025;9,8;9,2
Narvik Sentrum;SN84701;08.02.2025;8,4;0,1
Narvik Sentrum;SN84701;09.02.2025;4,2;0
Narvik Sentrum;SN84701;10.02.2025;5,6;0,4
Narvik Sentrum;SN84701;11.02.2025;6,6;0,5
Narvik Sentrum;SN84701;12.02.2025;5,4;1,8
Narvik Sentrum;SN84701;13.02.2025;0,6;0,3
Narvik Sentrum;SN84701;14.02.2025;-1,9;0
Narvik Sentrum;SN84701;15.02.2025;-0,8;0,1
Narvik Sentrum;SN84701;16.02.2025;-0,2;2,4
Narvik Sentrum;SN84701;17.02.2025;0;3,1
Narvik Sentrum;SN84701;18.02.2025;0,9;1
Narvik Sentrum;SN84701;19.02.2025;2,4;0,4
Narvik Sentrum;SN84701;20.02.2025;4,2;1,3
Narvik Sentrum;SN84701;21.02.2025;0,2;0
Narvik Sentrum;SN84701;22.02.2025;5,2;0,4
Narvik Sentrum;SN84701;23.02.2025;9,7;0,5
Narvik Sentrum;SN84701;24.02.2025;7,9;0,9
Narvik Sentrum;SN84701;25.02.2025;6,7;0,4
Narvik Sentrum;SN84701;26.02.2025;4,3;0
Narvik Sentrum;SN84701;27.02.2025;2,3;0
Narvik Sentrum;SN84701;28.02.2025;4,2;0,3
Narvik Sentrum;SN84701;01.03.2025;1,6;0,5
Narvik Sentrum;SN84701;02.03.2025;3,6;0,4
Narvik Sentrum;SN84701;03.03.2025;4,6;4,7
Narvik Sentrum;SN84701;04.03.2025;3,8;3
Narvik Sentrum;SN84701;05.03.2025;2,8;1,1
Narvik Sentrum;SN84701;06.03.2025;2,9;0
Narvik Sentrum;SN84701;07.03.2025;3,8;0
Narvik Sentrum;SN84701;08.03.2025;3,9;2
Narvik Sentrum;SN84701;09.03.2025;1,7;5,8
Narvik Sentrum;SN84701;10.03.2025;0,5;0,5
Narvik Sentrum;SN84701;11.03.2025;1;0,1
Narvik Sentrum;SN84701;12.03.2025;0;0
Narvik Sentrum;SN84701;13.03.2025;-2,8;0
Narvik Sentrum;SN84701;14.03.2025;-2,4;3,1
Narvik Sentrum;SN84701;15.03.2025;-1,9;7,5
Narvik Sentrum;SN84701;16.03.2025;0;7,9
Narvik Sentrum;SN84701;17.03.2025;0,1;5,7
Narvik Sentrum;SN84701;18.03.2025;5,1;6,1
Narvik Sentrum;SN84701;19.03.2025;0,6;9,7
Narvik Sentrum;SN84701;20.03.2025;0,5;0,1
Narvik Sentrum;SN84701;21.03.2025;4,3;0
Narvik Sentrum;SN84701;22.03.2025;10,3;0
Narvik Sentrum;SN84701;23.03.2025;11,4;0
Narvik Sentrum;SN84701;24.03.2025;9,1;0
Narvik Sentrum;SN84701;25.03.2025;4,4;3,5
Narvik Sentrum;SN84701;26.03.2025;2;1,2
Narvik Sentrum;SN84701;27.03.2025;4,8;3,9
Narvik Sentrum;SN84701;28.03.2025;4,1;39
Narvik Sentrum;SN84701;29.03.2025;5,3;7,6
Narvik Sentrum;SN84701;30.03.2025;5;3,5
Narvik Sentrum;SN84701;31.03.2025;5,6;2,1
Narvik Sentrum;SN84701;01.04.2025;4,5;0,2
Narvik Sentrum;SN84701;02.04.2025;8,5;3,1
Narvik Sentrum;SN84701;03.04.2025;6,6;8,6
Narvik Sentrum;SN84701;04.04.2025;4,1;14,2
Narvik Sentrum;SN84701;05.04.2025;3;1,7
Narvik Sentrum;SN84701;06.04.2025;6,5;0,2
Narvik Sentrum;SN84701;07.04.2025;5,6;0
Narvik Sentrum;SN84701;08.04.2025;5,7;3,1
Narvik Sentrum;SN84701;09.04.2025;-0,2;9,3
Narvik Sentrum;SN84701;10.04.2025;0,1;5,4
Narvik Sentrum;SN84701;11.04.2025;1,7;2,5
Narvik Sentrum;SN84701;12.04.2025;2;0,3
Narvik Sentrum;SN84701;13.04.2025;6;0,8
Narvik Sentrum;SN84701;14.04.2025;2,4;0
Narvik Sentrum;SN84701;15.04.2025;4,4;13,2
Narvik Sentrum;SN84701;16.04.2025;9,5;3,1
Narvik Sentrum;SN84701;17.04.2025;7,3;1,3
Narvik Sentrum;SN84701;18.04.2025;5,7;11
