Delivery Start (CET);Delivery End (CET);NO4 Fossil Gas (MW);NO4 Hydro Run Of River And Poundage (MW);NO4 Hydro Water Reservoir (MW);NO4 Other (MW);NO4 Other Renewable (MW);NO4 Wind Offshore (MW);NO4 Wind Onshore (MW);NO4 Total (MW)
25.11.2023 12:00:00;25.11.2023 13:00:00;188;149;2041;;38;;117;2533
25.11.2023 13:00:00;25.11.2023 14:00:00;188;150;2024;;45;;138;2545
25.11.2023 14:00:00;25.11.2023 15:00:00;188;150;2023;;41;;150;2552
25.11.2023 15:00:00;25.11.2023 16:00:00;194;150;2021;;39;;212;2616
25.11.2023 16:00:00;25.11.2023 17:00:00;197;149;1924;;43;;241;2554
25.11.2023 17:00:00;25.11.2023 18:00:00;198;150;1915;;43;;239;2545
25.11.2023 18:00:00;25.11.2023 19:00:00;198;153;1957;;37;;203;2548
25.11.2023 19:00:00;25.11.2023 20:00:00;197;155;2022;;39;;199;2612
25.11.2023 20:00:00;25.11.2023 21:00:00;197;159;2110;;40;;203;2709
25.11.2023 21:00:00;25.11.2023 22:00:00;198;156;2181;;40;;183;2758
25.11.2023 22:00:00;25.11.2023 23:00:00;186;134;2125;;41;;159;2645
25.11.2023 23:00:00;26.11.2023 00:00:00;184;132;2352;;46;;152;2866
26.11.2023 00:00:00;26.11.2023 01:00:00;185;135;2346;;47;;156;2869
26.11.2023 01:00:00;26.11.2023 02:00:00;186;122;2128;;48;;147;2631
26.11.2023 02:00:00;26.11.2023 03:00:00;186;145;2033;;44;;114;2522
26.11.2023 03:00:00;26.11.2023 04:00:00;186;120;2265;;49;;118;2738
26.11.2023 04:00:00;26.11.2023 05:00:00;186;118;2339;;49;;124;2816
26.11.2023 05:00:00;26.11.2023 06:00:00;186;118;2404;;48;;91;2847
26.11.2023 06:00:00;26.11.2023 07:00:00;186;118;2418;;49;;101;2872
26.11.2023 07:00:00;26.11.2023 08:00:00;186;139;2213;;44;;173;2755
26.11.2023 08:00:00;26.11.2023 09:00:00;187;147;2236;;42;;157;2769
26.11.2023 09:00:00;26.11.2023 10:00:00;186;150;2402;;40;;81;2859
26.11.2023 10:00:00;26.11.2023 11:00:00;187;149;2558;;41;;80;3015
26.11.2023 11:00:00;26.11.2023 12:00:00;187;130;2909;;46;;65;3337
26.11.2023 12:00:00;26.11.2023 13:00:00;187;120;3014;;40;;59;3420
26.11.2023 13:00:00;26.11.2023 14:00:00;187;120;2998;;41;;53;3399
26.11.2023 14:00:00;26.11.2023 15:00:00;187;121;3064;;42;;59;3473
26.11.2023 15:00:00;26.11.2023 16:00:00;187;127;3208;;46;;45;3613
26.11.2023 16:00:00;26.11.2023 17:00:00;188;164;3393;;49;;49;3843
26.11.2023 17:00:00;26.11.2023 18:00:00;188;166;3416;;45;;54;3869
26.11.2023 18:00:00;26.11.2023 19:00:00;189;166;3447;;44;;46;3892
26.11.2023 19:00:00;26.11.2023 20:00:00;189;167;3469;;47;;36;3908
26.11.2023 20:00:00;26.11.2023 21:00:00;189;168;3467;;47;;43;3914
26.11.2023 21:00:00;26.11.2023 22:00:00;190;169;3424;;47;;47;3877
26.11.2023 22:00:00;26.11.2023 23:00:00;191;160;3422;;49;;71;3893
26.11.2023 23:00:00;27.11.2023 00:00:00;194;163;3231;;51;;63;3702
27.11.2023 00:00:00;27.11.2023 01:00:00;193;160;3161;;53;;57;3624
27.11.2023 01:00:00;27.11.2023 02:00:00;193;161;3258;;52;;66;3730
27.11.2023 02:00:00;27.11.2023 03:00:00;194;160;3379;;50;;86;3869
27.11.2023 03:00:00;27.11.2023 04:00:00;192;160;3362;;49;;109;3872
27.11.2023 04:00:00;27.11.2023 05:00:00;191;159;3385;;52;;87;3874
27.11.2023 05:00:00;27.11.2023 06:00:00;191;158;3355;;49;;101;3854
27.11.2023 06:00:00;27.11.2023 07:00:00;191;162;3378;;47;;157;3935
27.11.2023 07:00:00;27.11.2023 08:00:00;192;164;3387;;47;;146;3936
27.11.2023 08:00:00;27.11.2023 09:00:00;191;167;3499;;48;;155;4060
27.11.2023 09:00:00;27.11.2023 10:00:00;192;166;3509;;49;;178;4094
27.11.2023 10:00:00;27.11.2023 11:00:00;192;166;3517;;41;;178;4094
27.11.2023 11:00:00;27.11.2023 12:00:00;191;162;3466;;48;;130;3997
27.11.2023 12:00:00;27.11.2023 13:00:00;191;161;3417;;49;;199;4017
27.11.2023 13:00:00;27.11.2023 14:00:00;192;159;3353;;50;;218;3972
27.11.2023 14:00:00;27.11.2023 15:00:00;192;164;3345;;40;;263;4004
27.11.2023 15:00:00;27.11.2023 16:00:00;192;164;3394;;50;;356;4156
27.11.2023 16:00:00;27.11.2023 17:00:00;195;163;3403;;53;;420;4234
27.11.2023 17:00:00;27.11.2023 18:00:00;196;162;3367;;50;;355;4130
27.11.2023 18:00:00;27.11.2023 19:00:00;196;162;3407;;51;;233;4049
27.11.2023 19:00:00;27.11.2023 20:00:00;196;163;3405;;51;;150;3965
27.11.2023 20:00:00;27.11.2023 21:00:00;197;163;3385;;48;;166;3959
27.11.2023 21:00:00;27.11.2023 22:00:00;196;164;3342;;50;;237;3989
27.11.2023 22:00:00;27.11.2023 23:00:00;196;158;3271;;54;;342;4021
27.11.2023 23:00:00;28.11.2023 00:00:00;196;157;2852;;50;;423;3678
28.11.2023 00:00:00;28.11.2023 01:00:00;196;144;2416;;43;;437;3236
28.11.2023 01:00:00;28.11.2023 02:00:00;196;145;2261;;52;;417;3071
28.11.2023 02:00:00;28.11.2023 03:00:00;196;144;2375;;54;;450;3219
28.11.2023 03:00:00;28.11.2023 04:00:00;196;141;2221;;53;;381;2992
28.11.2023 04:00:00;28.11.2023 05:00:00;195;138;2204;;50;;342;2929
28.11.2023 05:00:00;28.11.2023 06:00:00;196;137;2419;;52;;372;3176
28.11.2023 06:00:00;28.11.2023 07:00:00;185;134;2852;;53;;404;3628
28.11.2023 07:00:00;28.11.2023 08:00:00;183;140;2867;;55;;250;3495
28.11.2023 08:00:00;28.11.2023 09:00:00;183;143;2697;;49;;328;3400
28.11.2023 09:00:00;28.11.2023 10:00:00;183;144;2701;;48;;396;3472
28.11.2023 10:00:00;28.11.2023 11:00:00;183;139;2601;;53;;438;3414
28.11.2023 11:00:00;28.11.2023 12:00:00;184;136;2525;;54;;347;3246
28.11.2023 12:00:00;28.11.2023 13:00:00;184;142;2461;;56;;376;3219
28.11.2023 13:00:00;28.11.2023 14:00:00;184;134;2460;;53;;430;3261
28.11.2023 14:00:00;28.11.2023 15:00:00;184;134;2478;;45;;473;3314
28.11.2023 15:00:00;28.11.2023 16:00:00;184;135;2576;;39;;545;3479
28.11.2023 16:00:00;28.11.2023 17:00:00;183;135;2425;;40;;561;3344
28.11.2023 17:00:00;28.11.2023 18:00:00;183;138;2033;;49;;493;2896
28.11.2023 18:00:00;28.11.2023 19:00:00;182;136;1987;;47;;434;2786
28.11.2023 19:00:00;28.11.2023 20:00:00;183;131;2038;;47;;468;2867
28.11.2023 20:00:00;28.11.2023 21:00:00;182;130;2190;;45;;499;3046
28.11.2023 21:00:00;28.11.2023 22:00:00;183;130;2404;;46;;457;3220
28.11.2023 22:00:00;28.11.2023 23:00:00;182;130;2413;;48;;425;3198
28.11.2023 23:00:00;29.11.2023 00:00:00;182;131;1911;;52;;475;2751
29.11.2023 00:00:00;29.11.2023 01:00:00;182;126;2162;;49;;524;3043
29.11.2023 01:00:00;29.11.2023 02:00:00;186;126;1899;;50;;476;2737
29.11.2023 02:00:00;29.11.2023 03:00:00;190;124;1816;;53;;447;2630
29.11.2023 03:00:00;29.11.2023 04:00:00;191;122;1814;;54;;468;2649
29.11.2023 04:00:00;29.11.2023 05:00:00;191;115;1862;;50;;452;2670
29.11.2023 05:00:00;29.11.2023 06:00:00;191;120;2046;;54;;508;2919
29.11.2023 06:00:00;29.11.2023 07:00:00;191;128;1970;;56;;538;2883
29.11.2023 07:00:00;29.11.2023 08:00:00;190;136;2042;;51;;566;2985
29.11.2023 08:00:00;29.11.2023 09:00:00;191;139;1953;;49;;565;2897
29.11.2023 09:00:00;29.11.2023 10:00:00;191;137;2151;;52;;591;3122
29.11.2023 10:00:00;29.11.2023 11:00:00;191;137;2095;;51;;631;3105
29.11.2023 11:00:00;29.11.2023 12:00:00;191;133;2154;;51;;586;3115
29.11.2023 12:00:00;29.11.2023 13:00:00;191;129;2109;;54;;549;3032
29.11.2023 13:00:00;29.11.2023 14:00:00;191;137;2157;;49;;571;3105
29.11.2023 14:00:00;29.11.2023 15:00:00;191;145;2190;;44;;541;3111
29.11.2023 15:00:00;29.11.2023 16:00:00;192;142;2375;;37;;509;3255
29.11.2023 16:00:00;29.11.2023 17:00:00;191;155;2486;;44;;559;3435
29.11.2023 17:00:00;29.11.2023 18:00:00;192;155;2584;;47;;453;3431
29.11.2023 18:00:00;29.11.2023 19:00:00;192;153;2735;;45;;423;3548
29.11.2023 19:00:00;29.11.2023 20:00:00;191;149;2796;;46;;433;3615
29.11.2023 20:00:00;29.11.2023 21:00:00;191;151;3198;;46;;418;4004
29.11.2023 21:00:00;29.11.2023 22:00:00;191;153;3402;;46;;442;4234
29.11.2023 22:00:00;29.11.2023 23:00:00;191;158;3371;;47;;360;4127
29.11.2023 23:00:00;30.11.2023 00:00:00;192;162;3340;;49;;378;4121
30.11.2023 00:00:00;30.11.2023 01:00:00;191;162;3388;;50;;422;4213
30.11.2023 01:00:00;30.11.2023 02:00:00;191;162;3393;;52;;377;4175
30.11.2023 02:00:00;30.11.2023 03:00:00;191;164;3423;;49;;338;4165
30.11.2023 03:00:00;30.11.2023 04:00:00;191;165;3384;;50;;366;4156
30.11.2023 04:00:00;30.11.2023 05:00:00;192;166;3394;;45;;331;4128
30.11.2023 05:00:00;30.11.2023 06:00:00;192;166;3470;;51;;375;4254
30.11.2023 06:00:00;30.11.2023 07:00:00;191;167;3520;;52;;419;4349
30.11.2023 07:00:00;30.11.2023 08:00:00;192;171;3553;;55;;374;4345
30.11.2023 08:00:00;30.11.2023 09:00:00;192;172;3734;;48;;287;4433
30.11.2023 09:00:00;30.11.2023 10:00:00;190;171;3647;;46;;384;4438
30.11.2023 10:00:00;30.11.2023 11:00:00;190;173;3727;;50;;443;4583
30.11.2023 11:00:00;30.11.2023 12:00:00;190;176;3763;;51;;338;4518
30.11.2023 12:00:00;30.11.2023 13:00:00;190;173;3773;;46;;336;4518
30.11.2023 13:00:00;30.11.2023 14:00:00;190;177;3747;;49;;358;4521
30.11.2023 14:00:00;30.11.2023 15:00:00;190;178;3721;;51;;343;4483
30.11.2023 15:00:00;30.11.2023 16:00:00;190;178;3751;;45;;306;4470
30.11.2023 16:00:00;30.11.2023 17:00:00;190;177;3738;;46;;323;4474
30.11.2023 17:00:00;30.11.2023 18:00:00;190;177;3724;;49;;352;4492
30.11.2023 18:00:00;30.11.2023 19:00:00;190;179;3728;;45;;337;4479
30.11.2023 19:00:00;30.11.2023 20:00:00;190;176;3730;;48;;299;4443
30.11.2023 20:00:00;30.11.2023 21:00:00;190;177;3723;;44;;289;4423
30.11.2023 21:00:00;30.11.2023 22:00:00;190;176;3730;;45;;273;4414
30.11.2023 22:00:00;30.11.2023 23:00:00;190;175;3708;;47;;243;4363
30.11.2023 23:00:00;01.12.2023 00:00:00;189;174;3633;;51;;194;4241
01.12.2023 00:00:00;01.12.2023 01:00:00;189;175;3640;;44;;128;4176
01.12.2023 01:00:00;01.12.2023 02:00:00;189;176;3659;;52;;114;4190
01.12.2023 02:00:00;01.12.2023 03:00:00;189;176;3618;;53;;102;4138
01.12.2023 03:00:00;01.12.2023 04:00:00;189;176;3583;;51;;93;4092
01.12.2023 04:00:00;01.12.2023 05:00:00;189;172;3611;;45;;100;4117
01.12.2023 05:00:00;01.12.2023 06:00:00;189;171;3663;;51;;107;4181
01.12.2023 06:00:00;01.12.2023 07:00:00;189;172;3660;;53;;104;4178
01.12.2023 07:00:00;01.12.2023 08:00:00;189;177;3640;;55;;85;4146
01.12.2023 08:00:00;01.12.2023 09:00:00;189;176;3747;;51;;72;4235
01.12.2023 09:00:00;01.12.2023 10:00:00;189;180;3745;;55;;89;4258
01.12.2023 10:00:00;01.12.2023 11:00:00;189;176;3757;;51;;44;4217
01.12.2023 11:00:00;01.12.2023 12:00:00;188;173;3766;;51;;30;4208
01.12.2023 12:00:00;01.12.2023 13:00:00;188;169;3836;;49;;32;4274
01.12.2023 13:00:00;01.12.2023 14:00:00;188;169;3836;;47;;41;4281
01.12.2023 14:00:00;01.12.2023 15:00:00;188;171;3812;;52;;47;4270
01.12.2023 15:00:00;01.12.2023 16:00:00;185;169;3773;;49;;42;4218
01.12.2023 16:00:00;01.12.2023 17:00:00;184;166;3761;;49;;49;4209
01.12.2023 17:00:00;01.12.2023 18:00:00;184;167;3699;;54;;51;4155
01.12.2023 18:00:00;01.12.2023 19:00:00;184;167;3669;;52;;66;4138
01.12.2023 19:00:00;01.12.2023 20:00:00;185;167;3686;;45;;85;4168
01.12.2023 20:00:00;01.12.2023 21:00:00;189;164;3621;;37;;83;4094
01.12.2023 21:00:00;01.12.2023 22:00:00;190;165;3622;;47;;113;4137
01.12.2023 22:00:00;01.12.2023 23:00:00;190;162;3622;;48;;120;4142
01.12.2023 23:00:00;02.12.2023 00:00:00;185;161;3642;;54;;157;4199
02.12.2023 00:00:00;02.12.2023 01:00:00;185;162;3817;;56;;144;4364
02.12.2023 01:00:00;02.12.2023 02:00:00;186;163;3842;;53;;141;4385
02.12.2023 02:00:00;02.12.2023 03:00:00;186;162;3821;;51;;192;4412
02.12.2023 03:00:00;02.12.2023 04:00:00;185;166;3794;;51;;238;4434
02.12.2023 04:00:00;02.12.2023 05:00:00;186;161;3774;;51;;236;4408
02.12.2023 05:00:00;02.12.2023 06:00:00;185;162;3731;;51;;208;4337
02.12.2023 06:00:00;02.12.2023 07:00:00;185;161;3738;;49;;220;4353
02.12.2023 07:00:00;02.12.2023 08:00:00;189;163;3842;;41;;238;4473
02.12.2023 08:00:00;02.12.2023 09:00:00;190;165;3841;;47;;213;4456
02.12.2023 09:00:00;02.12.2023 10:00:00;189;166;3857;;42;;199;4453
02.12.2023 10:00:00;02.12.2023 11:00:00;190;166;3841;;42;;184;4423
02.12.2023 11:00:00;02.12.2023 12:00:00;189;167;3862;;50;;159;4427
02.12.2023 12:00:00;02.12.2023 13:00:00;185;166;3852;;41;;147;4391
02.12.2023 13:00:00;02.12.2023 14:00:00;189;164;3836;;53;;160;4402
02.12.2023 14:00:00;02.12.2023 15:00:00;189;163;3846;;51;;175;4424
02.12.2023 15:00:00;02.12.2023 16:00:00;190;163;3870;;45;;163;4431
02.12.2023 16:00:00;02.12.2023 17:00:00;190;166;3887;;47;;158;4448
02.12.2023 17:00:00;02.12.2023 18:00:00;190;167;3896;;47;;149;4449
02.12.2023 18:00:00;02.12.2023 19:00:00;190;167;3867;;40;;143;4407
02.12.2023 19:00:00;02.12.2023 20:00:00;189;168;3816;;44;;168;4385
02.12.2023 20:00:00;02.12.2023 21:00:00;187;166;3778;;47;;202;4380
02.12.2023 21:00:00;02.12.2023 22:00:00;186;166;3733;;44;;219;4348
02.12.2023 22:00:00;02.12.2023 23:00:00;185;166;3729;;39;;209;4328
02.12.2023 23:00:00;03.12.2023 00:00:00;185;165;3719;;46;;261;4376
03.12.2023 00:00:00;03.12.2023 01:00:00;184;167;3802;;46;;257;4456
03.12.2023 01:00:00;03.12.2023 02:00:00;184;172;3801;;48;;248;4453
03.12.2023 02:00:00;03.12.2023 03:00:00;184;169;3796;;46;;250;4445
03.12.2023 03:00:00;03.12.2023 04:00:00;184;162;3789;;54;;255;4444
03.12.2023 04:00:00;03.12.2023 05:00:00;184;161;3774;;54;;233;4406
03.12.2023 05:00:00;03.12.2023 06:00:00;184;161;3776;;50;;292;4463
03.12.2023 06:00:00;03.12.2023 07:00:00;184;160;3777;;48;;356;4525
03.12.2023 07:00:00;03.12.2023 08:00:00;184;170;3749;;42;;332;4477
03.12.2023 08:00:00;03.12.2023 09:00:00;185;175;3743;;41;;314;4458
03.12.2023 09:00:00;03.12.2023 10:00:00;185;172;3829;;43;;283;4512
03.12.2023 10:00:00;03.12.2023 11:00:00;184;170;3836;;44;;238;4472
03.12.2023 11:00:00;03.12.2023 12:00:00;185;167;3854;;48;;208;4462
03.12.2023 12:00:00;03.12.2023 13:00:00;185;163;3880;;44;;183;4455
03.12.2023 13:00:00;03.12.2023 14:00:00;184;162;3884;;50;;123;4403
03.12.2023 14:00:00;03.12.2023 15:00:00;185;164;3885;;48;;161;4443
03.12.2023 15:00:00;03.12.2023 16:00:00;184;164;3884;;50;;145;4427
03.12.2023 16:00:00;03.12.2023 17:00:00;185;164;3865;;49;;105;4368
03.12.2023 17:00:00;03.12.2023 18:00:00;184;166;3891;;48;;98;4387
03.12.2023 18:00:00;03.12.2023 19:00:00;184;171;3892;;50;;68;4365
03.12.2023 19:00:00;03.12.2023 20:00:00;184;172;3884;;49;;52;4341
03.12.2023 20:00:00;03.12.2023 21:00:00;184;173;3888;;48;;38;4331
03.12.2023 21:00:00;03.12.2023 22:00:00;184;173;3895;;49;;42;4343
03.12.2023 22:00:00;03.12.2023 23:00:00;184;170;3887;;52;;56;4349
03.12.2023 23:00:00;04.12.2023 00:00:00;184;169;3861;;54;;46;4314
04.12.2023 00:00:00;04.12.2023 01:00:00;180;163;3840;;55;;30;4268
04.12.2023 01:00:00;04.12.2023 02:00:00;180;162;3832;;54;;38;4266
04.12.2023 02:00:00;04.12.2023 03:00:00;180;164;3833;;54;;37;4268
04.12.2023 03:00:00;04.12.2023 04:00:00;180;164;3844;;54;;30;4272
04.12.2023 04:00:00;04.12.2023 05:00:00;181;165;3855;;54;;26;4281
04.12.2023 05:00:00;04.12.2023 06:00:00;181;166;3849;;51;;33;4280
04.12.2023 06:00:00;04.12.2023 07:00:00;181;168;3880;;51;;36;4316
04.12.2023 07:00:00;04.12.2023 08:00:00;180;174;3903;;43;;37;4337
04.12.2023 08:00:00;04.12.2023 09:00:00;181;176;3924;;42;;57;4380
04.12.2023 09:00:00;04.12.2023 10:00:00;182;177;3924;;46;;48;4377
04.12.2023 10:00:00;04.12.2023 11:00:00;183;175;3923;;45;;43;4369
04.12.2023 11:00:00;04.12.2023 12:00:00;180;176;3923;;46;;33;4358
04.12.2023 12:00:00;04.12.2023 13:00:00;181;177;3921;;51;;47;4377
04.12.2023 13:00:00;04.12.2023 14:00:00;180;176;3921;;51;;46;4374
04.12.2023 14:00:00;04.12.2023 15:00:00;180;155;3923;;38;;47;4343
04.12.2023 15:00:00;04.12.2023 16:00:00;180;156;3933;;41;;60;4370
04.12.2023 16:00:00;04.12.2023 17:00:00;180;156;3920;;50;;96;4402
04.12.2023 17:00:00;04.12.2023 18:00:00;180;157;3919;;42;;115;4413
04.12.2023 18:00:00;04.12.2023 19:00:00;181;156;3919;;47;;98;4401
04.12.2023 19:00:00;04.12.2023 20:00:00;181;156;3912;;47;;102;4398
04.12.2023 20:00:00;04.12.2023 21:00:00;182;156;3909;;50;;102;4399
04.12.2023 21:00:00;04.12.2023 22:00:00;181;156;3885;;50;;103;4375
04.12.2023 22:00:00;04.12.2023 23:00:00;181;153;3837;;52;;103;4326
04.12.2023 23:00:00;05.12.2023 00:00:00;182;144;3866;;56;;105;4353
05.12.2023 00:00:00;05.12.2023 01:00:00;185;141;3725;;51;;129;4231
05.12.2023 01:00:00;05.12.2023 02:00:00;186;143;3720;;54;;157;4260
05.12.2023 02:00:00;05.12.2023 03:00:00;186;143;3725;;55;;203;4312
05.12.2023 03:00:00;05.12.2023 04:00:00;186;140;3694;;56;;220;4296
05.12.2023 04:00:00;05.12.2023 05:00:00;182;142;3707;;50;;227;4308
05.12.2023 05:00:00;05.12.2023 06:00:00;181;143;3722;;53;;287;4386
05.12.2023 06:00:00;05.12.2023 07:00:00;195;143;3754;;52;;340;4484
05.12.2023 07:00:00;05.12.2023 08:00:00;190;144;3813;;46;;315;4508
05.12.2023 08:00:00;05.12.2023 09:00:00;182;150;3499;;30;;234;4095
05.12.2023 09:00:00;05.12.2023 10:00:00;182;148;3466;;48;;279;4123
05.12.2023 10:00:00;05.12.2023 11:00:00;185;152;3510;;41;;339;4227
05.12.2023 11:00:00;05.12.2023 12:00:00;186;150;3502;;44;;388;4270
05.12.2023 12:00:00;05.12.2023 13:00:00;188;150;3482;;43;;408;4271
05.12.2023 13:00:00;05.12.2023 14:00:00;189;150;3463;;37;;427;4266
05.12.2023 14:00:00;05.12.2023 15:00:00;189;152;3457;;45;;432;4275
05.12.2023 15:00:00;05.12.2023 16:00:00;188;152;3461;;40;;460;4301
05.12.2023 16:00:00;05.12.2023 17:00:00;189;151;3455;;43;;501;4339
05.12.2023 17:00:00;05.12.2023 18:00:00;189;151;3466;;46;;536;4388
05.12.2023 18:00:00;05.12.2023 19:00:00;189;153;3446;;42;;573;4403
05.12.2023 19:00:00;05.12.2023 20:00:00;189;154;3418;;48;;554;4363
05.12.2023 20:00:00;05.12.2023 21:00:00;190;153;3393;;44;;537;4317
05.12.2023 21:00:00;05.12.2023 22:00:00;190;153;3373;;43;;551;4310
05.12.2023 22:00:00;05.12.2023 23:00:00;189;146;3349;;46;;505;4235
05.12.2023 23:00:00;06.12.2023 00:00:00;189;145;3336;;49;;495;4214
06.12.2023 00:00:00;06.12.2023 01:00:00;190;149;3129;;41;;516;4025
06.12.2023 01:00:00;06.12.2023 02:00:00;191;150;3152;;44;;573;4110
06.12.2023 02:00:00;06.12.2023 03:00:00;191;153;3154;;44;;583;4125
06.12.2023 03:00:00;06.12.2023 04:00:00;191;151;3135;;44;;582;4103
06.12.2023 04:00:00;06.12.2023 05:00:00;191;151;3133;;41;;577;4093
06.12.2023 05:00:00;06.12.2023 06:00:00;193;151;3139;;42;;612;4137
06.12.2023 06:00:00;06.12.2023 07:00:00;194;152;3178;;43;;637;4204
06.12.2023 07:00:00;06.12.2023 08:00:00;194;152;3245;;43;;624;4258
06.12.2023 08:00:00;06.12.2023 09:00:00;194;154;3346;;37;;605;4336
06.12.2023 09:00:00;06.12.2023 10:00:00;194;156;3344;;42;;623;4359
06.12.2023 10:00:00;06.12.2023 11:00:00;194;155;3331;;44;;653;4377
06.12.2023 11:00:00;06.12.2023 12:00:00;193;156;3327;;44;;648;4368
06.12.2023 12:00:00;06.12.2023 13:00:00;194;155;3303;;41;;647;4340
06.12.2023 13:00:00;06.12.2023 14:00:00;193;155;3307;;38;;690;4383
06.12.2023 14:00:00;06.12.2023 15:00:00;195;157;3343;;44;;617;4356
06.12.2023 15:00:00;06.12.2023 16:00:00;193;154;3355;;38;;574;4314
06.12.2023 16:00:00;06.12.2023 17:00:00;194;155;3366;;39;;563;4317
06.12.2023 17:00:00;06.12.2023 18:00:00;195;158;3386;;40;;582;4361
06.12.2023 18:00:00;06.12.2023 19:00:00;195;153;3330;;36;;629;4343
06.12.2023 19:00:00;06.12.2023 20:00:00;194;151;3278;;38;;630;4291
06.12.2023 20:00:00;06.12.2023 21:00:00;193;152;3333;;37;;616;4331
06.12.2023 21:00:00;06.12.2023 22:00:00;193;154;3352;;36;;625;4360
06.12.2023 22:00:00;06.12.2023 23:00:00;193;153;3277;;36;;613;4272
06.12.2023 23:00:00;07.12.2023 00:00:00;193;153;3295;;38;;589;4268
07.12.2023 00:00:00;07.12.2023 01:00:00;194;158;2963;;35;;596;3946
07.12.2023 01:00:00;07.12.2023 02:00:00;194;156;2962;;37;;646;3995
07.12.2023 02:00:00;07.12.2023 03:00:00;193;157;2978;;38;;674;4040
07.12.2023 03:00:00;07.12.2023 04:00:00;192;155;2904;;40;;697;3988
07.12.2023 04:00:00;07.12.2023 05:00:00;193;156;2916;;35;;686;3986
07.12.2023 05:00:00;07.12.2023 06:00:00;192;155;2887;;36;;699;3969
07.12.2023 06:00:00;07.12.2023 07:00:00;193;156;3003;;35;;715;4102
07.12.2023 07:00:00;07.12.2023 08:00:00;194;157;3078;;39;;744;4212
07.12.2023 08:00:00;07.12.2023 09:00:00;195;157;2931;;34;;755;4072
07.12.2023 09:00:00;07.12.2023 10:00:00;195;158;3024;;33;;776;4186
07.12.2023 10:00:00;07.12.2023 11:00:00;196;158;3039;;36;;784;4213
07.12.2023 11:00:00;07.12.2023 12:00:00;196;158;3043;;32;;770;4199
07.12.2023 12:00:00;07.12.2023 13:00:00;195;155;3096;;33;;770;4249
07.12.2023 13:00:00;07.12.2023 14:00:00;196;147;3462;;44;;752;4601
07.12.2023 14:00:00;07.12.2023 15:00:00;196;148;3348;;51;;741;4484
07.12.2023 15:00:00;07.12.2023 16:00:00;195;149;3356;;45;;737;4482
07.12.2023 16:00:00;07.12.2023 17:00:00;194;150;3440;;48;;745;4577
07.12.2023 17:00:00;07.12.2023 18:00:00;193;150;3432;;49;;737;4561
07.12.2023 18:00:00;07.12.2023 19:00:00;193;149;3425;;45;;770;4582
07.12.2023 19:00:00;07.12.2023 20:00:00;191;150;3430;;47;;710;4528
07.12.2023 20:00:00;07.12.2023 21:00:00;191;146;3626;;46;;672;4681
07.12.2023 21:00:00;07.12.2023 22:00:00;191;144;3626;;45;;640;4646
07.12.2023 22:00:00;07.12.2023 23:00:00;191;139;3622;;46;;658;4656
07.12.2023 23:00:00;08.12.2023 00:00:00;191;139;3533;;50;;688;4601
08.12.2023 00:00:00;08.12.2023 01:00:00;192;138;3394;;49;;729;4502
08.12.2023 01:00:00;08.12.2023 02:00:00;192;135;3339;;54;;728;4448
08.12.2023 02:00:00;08.12.2023 03:00:00;192;135;3338;;53;;727;4445
08.12.2023 03:00:00;08.12.2023 04:00:00;193;135;3311;;51;;730;4420
08.12.2023 04:00:00;08.12.2023 05:00:00;193;134;3301;;48;;737;4413
08.12.2023 05:00:00;08.12.2023 06:00:00;192;135;3322;;51;;797;4497
08.12.2023 06:00:00;08.12.2023 07:00:00;192;138;3445;;51;;905;4731
08.12.2023 07:00:00;08.12.2023 08:00:00;191;145;3458;;51;;954;4799
08.12.2023 08:00:00;08.12.2023 09:00:00;191;153;3311;;49;;967;4671
08.12.2023 09:00:00;08.12.2023 10:00:00;191;156;3307;;50;;964;4668
08.12.2023 10:00:00;08.12.2023 11:00:00;192;153;3370;;52;;942;4709
08.12.2023 11:00:00;08.12.2023 12:00:00;192;153;3420;;55;;967;4787
08.12.2023 12:00:00;08.12.2023 13:00:00;191;154;3331;;47;;954;4677
08.12.2023 13:00:00;08.12.2023 14:00:00;191;152;3335;;45;;957;4680
08.12.2023 14:00:00;08.12.2023 15:00:00;190;153;3351;;53;;932;4679
08.12.2023 15:00:00;08.12.2023 16:00:00;189;156;3368;;46;;929;4688
08.12.2023 16:00:00;08.12.2023 17:00:00;189;152;3357;;47;;975;4720
08.12.2023 17:00:00;08.12.2023 18:00:00;190;152;3346;;52;;954;4694
08.12.2023 18:00:00;08.12.2023 19:00:00;190;142;3365;;45;;956;4698
08.12.2023 19:00:00;08.12.2023 20:00:00;190;142;3308;;46;;1002;4688
08.12.2023 20:00:00;08.12.2023 21:00:00;190;137;3251;;45;;1000;4623
08.12.2023 21:00:00;08.12.2023 22:00:00;191;138;3269;;45;;977;4620
08.12.2023 22:00:00;08.12.2023 23:00:00;191;133;3231;;49;;905;4509
08.12.2023 23:00:00;09.12.2023 00:00:00;192;133;3177;;49;;874;4425
09.12.2023 00:00:00;09.12.2023 01:00:00;192;132;3259;;48;;947;4578
09.12.2023 01:00:00;09.12.2023 02:00:00;192;131;3274;;46;;934;4577
09.12.2023 02:00:00;09.12.2023 03:00:00;192;136;3300;;48;;894;4570
09.12.2023 03:00:00;09.12.2023 04:00:00;192;135;3217;;46;;883;4473
09.12.2023 04:00:00;09.12.2023 05:00:00;192;134;3225;;53;;874;4478
