Delivery Start (CET);Delivery End (CET);NO4 NO4->FI Export (MW);NO4 FI->NO4 Import (MW);NO4 NO4->NO3 Export (MW);NO4 NO3->NO4 Import (MW);NO4 NO4->SE1 Export (MW);NO4 SE1->NO4 Import (MW);NO4 NO4->SE2 Export (MW);NO4 SE2->NO4 Import (MW);NO4 Total Export (MW);NO4 Total Import (MW);NO4 Total Net Position (MW)
18.02.2025 16:00:00;18.02.2025 17:00:00;0;0;923.6;0;0;0;0;0;923.6;0;-923.6
18.02.2025 17:00:00;18.02.2025 18:00:00;0;0;901.9;0;0;0;0;0;901.9;0;-901.9
18.02.2025 18:00:00;18.02.2025 19:00:00;0;0;1018.5;0;0;0;0;0;1018.5;0;-1018.5
18.02.2025 19:00:00;18.02.2025 20:00:00;0;0;1026.1;0;0;0;0;0;1026.1;0;-1026.1
18.02.2025 20:00:00;18.02.2025 21:00:00;0;0;1085.4;0;0;0;0;0;1085.4;0;-1085.4
18.02.2025 21:00:00;18.02.2025 22:00:00;0;0;1107.5;0;0;0;0;0;1107.5;0;-1107.5
18.02.2025 22:00:00;18.02.2025 23:00:00;0;0;1151.5;0;0;0;0;0;1151.5;0;-1151.5
18.02.2025 23:00:00;19.02.2025 00:00:00;0;0;997.4;0;0;0;0;0;997.4;0;-997.4
19.02.2025 00:00:00;19.02.2025 01:00:00;0;0;902.2;0;0;0;171.3;0;1073.5;0;-1073.5
19.02.2025 01:00:00;19.02.2025 02:00:00;0;0;1056.5;0;0;0;15.2;0;1071.7;0;-1071.7
19.02.2025 02:00:00;19.02.2025 03:00:00;0;0;1039.3;0;0;0;28.5;0;1067.8;0;-1067.8
19.02.2025 03:00:00;19.02.2025 04:00:00;0;0;1035.7;0;0;0;17.6;0;1053.3;0;-1053.3
19.02.2025 04:00:00;19.02.2025 05:00:00;0;0;991.4;0;0;0;81.3;0;1072.7;0;-1072.7
19.02.2025 05:00:00;19.02.2025 06:00:00;0;0;887.3;0;0;0;0;0;887.3;0;-887.3
19.02.2025 06:00:00;19.02.2025 07:00:00;0;0;875.3;0;0;0;0;0;875.3;0;-875.3
19.02.2025 07:00:00;19.02.2025 08:00:00;0;0;862.9;0;0;0;0;0;862.9;0;-862.9
19.02.2025 08:00:00;19.02.2025 09:00:00;0;0;832.7;0;0;0;0;0;832.7;0;-832.7
19.02.2025 09:00:00;19.02.2025 10:00:00;0;0;847.1;0;0;0;0;0;847.1;0;-847.1
19.02.2025 10:00:00;19.02.2025 11:00:00;0;0;851.9;0;0;0;0;0;851.9;0;-851.9
19.02.2025 11:00:00;19.02.2025 12:00:00;0;0;852.7;0;0;0;0;0;852.7;0;-852.7
19.02.2025 12:00:00;19.02.2025 13:00:00;0;0;881.3;0;0;0;0;0;881.3;0;-881.3
19.02.2025 13:00:00;19.02.2025 14:00:00;0;0;905.5;0;0;0;0;0;905.5;0;-905.5
19.02.2025 14:00:00;19.02.2025 15:00:00;0;0;949.2;0;0;0;0;0;949.2;0;-949.2
19.02.2025 15:00:00;19.02.2025 16:00:00;0;0;941.2;0;0;0;0;0;941.2;0;-941.2
19.02.2025 16:00:00;19.02.2025 17:00:00;0;0;640.5;0;0;0;327;0;967.5;0;-967.5
19.02.2025 17:00:00;19.02.2025 18:00:00;0;0;642.8;0;0;0;367.3;0;1010.1;0;-1010.1
19.02.2025 18:00:00;19.02.2025 19:00:00;0;0;615.4;0;0;0;414.8;0;1030.2;0;-1030.2
19.02.2025 19:00:00;19.02.2025 20:00:00;0;0;566.1;0;0;0;485.9;0;1052;0;-1052
19.02.2025 20:00:00;19.02.2025 21:00:00;0;0;479.6;0;0;0;600.6;0;1080.2;0;-1080.2
19.02.2025 21:00:00;19.02.2025 22:00:00;0;0;448;0;0;0;660.5;0;1108.5;0;-1108.5
19.02.2025 22:00:00;19.02.2025 23:00:00;0;0;246;0;0;0;895.3;0;1141.3;0;-1141.3
19.02.2025 23:00:00;20.02.2025 00:00:00;0;0;174.5;0;0;0;958.6;0;1133.1;0;-1133.1
20.02.2025 00:00:00;20.02.2025 01:00:00;0;0;477.1;0;0;0;462.8;0;939.9;0;-939.9
20.02.2025 01:00:00;20.02.2025 02:00:00;0;0;994.9;0;0;121.7;0;0;994.9;121.7;-873.2
20.02.2025 02:00:00;20.02.2025 03:00:00;0;0;1063.4;0;0;227.7;0;0;1063.4;227.7;-835.7
20.02.2025 03:00:00;20.02.2025 04:00:00;0;0;1434.1;0;0;724.6;0;0;1434.1;724.6;-709.5
20.02.2025 04:00:00;20.02.2025 05:00:00;0;0;1442.1;0;0;709.1;0;0;1442.1;709.1;-733
20.02.2025 05:00:00;20.02.2025 06:00:00;0;0;1354.6;0;0;516.1;0;0;1354.6;516.1;-838.5
20.02.2025 06:00:00;20.02.2025 07:00:00;0;0;165.9;0;0;0;675.7;0;841.6;0;-841.6
20.02.2025 07:00:00;20.02.2025 08:00:00;0;0;126.1;0;0;0;664.6;0;790.7;0;-790.7
20.02.2025 08:00:00;20.02.2025 09:00:00;0;0;88.6;0;0;0;756.4;0;845;0;-845
20.02.2025 09:00:00;20.02.2025 10:00:00;0;0;494;0;0;0;199.7;0;693.7;0;-693.7
20.02.2025 10:00:00;20.02.2025 11:00:00;0;0;759.2;0;0;0;58.7;0;817.9;0;-817.9
20.02.2025 11:00:00;20.02.2025 12:00:00;0;0;1029.3;0;0;340.5;0;0;1029.3;340.5;-688.8
20.02.2025 12:00:00;20.02.2025 13:00:00;0;0;1193.4;0;0;603.4;0;0;1193.4;603.4;-590
20.02.2025 13:00:00;20.02.2025 14:00:00;0;0;1188;0;0;740.2;0;0;1188;740.2;-447.8
20.02.2025 14:00:00;20.02.2025 15:00:00;0;0;1109.9;0;0;421.9;0;0;1109.9;421.9;-688
20.02.2025 15:00:00;20.02.2025 16:00:00;0;0;968.3;0;0;202.4;0;0;968.3;202.4;-765.9
20.02.2025 16:00:00;20.02.2025 17:00:00;0;0;1040.9;0;0;72.4;0;0;1040.9;72.4;-968.5
20.02.2025 17:00:00;20.02.2025 18:00:00;0;0;1037.2;0;0;0;0;0;1037.2;0;-1037.2
20.02.2025 18:00:00;20.02.2025 19:00:00;0;0;926.9;0;0;82.5;0;0;926.9;82.5;-844.4
20.02.2025 19:00:00;20.02.2025 20:00:00;0;0;1091.5;0;0;565.6;0;0;1091.5;565.6;-525.9
20.02.2025 20:00:00;20.02.2025 21:00:00;0;0;1216.6;0;0;1024.7;0;0;1216.6;1024.7;-191.9
20.02.2025 21:00:00;20.02.2025 22:00:00;0;0;1023.1;0;0;1236.4;0;0;1023.1;1236.4;213.3
20.02.2025 22:00:00;20.02.2025 23:00:00;0;0;1058;0;0;1346.1;0;0;1058;1346.1;288.1
20.02.2025 23:00:00;21.02.2025 00:00:00;0;0;1092.3;0;0;1407.2;0;0;1092.3;1407.2;314.9
21.02.2025 00:00:00;21.02.2025 01:00:00;0;0;1306.4;0;0;1247.3;0;0;1306.4;1247.3;-59.1
21.02.2025 01:00:00;21.02.2025 02:00:00;0;0;1274.3;0;0;1200.1;0;0;1274.3;1200.1;-74.2
21.02.2025 02:00:00;21.02.2025 03:00:00;0;0;1251.3;0;0;1202.4;0;0;1251.3;1202.4;-48.9
21.02.2025 03:00:00;21.02.2025 04:00:00;0;0;1275.8;0;0;1208.2;0;0;1275.8;1208.2;-67.6
21.02.2025 04:00:00;21.02.2025 05:00:00;0;0;1370.9;0;0;984.2;0;0;1370.9;984.2;-386.7
21.02.2025 05:00:00;21.02.2025 06:00:00;0;0;1498.4;0;0;1007.8;0;0;1498.4;1007.8;-490.6
21.02.2025 06:00:00;21.02.2025 07:00:00;0;0;980.5;0;0;4.6;0;0;980.5;4.6;-975.9
21.02.2025 07:00:00;21.02.2025 08:00:00;0;0;143.7;0;0;0;833.2;0;976.9;0;-976.9
21.02.2025 08:00:00;21.02.2025 09:00:00;0;0;282;0;0;0;837.5;0;1119.5;0;-1119.5
21.02.2025 09:00:00;21.02.2025 10:00:00;0;0;501.7;0;0;0;561.9;0;1063.6;0;-1063.6
21.02.2025 10:00:00;21.02.2025 11:00:00;0;0;245;0;0;0;808;0;1053;0;-1053
21.02.2025 11:00:00;21.02.2025 12:00:00;0;0;159.2;0;0;0;944.3;0;1103.5;0;-1103.5
21.02.2025 12:00:00;21.02.2025 13:00:00;0;0;504.4;0;0;0;489;0;993.4;0;-993.4
21.02.2025 13:00:00;21.02.2025 14:00:00;0;0;260.7;0;0;0;732.6;0;993.3;0;-993.3
21.02.2025 14:00:00;21.02.2025 15:00:00;0;0;0;0;0;0;1107.5;0;1107.5;0;-1107.5
21.02.2025 15:00:00;21.02.2025 16:00:00;0;0;0;0;0;0;1045.5;0;1045.5;0;-1045.5
21.02.2025 16:00:00;21.02.2025 17:00:00;0;0;0;0;0;0;1079.5;0;1079.5;0;-1079.5
21.02.2025 17:00:00;21.02.2025 18:00:00;0;0;0;0;0;0;1065.4;0;1065.4;0;-1065.4
21.02.2025 18:00:00;21.02.2025 19:00:00;0;0;0;0;0;0;1003.2;0;1003.2;0;-1003.2
21.02.2025 19:00:00;21.02.2025 20:00:00;0;0;312.4;0;0;0;571.4;0;883.8;0;-883.8
21.02.2025 20:00:00;21.02.2025 21:00:00;0;0;1211.4;0;0;715.8;0;0;1211.4;715.8;-495.6
21.02.2025 21:00:00;21.02.2025 22:00:00;0;0;1275.3;0;0;873.1;0;0;1275.3;873.1;-402.2
21.02.2025 22:00:00;21.02.2025 23:00:00;0;0;1321.6;0;0;1120.7;0;0;1321.6;1120.7;-200.9
21.02.2025 23:00:00;22.02.2025 00:00:00;0;0;1350.7;0;0;1245.8;0;0;1350.7;1245.8;-104.9
22.02.2025 00:00:00;22.02.2025 01:00:00;0;0;1300.8;0;0;1288.3;0;0;1300.8;1288.3;-12.5
22.02.2025 01:00:00;22.02.2025 02:00:00;0;0;1348.6;0;0;1203.7;0;0;1348.6;1203.7;-144.9
22.02.2025 02:00:00;22.02.2025 03:00:00;0;0;1382.1;0;0;1242.1;0;0;1382.1;1242.1;-140
22.02.2025 03:00:00;22.02.2025 04:00:00;0;0;1399.8;0;0;1273.7;0;0;1399.8;1273.7;-126.1
22.02.2025 04:00:00;22.02.2025 05:00:00;0;0;1407.8;0;0;1271.3;0;0;1407.8;1271.3;-136.5
22.02.2025 05:00:00;22.02.2025 06:00:00;0;0;1406.1;0;0;1184;0;0;1406.1;1184;-222.1
22.02.2025 06:00:00;22.02.2025 07:00:00;0;0;1439.1;0;0;1177.5;0;0;1439.1;1177.5;-261.6
22.02.2025 07:00:00;22.02.2025 08:00:00;0;0;1346.9;0;0;1195.3;0;0;1346.9;1195.3;-151.6
22.02.2025 08:00:00;22.02.2025 09:00:00;0;0;1434.9;0;0;983.5;0;0;1434.9;983.5;-451.4
22.02.2025 09:00:00;22.02.2025 10:00:00;0;0;1523.4;0;0;899.6;0;0;1523.4;899.6;-623.8
22.02.2025 10:00:00;22.02.2025 11:00:00;0;0;1657.1;0;0;1145.4;0;0;1657.1;1145.4;-511.7
22.02.2025 11:00:00;22.02.2025 12:00:00;0;0;1646.4;0;0;1230.2;0;0;1646.4;1230.2;-416.2
22.02.2025 12:00:00;22.02.2025 13:00:00;0;0;1689.2;0;0;1152.8;0;0;1689.2;1152.8;-536.4
22.02.2025 13:00:00;22.02.2025 14:00:00;0;0;1627.7;0;0;1151;0;0;1627.7;1151;-476.7
22.02.2025 14:00:00;22.02.2025 15:00:00;0;0;1527.7;0;0;852;0;0;1527.7;852;-675.7
22.02.2025 15:00:00;22.02.2025 16:00:00;0;0;1528.4;0;0;902;0;0;1528.4;902;-626.4
22.02.2025 16:00:00;22.02.2025 17:00:00;0;0;1504.1;0;0;796;0;0;1504.1;796;-708.1
22.02.2025 17:00:00;22.02.2025 18:00:00;0;0;1403.1;0;0;524.9;0;0;1403.1;524.9;-878.2
22.02.2025 18:00:00;22.02.2025 19:00:00;0;0;1477.7;0;0;615.5;0;0;1477.7;615.5;-862.2
22.02.2025 19:00:00;22.02.2025 20:00:00;0;0;1613.7;0;0;778.7;0;0;1613.7;778.7;-835
22.02.2025 20:00:00;22.02.2025 21:00:00;0;0;1660.5;0;0;833.7;0;0;1660.5;833.7;-826.8
22.02.2025 21:00:00;22.02.2025 22:00:00;0;0;1753.3;0;0;914.7;0;0;1753.3;914.7;-838.6
22.02.2025 22:00:00;22.02.2025 23:00:00;0;0;1748.9;0;0;913.1;0;0;1748.9;913.1;-835.8
22.02.2025 23:00:00;23.02.2025 00:00:00;0;0;1795.4;0;0;939.7;0;0;1795.4;939.7;-855.7
23.02.2025 00:00:00;23.02.2025 01:00:00;0;0;1684.1;0;0;963.1;0;0;1684.1;963.1;-721
23.02.2025 01:00:00;23.02.2025 02:00:00;0;0;1607.8;0;0;1014.9;0;0;1607.8;1014.9;-592.9
23.02.2025 02:00:00;23.02.2025 03:00:00;0;0;1615.4;0;0;983.1;0;0;1615.4;983.1;-632.3
23.02.2025 03:00:00;23.02.2025 04:00:00;0;0;1588.6;0;0;982.8;0;0;1588.6;982.8;-605.8
23.02.2025 04:00:00;23.02.2025 05:00:00;0;0;1572.4;0;0;938.6;0;0;1572.4;938.6;-633.8
23.02.2025 05:00:00;23.02.2025 06:00:00;0;0;1579;0;0;765.4;0;0;1579;765.4;-813.6
23.02.2025 06:00:00;23.02.2025 07:00:00;0;0;1474.4;0;0;679.1;0;0;1474.4;679.1;-795.3
23.02.2025 07:00:00;23.02.2025 08:00:00;0;0;1426.1;0;0;492.4;0;0;1426.1;492.4;-933.7
23.02.2025 08:00:00;23.02.2025 09:00:00;0;0;1263.4;0;0;398.7;0;0;1263.4;398.7;-864.7
23.02.2025 09:00:00;23.02.2025 10:00:00;0;0;1332.3;0;0;483.1;0;0;1332.3;483.1;-849.2
23.02.2025 10:00:00;23.02.2025 11:00:00;0;0;1206;0;0;386.9;0;0;1206;386.9;-819.1
23.02.2025 11:00:00;23.02.2025 12:00:00;0;0;1055;0;0;219.1;0;0;1055;219.1;-835.9
23.02.2025 12:00:00;23.02.2025 13:00:00;0;0;1459.5;0;0;667.2;0;0;1459.5;667.2;-792.3
23.02.2025 13:00:00;23.02.2025 14:00:00;0;0;1550.3;0;0;755.8;0;0;1550.3;755.8;-794.5
23.02.2025 14:00:00;23.02.2025 15:00:00;0;0;1532;0;0;675.5;0;0;1532;675.5;-856.5
23.02.2025 15:00:00;23.02.2025 16:00:00;0;0;927.1;0;0;36.1;0;0;927.1;36.1;-891
23.02.2025 16:00:00;23.02.2025 17:00:00;0;0;0;0;0;0;864.9;0;864.9;0;-864.9
23.02.2025 17:00:00;23.02.2025 18:00:00;0;0;0;0;0;0;869.2;0;869.2;0;-869.2
23.02.2025 18:00:00;23.02.2025 19:00:00;0;0;0;0;0;0;856.3;0;856.3;0;-856.3
23.02.2025 19:00:00;23.02.2025 20:00:00;0;0;0;0;0;0;863.9;0;863.9;0;-863.9
23.02.2025 20:00:00;23.02.2025 21:00:00;0;0;236.9;0;0;0;675;0;911.9;0;-911.9
23.02.2025 21:00:00;23.02.2025 22:00:00;0;0;936.9;0;0;59.8;0;0;936.9;59.8;-877.1
23.02.2025 22:00:00;23.02.2025 23:00:00;0;0;940.9;0;0;77.9;0;0;940.9;77.9;-863
23.02.2025 23:00:00;24.02.2025 00:00:00;0;0;776;0;0;0;0;0;776;0;-776
24.02.2025 00:00:00;24.02.2025 01:00:00;0;0;599.2;0;0;0;0;0;599.2;0;-599.2
24.02.2025 01:00:00;24.02.2025 02:00:00;0;0;519.3;0;0;0;0;0;519.3;0;-519.3
24.02.2025 02:00:00;24.02.2025 03:00:00;0;0;1108.8;0;0;809.3;0;0;1108.8;809.3;-299.5
24.02.2025 03:00:00;24.02.2025 04:00:00;0;0;1086.8;0;0;885;0;0;1086.8;885;-201.8
24.02.2025 04:00:00;24.02.2025 05:00:00;0;0;1041.6;0;0;806;0;0;1041.6;806;-235.6
24.02.2025 05:00:00;24.02.2025 06:00:00;0;0;1136.6;0;0;770.5;0;0;1136.6;770.5;-366.1
24.02.2025 06:00:00;24.02.2025 07:00:00;0;0;1018.5;0;0;666.7;0;0;1018.5;666.7;-351.8
24.02.2025 07:00:00;24.02.2025 08:00:00;0;0;1100.3;0;0;535.4;0;0;1100.3;535.4;-564.9
24.02.2025 08:00:00;24.02.2025 09:00:00;0;0;1039.8;0;0;389;0;0;1039.8;389;-650.8
24.02.2025 09:00:00;24.02.2025 10:00:00;0;0;1217.7;0;0;792.5;0;0;1217.7;792.5;-425.2
24.02.2025 10:00:00;24.02.2025 11:00:00;0;0;1203.5;0;0;780.9;0;0;1203.5;780.9;-422.6
24.02.2025 11:00:00;24.02.2025 12:00:00;0;0;1268.9;0;0;964.1;0;0;1268.9;964.1;-304.8
24.02.2025 12:00:00;24.02.2025 13:00:00;0;0;1274.9;0;0;952.9;0;0;1274.9;952.9;-322
24.02.2025 13:00:00;24.02.2025 14:00:00;0;0;1334.1;0;0;1061;0;0;1334.1;1061;-273.1
24.02.2025 14:00:00;24.02.2025 15:00:00;0;0;1386.3;0;0;1139.6;0;0;1386.3;1139.6;-246.7
24.02.2025 15:00:00;24.02.2025 16:00:00;0;0;1433.1;0;0;1190.1;0;0;1433.1;1190.1;-243
24.02.2025 16:00:00;24.02.2025 17:00:00;0;0;1446.3;0;0;1242;0;0;1446.3;1242;-204.3
24.02.2025 17:00:00;24.02.2025 18:00:00;0;0;1284.3;0;0;869.5;0;0;1284.3;869.5;-414.8
24.02.2025 18:00:00;24.02.2025 19:00:00;0;0;1314.6;0;0;846.8;0;0;1314.6;846.8;-467.8
24.02.2025 19:00:00;24.02.2025 20:00:00;0;0;1382.3;0;0;1110.9;0;0;1382.3;1110.9;-271.4
24.02.2025 20:00:00;24.02.2025 21:00:00;0;0;1436.8;0;0;1153.3;0;0;1436.8;1153.3;-283.5
24.02.2025 21:00:00;24.02.2025 22:00:00;0;0;1420;0;0;1161.1;0;0;1420;1161.1;-258.9
24.02.2025 22:00:00;24.02.2025 23:00:00;0;0;1409.4;0;0;1108.6;0;0;1409.4;1108.6;-300.8
24.02.2025 23:00:00;25.02.2025 00:00:00;0;0;1366.3;0;0;1028;0;0;1366.3;1028;-338.3
25.02.2025 00:00:00;25.02.2025 01:00:00;0;0;1436.6;0;0;872.1;0;0;1436.6;872.1;-564.5
25.02.2025 01:00:00;25.02.2025 02:00:00;0;0;1534.7;0;0;794.3;0;0;1534.7;794.3;-740.4
25.02.2025 02:00:00;25.02.2025 03:00:00;0;0;1473.4;0;0;858.6;0;0;1473.4;858.6;-614.8
25.02.2025 03:00:00;25.02.2025 04:00:00;0;0;1541.3;0;0;903.1;0;0;1541.3;903.1;-638.2
25.02.2025 04:00:00;25.02.2025 05:00:00;0;0;1555.4;0;0;901.1;0;0;1555.4;901.1;-654.3
25.02.2025 05:00:00;25.02.2025 06:00:00;0;0;1507.8;0;0;626.9;0;0;1507.8;626.9;-880.9
25.02.2025 06:00:00;25.02.2025 07:00:00;0;0;1446.5;0;0;484.5;0;0;1446.5;484.5;-962
25.02.2025 07:00:00;25.02.2025 08:00:00;0;0;746;0;0;0;140.4;0;886.4;0;-886.4
25.02.2025 08:00:00;25.02.2025 09:00:00;0;0;441.5;0;0;0;489.8;0;931.3;0;-931.3
25.02.2025 09:00:00;25.02.2025 10:00:00;0;0;432.6;0;0;0;534.2;0;966.8;0;-966.8
25.02.2025 10:00:00;25.02.2025 11:00:00;0;0;351;0;0;0;628.4;0;979.4;0;-979.4
25.02.2025 11:00:00;25.02.2025 12:00:00;0;0;487.4;0;0;0;490.4;0;977.8;0;-977.8
25.02.2025 12:00:00;25.02.2025 13:00:00;0;0;532.4;0;0;0;399.7;0;932.1;0;-932.1
25.02.2025 13:00:00;25.02.2025 14:00:00;0;0;576.9;0;0;0;310.2;0;887.1;0;-887.1
25.02.2025 14:00:00;25.02.2025 15:00:00;0;0;513.1;0;0;0;392.7;0;905.8;0;-905.8
25.02.2025 15:00:00;25.02.2025 16:00:00;0;0;189;0;0;0;774.7;0;963.7;0;-963.7
25.02.2025 16:00:00;25.02.2025 17:00:00;0;0;0;0;0;0;982.1;0;982.1;0;-982.1
25.02.2025 17:00:00;25.02.2025 18:00:00;0;0;0;0;0;0;1007.8;0;1007.8;0;-1007.8
25.02.2025 18:00:00;25.02.2025 19:00:00;0;0;0;0;0;0;1008.9;0;1008.9;0;-1008.9
25.02.2025 19:00:00;25.02.2025 20:00:00;0;0;0;0;0;0;1041.8;0;1041.8;0;-1041.8
25.02.2025 20:00:00;25.02.2025 21:00:00;0;0;634.8;0;0;0;353;0;987.8;0;-987.8
25.02.2025 21:00:00;25.02.2025 22:00:00;0;0;1296.8;0;0;291;0;0;1296.8;291;-1005.8
25.02.2025 22:00:00;25.02.2025 23:00:00;0;0;1409;0;0;384.4;0;0;1409;384.4;-1024.6
25.02.2025 23:00:00;26.02.2025 00:00:00;0;0;1516.6;0;0;554.4;0;0;1516.6;554.4;-962.2
26.02.2025 00:00:00;26.02.2025 01:00:00;0;0;1356.8;0;0;379.4;0;0;1356.8;379.4;-977.4
26.02.2025 01:00:00;26.02.2025 02:00:00;0;0;1307;0;0;353.6;0;0;1307;353.6;-953.4
26.02.2025 02:00:00;26.02.2025 03:00:00;0;0;1271.8;0;0;323;0;0;1271.8;323;-948.8
26.02.2025 03:00:00;26.02.2025 04:00:00;0;0;1306.4;0;0;345.3;0;0;1306.4;345.3;-961.1
26.02.2025 04:00:00;26.02.2025 05:00:00;0;0;1355.9;0;0;418.9;0;0;1355.9;418.9;-937
26.02.2025 05:00:00;26.02.2025 06:00:00;0;0;1278.9;0;0;371.2;0;0;1278.9;371.2;-907.7
26.02.2025 06:00:00;26.02.2025 07:00:00;0;0;636.5;0;0;0;245;0;881.5;0;-881.5
26.02.2025 07:00:00;26.02.2025 08:00:00;0;0;0;0;0;0;1141.5;0;1141.5;0;-1141.5
26.02.2025 08:00:00;26.02.2025 09:00:00;0;0;0;0;0;0;1152.5;0;1152.5;0;-1152.5
26.02.2025 09:00:00;26.02.2025 10:00:00;0;0;0;0;0;0;1182.7;0;1182.7;0;-1182.7
26.02.2025 10:00:00;26.02.2025 11:00:00;0;0;0;0;0;0;1190.6;0;1190.6;0;-1190.6
26.02.2025 11:00:00;26.02.2025 12:00:00;0;0;0;0;0;0;924;0;924;0;-924
26.02.2025 12:00:00;26.02.2025 13:00:00;0;0;0;0;0;0;952.7;0;952.7;0;-952.7
26.02.2025 13:00:00;26.02.2025 14:00:00;0;0;0;0;0;0;1026;0;1026;0;-1026
26.02.2025 14:00:00;26.02.2025 15:00:00;0;0;0;0;0;0;1054.6;0;1054.6;0;-1054.6
26.02.2025 15:00:00;26.02.2025 16:00:00;0;0;0;0;0;0;1059.1;0;1059.1;0;-1059.1
26.02.2025 16:00:00;26.02.2025 17:00:00;0;0;0;0;0;0;1088.8;0;1088.8;0;-1088.8
26.02.2025 17:00:00;26.02.2025 18:00:00;0;0;0;0;0;0;1084.8;0;1084.8;0;-1084.8
26.02.2025 18:00:00;26.02.2025 19:00:00;0;0;0;0;0;0;1104.4;0;1104.4;0;-1104.4
26.02.2025 19:00:00;26.02.2025 20:00:00;0;0;40.7;0;0;0;1040.2;0;1080.9;0;-1080.9
26.02.2025 20:00:00;26.02.2025 21:00:00;0;0;43.8;0;0;0;1064.4;0;1108.2;0;-1108.2
26.02.2025 21:00:00;26.02.2025 22:00:00;0;0;494.6;0;0;0;475.1;0;969.7;0;-969.7
26.02.2025 22:00:00;26.02.2025 23:00:00;0;0;800;0;0;0;139.1;0;939.1;0;-939.1
26.02.2025 23:00:00;27.02.2025 00:00:00;0;0;1189.4;0;0;237.8;0;0;1189.4;237.8;-951.6
27.02.2025 00:00:00;27.02.2025 01:00:00;0;0;1120.2;0;0;160.8;0;0;1120.2;160.8;-959.4
27.02.2025 01:00:00;27.02.2025 02:00:00;0;0;1141.5;0;0;212.2;0;0;1141.5;212.2;-929.3
27.02.2025 02:00:00;27.02.2025 03:00:00;0;0;1325.6;0;0;335.5;0;0;1325.6;335.5;-990.1
27.02.2025 03:00:00;27.02.2025 04:00:00;0;0;1474.9;0;0;447.7;0;0;1474.9;447.7;-1027.2
27.02.2025 04:00:00;27.02.2025 05:00:00;0;0;1225.5;0;0;214.4;0;0;1225.5;214.4;-1011.1
27.02.2025 05:00:00;27.02.2025 06:00:00;0;0;617.2;0;0;0;342.5;0;959.7;0;-959.7
27.02.2025 06:00:00;27.02.2025 07:00:00;0;0;0;0;0;0;992.9;0;992.9;0;-992.9
27.02.2025 07:00:00;27.02.2025 08:00:00;0;0;0;0;0;0;1043.3;0;1043.3;0;-1043.3
27.02.2025 08:00:00;27.02.2025 09:00:00;0;0;38.1;0;0;0;1079.9;0;1118;0;-1118
27.02.2025 09:00:00;27.02.2025 10:00:00;0;0;0;0;0;0;1064.1;0;1064.1;0;-1064.1
27.02.2025 10:00:00;27.02.2025 11:00:00;0;0;0;0;0;0;1008.9;0;1008.9;0;-1008.9
27.02.2025 11:00:00;27.02.2025 12:00:00;0;0;0;0;0;0;999.8;0;999.8;0;-999.8
27.02.2025 12:00:00;27.02.2025 13:00:00;0;0;0;0;0;0;963.3;0;963.3;0;-963.3
27.02.2025 13:00:00;27.02.2025 14:00:00;0;0;0;0;0;0;956.6;0;956.6;0;-956.6
27.02.2025 14:00:00;27.02.2025 15:00:00;0;0;0;0;0;0;859.3;0;859.3;0;-859.3
27.02.2025 15:00:00;27.02.2025 16:00:00;0;0;0;0;0;0;834.8;0;834.8;0;-834.8
27.02.2025 16:00:00;27.02.2025 17:00:00;0;0;0;0;0;0;834.6;0;834.6;0;-834.6
27.02.2025 17:00:00;27.02.2025 18:00:00;0;0;0;0;0;0;811;0;811;0;-811
27.02.2025 18:00:00;27.02.2025 19:00:00;0;0;0;0;0;0;821.6;0;821.6;0;-821.6
27.02.2025 19:00:00;27.02.2025 20:00:00;0;0;0;0;0;0;849.1;0;849.1;0;-849.1
27.02.2025 20:00:00;27.02.2025 21:00:00;0;0;0;0;0;0;847.7;0;847.7;0;-847.7
27.02.2025 21:00:00;27.02.2025 22:00:00;0;0;0;0;0;0;889.7;0;889.7;0;-889.7
27.02.2025 22:00:00;27.02.2025 23:00:00;0;0;0;0;0;0;979.8;0;979.8;0;-979.8
27.02.2025 23:00:00;28.02.2025 00:00:00;0;0;431.3;0;0;0;581.2;0;1012.5;0;-1012.5
28.02.2025 00:00:00;28.02.2025 01:00:00;0;0;251.8;0;0;0;744.3;0;996.1;0;-996.1
28.02.2025 01:00:00;28.02.2025 02:00:00;0;0;425.4;0;0;0;539;0;964.4;0;-964.4
28.02.2025 02:00:00;28.02.2025 03:00:00;0;0;478.3;0;0;0;471.9;0;950.2;0;-950.2
28.02.2025 03:00:00;28.02.2025 04:00:00;0;0;499.1;0;0;0;460.7;0;959.8;0;-959.8
28.02.2025 04:00:00;28.02.2025 05:00:00;0;0;381.9;0;0;0;582.1;0;964;0;-964
28.02.2025 05:00:00;28.02.2025 06:00:00;0;0;0;0;0;0;857.3;0;857.3;0;-857.3
28.02.2025 06:00:00;28.02.2025 07:00:00;0;0;0;0;0;0;696.3;0;696.3;0;-696.3
28.02.2025 07:00:00;28.02.2025 08:00:00;0;0;0;0;0;0;678;0;678;0;-678
28.02.2025 08:00:00;28.02.2025 09:00:00;0;0;0;0;0;0;688;0;688;0;-688
28.02.2025 09:00:00;28.02.2025 10:00:00;0;0;0;0;0;0;658.4;0;658.4;0;-658.4
28.02.2025 10:00:00;28.02.2025 11:00:00;0;0;0;0;0;0;665.4;0;665.4;0;-665.4
28.02.2025 11:00:00;28.02.2025 12:00:00;0;0;0;0;0;0;649.5;0;649.5;0;-649.5
28.02.2025 12:00:00;28.02.2025 13:00:00;0;0;0;0;0;0;688.4;0;688.4;0;-688.4
