Delivery Start (CET);Delivery End (CET);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK)
27.03.2024 13:00:00;27.03.2024 14:00:00;734.97;536.52;536.52
27.03.2024 14:00:00;27.03.2024 15:00:00;716.95;555.12;555.12
27.03.2024 15:00:00;27.03.2024 16:00:00;708.58;556.75;556.75
27.03.2024 16:00:00;27.03.2024 17:00:00;708.46;552.1;552.1
27.03.2024 17:00:00;27.03.2024 18:00:00;708.11;563.96;563.96
27.03.2024 18:00:00;27.03.2024 19:00:00;703.7;557.56;557.56
27.03.2024 19:00:00;27.03.2024 20:00:00;701.49;545.24;545.24
27.03.2024 20:00:00;27.03.2024 21:00:00;686.26;520.71;520.71
27.03.2024 21:00:00;27.03.2024 22:00:00;657.89;507.11;507.11
27.03.2024 22:00:00;27.03.2024 23:00:00;560.93;499.9;499.9
27.03.2024 23:00:00;28.03.2024 00:00:00;602.09;488.97;488.97
28.03.2024 00:00:00;28.03.2024 01:00:00;461.94;416.17;416.17
28.03.2024 01:00:00;28.03.2024 02:00:00;475.37;439.4;439.4
28.03.2024 02:00:00;28.03.2024 03:00:00;551.15;415.23;415.23
28.03.2024 03:00:00;28.03.2024 04:00:00;659.28;410.33;410.33
28.03.2024 04:00:00;28.03.2024 05:00:00;650.87;445.83;445.83
28.03.2024 05:00:00;28.03.2024 06:00:00;659.28;475.14;475.14
28.03.2024 06:00:00;28.03.2024 07:00:00;673.29;509.35;509.35
28.03.2024 07:00:00;28.03.2024 08:00:00;688.94;560.03;560.03
28.03.2024 08:00:00;28.03.2024 09:00:00;674.11;624.37;624.37
28.03.2024 09:00:00;28.03.2024 10:00:00;657.18;648.42;648.42
28.03.2024 10:00:00;28.03.2024 11:00:00;630.91;539.01;539.01
28.03.2024 11:00:00;28.03.2024 12:00:00;605.1;442.67;442.67
28.03.2024 12:00:00;28.03.2024 13:00:00;592.61;384.29;384.29
28.03.2024 13:00:00;28.03.2024 14:00:00;579.88;353.7;353.7
28.03.2024 14:00:00;28.03.2024 15:00:00;577.19;344.12;344.12
28.03.2024 15:00:00;28.03.2024 16:00:00;433.22;328.12;288.07
28.03.2024 16:00:00;28.03.2024 17:00:00;423.06;408.58;408.58
28.03.2024 17:00:00;28.03.2024 18:00:00;517.64;517.64;517.64
28.03.2024 18:00:00;28.03.2024 19:00:00;510.17;510.17;510.17
28.03.2024 19:00:00;28.03.2024 20:00:00;496.5;496.5;496.5
28.03.2024 20:00:00;28.03.2024 21:00:00;454.47;454.47;454.47
28.03.2024 21:00:00;28.03.2024 22:00:00;421.54;421.54;421.54
28.03.2024 22:00:00;28.03.2024 23:00:00;363.39;363.39;363.39
28.03.2024 23:00:00;29.03.2024 00:00:00;281.18;281.18;281.18
29.03.2024 00:00:00;29.03.2024 01:00:00;273.67;273.67;242.06
29.03.2024 01:00:00;29.03.2024 02:00:00;269.44;269.44;215.97
29.03.2024 02:00:00;29.03.2024 03:00:00;266.26;266.26;142.53
29.03.2024 03:00:00;29.03.2024 04:00:00;264.03;264.03;117.39
29.03.2024 04:00:00;29.03.2024 05:00:00;263.56;263.56;141.12
29.03.2024 05:00:00;29.03.2024 06:00:00;262.62;262.62;150.05
29.03.2024 06:00:00;29.03.2024 07:00:00;265.91;265.91;252.52
29.03.2024 07:00:00;29.03.2024 08:00:00;270.38;270.38;263.09
29.03.2024 08:00:00;29.03.2024 09:00:00;273.43;273.43;187.3
29.03.2024 09:00:00;29.03.2024 10:00:00;277.54;277.54;156.04
29.03.2024 10:00:00;29.03.2024 11:00:00;279.54;279.54;198.35
29.03.2024 11:00:00;29.03.2024 12:00:00;277.19;277.19;221.26
29.03.2024 12:00:00;29.03.2024 13:00:00;277.07;277.07;152.75
29.03.2024 13:00:00;29.03.2024 14:00:00;277.66;277.66;115.86
29.03.2024 14:00:00;29.03.2024 15:00:00;283.89;280.6;157.92
29.03.2024 15:00:00;29.03.2024 16:00:00;494.92;307.74;307.74
29.03.2024 16:00:00;29.03.2024 17:00:00;466.49;466.49;466.49
29.03.2024 17:00:00;29.03.2024 18:00:00;497.27;497.27;497.27
29.03.2024 18:00:00;29.03.2024 19:00:00;511.85;492.93;492.93
29.03.2024 19:00:00;29.03.2024 20:00:00;528.77;492.1;492.1
29.03.2024 20:00:00;29.03.2024 21:00:00;527.83;493.28;493.28
29.03.2024 21:00:00;29.03.2024 22:00:00;586.46;468.96;468.96
29.03.2024 22:00:00;29.03.2024 23:00:00;610.67;435;435
29.03.2024 23:00:00;30.03.2024 00:00:00;646.15;416.9;416.9
30.03.2024 00:00:00;30.03.2024 01:00:00;451.8;451.8;451.8
30.03.2024 01:00:00;30.03.2024 02:00:00;456.15;456.15;456.15
30.03.2024 02:00:00;30.03.2024 03:00:00;456.03;456.03;456.03
30.03.2024 03:00:00;30.03.2024 04:00:00;527.94;465.31;465.31
30.03.2024 04:00:00;30.03.2024 05:00:00;661.19;490.34;490.34
30.03.2024 05:00:00;30.03.2024 06:00:00;661.43;511.38;511.38
30.03.2024 06:00:00;30.03.2024 07:00:00;640.75;520.42;520.42
30.03.2024 07:00:00;30.03.2024 08:00:00;618.3;536.64;536.64
30.03.2024 08:00:00;30.03.2024 09:00:00;609.96;518.19;518.19
30.03.2024 09:00:00;30.03.2024 10:00:00;609.26;491.52;491.52
30.03.2024 10:00:00;30.03.2024 11:00:00;609.02;423.48;423.48
30.03.2024 11:00:00;30.03.2024 12:00:00;604.56;323.25;294.7
30.03.2024 12:00:00;30.03.2024 13:00:00;583.52;324.07;302.45
30.03.2024 13:00:00;30.03.2024 14:00:00;583.4;321.49;149.82
30.03.2024 14:00:00;30.03.2024 15:00:00;574.83;322.19;191.06
30.03.2024 15:00:00;30.03.2024 16:00:00;574.71;411.73;411.73
30.03.2024 16:00:00;30.03.2024 17:00:00;602.68;602.68;602.68
30.03.2024 17:00:00;30.03.2024 18:00:00;665.77;665.77;665.77
30.03.2024 18:00:00;30.03.2024 19:00:00;675.53;675.53;675.53
30.03.2024 19:00:00;30.03.2024 20:00:00;676.7;643.1;643.1
30.03.2024 20:00:00;30.03.2024 21:00:00;675.76;608.79;608.79
30.03.2024 21:00:00;30.03.2024 22:00:00;673.53;580.47;580.47
30.03.2024 22:00:00;30.03.2024 23:00:00;675.06;537.46;537.46
30.03.2024 23:00:00;31.03.2024 00:00:00;669.77;494.57;494.57
31.03.2024 00:00:00;31.03.2024 01:00:00;671.89;494.57;494.57
31.03.2024 01:00:00;31.03.2024 03:00:00;669.3;493.75;493.75
31.03.2024 03:00:00;31.03.2024 04:00:00;667.89;494.69;494.69
31.03.2024 04:00:00;31.03.2024 05:00:00;668.01;514.9;514.9
31.03.2024 05:00:00;31.03.2024 06:00:00;668.83;542.75;542.75
31.03.2024 06:00:00;31.03.2024 07:00:00;671.18;523.71;523.71
31.03.2024 07:00:00;31.03.2024 08:00:00;669.53;574.83;574.83
31.03.2024 08:00:00;31.03.2024 09:00:00;660.49;587.99;587.99
31.03.2024 09:00:00;31.03.2024 10:00:00;632.64;579.41;579.41
31.03.2024 10:00:00;31.03.2024 11:00:00;595.04;493.98;493.98
31.03.2024 11:00:00;31.03.2024 12:00:00;596.1;415.61;415.61
31.03.2024 12:00:00;31.03.2024 13:00:00;596.45;416.67;416.67
31.03.2024 13:00:00;31.03.2024 14:00:00;596.8;388.94;388.94
31.03.2024 14:00:00;31.03.2024 15:00:00;623.94;360.5;360.5
31.03.2024 15:00:00;31.03.2024 16:00:00;648.97;383.06;383.06
31.03.2024 16:00:00;31.03.2024 17:00:00;651.2;482.59;482.59
31.03.2024 17:00:00;31.03.2024 18:00:00;647.56;618.77;618.77
31.03.2024 18:00:00;31.03.2024 19:00:00;677.06;677.06;677.06
31.03.2024 19:00:00;31.03.2024 20:00:00;688.57;682.11;682.11
31.03.2024 20:00:00;31.03.2024 21:00:00;689.28;597.27;597.27
31.03.2024 21:00:00;31.03.2024 22:00:00;686.22;588.58;588.58
31.03.2024 22:00:00;31.03.2024 23:00:00;677.29;543.81;543.81
31.03.2024 23:00:00;01.04.2024 00:00:00;649.91;516.78;516.78
01.04.2024 00:00:00;01.04.2024 01:00:00;624.88;474.83;474.83
01.04.2024 01:00:00;01.04.2024 02:00:00;583.4;474.6;474.6
01.04.2024 02:00:00;01.04.2024 03:00:00;562.84;470.13;470.13
01.04.2024 03:00:00;01.04.2024 04:00:00;559.67;440.52;440.52
01.04.2024 04:00:00;01.04.2024 05:00:00;464.84;428.77;428.77
01.04.2024 05:00:00;01.04.2024 06:00:00;428.77;428.77;428.77
01.04.2024 06:00:00;01.04.2024 07:00:00;433.35;433.35;433.35
01.04.2024 07:00:00;01.04.2024 08:00:00;472.95;472.95;472.95
01.04.2024 08:00:00;01.04.2024 09:00:00;497.86;497.86;497.86
01.04.2024 09:00:00;01.04.2024 10:00:00;591.04;480.24;480.24
01.04.2024 10:00:00;01.04.2024 11:00:00;635.81;440.52;440.52
01.04.2024 11:00:00;01.04.2024 12:00:00;585.52;357.09;357.09
01.04.2024 12:00:00;01.04.2024 13:00:00;574.12;333.59;211.98
01.04.2024 13:00:00;01.04.2024 14:00:00;575.65;333.83;235.59
01.04.2024 14:00:00;01.04.2024 15:00:00;574.12;333.47;117.86
01.04.2024 15:00:00;01.04.2024 16:00:00;574.12;334.06;52.52
01.04.2024 16:00:00;01.04.2024 17:00:00;572.48;335.35;48.41
01.04.2024 17:00:00;01.04.2024 18:00:00;572.71;338.18;154.52
01.04.2024 18:00:00;01.04.2024 19:00:00;574.12;398.45;398.45
01.04.2024 19:00:00;01.04.2024 20:00:00;588.46;429.36;429.36
01.04.2024 20:00:00;01.04.2024 21:00:00;604.91;377.66;377.66
01.04.2024 21:00:00;01.04.2024 22:00:00;575.65;346.05;330.07
01.04.2024 22:00:00;01.04.2024 23:00:00;574.12;344.29;48.88
01.04.2024 23:00:00;02.04.2024 00:00:00;574;340.53;3.88
02.04.2024 00:00:00;02.04.2024 01:00:00;530.18;347.58;65.1
02.04.2024 01:00:00;02.04.2024 02:00:00;500.09;349.34;15.04
02.04.2024 02:00:00;02.04.2024 03:00:00;526.77;350.16;7.05
02.04.2024 03:00:00;02.04.2024 04:00:00;527.36;350.98;9.87
02.04.2024 04:00:00;02.04.2024 05:00:00;531.23;354.27;17.74
02.04.2024 05:00:00;02.04.2024 06:00:00;547.8;354.16;82.37
02.04.2024 06:00:00;02.04.2024 07:00:00;594.33;539.58;468.72
02.04.2024 07:00:00;02.04.2024 08:00:00;653.2;597.98;597.98
02.04.2024 08:00:00;02.04.2024 09:00:00;658.61;658.61;658.61
02.04.2024 09:00:00;02.04.2024 10:00:00;610.55;579.76;550.15
02.04.2024 10:00:00;02.04.2024 11:00:00;590.34;577.53;449.92
02.04.2024 11:00:00;02.04.2024 12:00:00;588.69;574.83;461.79
02.04.2024 12:00:00;02.04.2024 13:00:00;583.17;564.13;461.55
02.04.2024 13:00:00;02.04.2024 14:00:00;573.89;561.08;450.86
02.04.2024 14:00:00;02.04.2024 15:00:00;568.72;560.02;392.23
02.04.2024 15:00:00;02.04.2024 16:00:00;563.55;561.78;294.93
02.04.2024 16:00:00;02.04.2024 17:00:00;587.28;564.13;103.76
02.04.2024 17:00:00;02.04.2024 18:00:00;583.64;568.83;484.11
02.04.2024 18:00:00;02.04.2024 19:00:00;564.96;564.96;564.96
02.04.2024 19:00:00;02.04.2024 20:00:00;583.4;559.55;536.4
02.04.2024 20:00:00;02.04.2024 21:00:00;615.48;565.31;504.09
02.04.2024 21:00:00;02.04.2024 22:00:00;636.75;604.44;460.14
02.04.2024 22:00:00;02.04.2024 23:00:00;676.23;676.23;301.98
02.04.2024 23:00:00;03.04.2024 00:00:00;672.12;672.12;19.51
03.04.2024 00:00:00;03.04.2024 01:00:00;604.32;604.32;295.9
03.04.2024 01:00:00;03.04.2024 02:00:00;615.91;588.76;241.47
03.04.2024 02:00:00;03.04.2024 03:00:00;628.9;574.13;198.4
03.04.2024 03:00:00;03.04.2024 04:00:00;634.29;601.98;152.05
03.04.2024 04:00:00;03.04.2024 05:00:00;633;633;314.16
03.04.2024 05:00:00;03.04.2024 06:00:00;644.59;644.59;409.44
03.04.2024 06:00:00;03.04.2024 07:00:00;663.2;663.2;467.61
03.04.2024 07:00:00;03.04.2024 08:00:00;691.64;691.64;539.48
03.04.2024 08:00:00;03.04.2024 09:00:00;702.29;699.37;583.14
03.04.2024 09:00:00;03.04.2024 10:00:00;700.07;675.02;609.36
03.04.2024 10:00:00;03.04.2024 11:00:00;700.89;677.83;592.27
03.04.2024 11:00:00;03.04.2024 12:00:00;693.98;693.98;568.86
03.04.2024 12:00:00;03.04.2024 13:00:00;688.37;688.37;582.32
03.04.2024 13:00:00;03.04.2024 14:00:00;694.22;694.22;572.02
03.04.2024 14:00:00;03.04.2024 15:00:00;684.85;566.63;566.63
03.04.2024 15:00:00;03.04.2024 16:00:00;668;580.8;580.8
03.04.2024 16:00:00;03.04.2024 17:00:00;666.01;631.48;631.48
03.04.2024 17:00:00;03.04.2024 18:00:00;693.63;693.63;666.83
03.04.2024 18:00:00;03.04.2024 19:00:00;737.06;737.06;694.34
03.04.2024 19:00:00;03.04.2024 20:00:00;751.81;751.81;671.74
03.04.2024 20:00:00;03.04.2024 21:00:00;720.2;720.2;635.34
03.04.2024 21:00:00;03.04.2024 22:00:00;684.27;684.27;684.27
03.04.2024 22:00:00;03.04.2024 23:00:00;675.02;675.02;675.02
03.04.2024 23:00:00;04.04.2024 00:00:00;647.63;647.63;647.63
04.04.2024 00:00:00;04.04.2024 01:00:00;636.67;636.67;636.67
04.04.2024 01:00:00;04.04.2024 02:00:00;607.36;607.36;607.36
04.04.2024 02:00:00;04.04.2024 03:00:00;585.87;585.87;585.87
04.04.2024 03:00:00;04.04.2024 04:00:00;602.22;602.22;602.22
04.04.2024 04:00:00;04.04.2024 05:00:00;606.54;606.54;606.54
04.04.2024 05:00:00;04.04.2024 06:00:00;631.53;631.53;631.53
04.04.2024 06:00:00;04.04.2024 07:00:00;668.08;668.08;711.18
04.04.2024 07:00:00;04.04.2024 08:00:00;742.36;742.36;902.22
04.04.2024 08:00:00;04.04.2024 09:00:00;854.23;854.23;879.69
04.04.2024 09:00:00;04.04.2024 10:00:00;814.06;814.06;838.35
04.04.2024 10:00:00;04.04.2024 11:00:00;784.4;748.43;807.75
04.04.2024 11:00:00;04.04.2024 12:00:00;736.4;736.4;736.4
04.04.2024 12:00:00;04.04.2024 13:00:00;678.24;678.24;678.24
04.04.2024 13:00:00;04.04.2024 14:00:00;656.52;656.52;656.52
04.04.2024 14:00:00;04.04.2024 15:00:00;648;648;648
04.04.2024 15:00:00;04.04.2024 16:00:00;655.94;655.94;655.94
04.04.2024 16:00:00;04.04.2024 17:00:00;666.57;666.57;666.57
04.04.2024 17:00:00;04.04.2024 18:00:00;675.32;559.95;787.31
04.04.2024 18:00:00;04.04.2024 19:00:00;671.47;559.95;852.71
04.04.2024 19:00:00;04.04.2024 20:00:00;668.9;559.95;1010.71
04.04.2024 20:00:00;04.04.2024 21:00:00;673.22;569.87;791.52
04.04.2024 21:00:00;04.04.2024 22:00:00;687.24;687.24;699.96
04.04.2024 22:00:00;04.04.2024 23:00:00;668.08;668.08;668.08
04.04.2024 23:00:00;05.04.2024 00:00:00;653.95;653.95;653.95
05.04.2024 00:00:00;05.04.2024 01:00:00;542.65;542.65;542.65
05.04.2024 01:00:00;05.04.2024 02:00:00;559.93;559.93;559.93
05.04.2024 02:00:00;05.04.2024 03:00:00;551.23;551.23;551.23
05.04.2024 03:00:00;05.04.2024 04:00:00;539.75;539.75;539.75
05.04.2024 04:00:00;05.04.2024 05:00:00;549.14;549.14;549.14
05.04.2024 05:00:00;05.04.2024 06:00:00;548.56;524.2;548.56
05.04.2024 06:00:00;05.04.2024 07:00:00;591.48;474.09;591.48
05.04.2024 07:00:00;05.04.2024 08:00:00;660.27;483.02;660.27
05.04.2024 08:00:00;05.04.2024 09:00:00;710.73;499.84;710.73
05.04.2024 09:00:00;05.04.2024 10:00:00;695.53;482.56;695.53
05.04.2024 10:00:00;05.04.2024 11:00:00;585.8;479.08;585.8
05.04.2024 11:00:00;05.04.2024 12:00:00;548.91;473.51;528.26
05.04.2024 12:00:00;05.04.2024 13:00:00;556.8;489.05;515.39
05.04.2024 13:00:00;05.04.2024 14:00:00;557.03;464.35;464.35
05.04.2024 14:00:00;05.04.2024 15:00:00;557.73;430.01;430.01
05.04.2024 15:00:00;05.04.2024 16:00:00;557.96;360.06;360.06
05.04.2024 16:00:00;05.04.2024 17:00:00;558.19;342.9;320.28
05.04.2024 17:00:00;05.04.2024 18:00:00;551.23;463.88;463.88
05.04.2024 18:00:00;05.04.2024 19:00:00;575.94;507.27;575.94
05.04.2024 19:00:00;05.04.2024 20:00:00;619.44;519.91;619.44
05.04.2024 20:00:00;05.04.2024 21:00:00;625.47;553.09;625.47
05.04.2024 21:00:00;05.04.2024 22:00:00;619.44;559.93;619.44
05.04.2024 22:00:00;05.04.2024 23:00:00;611.67;559.93;611.67
05.04.2024 23:00:00;06.04.2024 00:00:00;575.59;553.32;575.59
06.04.2024 00:00:00;06.04.2024 01:00:00;536.92;487.12;488.05
06.04.2024 01:00:00;06.04.2024 02:00:00;523.22;490.61;508.13
06.04.2024 02:00:00;06.04.2024 03:00:00;525.89;503.02;510.68
06.04.2024 03:00:00;06.04.2024 04:00:00;534.94;520.78;520.78
06.04.2024 04:00:00;06.04.2024 05:00:00;551.42;551.42;551.42
06.04.2024 05:00:00;06.04.2024 06:00:00;560.01;480.16;560.01
06.04.2024 06:00:00;06.04.2024 07:00:00;579.63;498.96;579.63
06.04.2024 07:00:00;06.04.2024 08:00:00;594.95;517.18;594.95
06.04.2024 08:00:00;06.04.2024 09:00:00;582.99;534.48;582.99
06.04.2024 09:00:00;06.04.2024 10:00:00;560.01;531.58;560.01
06.04.2024 10:00:00;06.04.2024 11:00:00;536.68;464.14;454.05
06.04.2024 11:00:00;06.04.2024 12:00:00;530.53;483.64;464.14
06.04.2024 12:00:00;06.04.2024 13:00:00;530.18;479.93;459.04
06.04.2024 13:00:00;06.04.2024 14:00:00;528.33;478.19;439.19
06.04.2024 14:00:00;06.04.2024 15:00:00;523.57;477.95;405.3
06.04.2024 15:00:00;06.04.2024 16:00:00;517.88;475.4;455.09
06.04.2024 16:00:00;06.04.2024 17:00:00;514.17;478.19;462.75
06.04.2024 17:00:00;06.04.2024 18:00:00;537.15;523.92;537.15
06.04.2024 18:00:00;06.04.2024 19:00:00;611.66;498.61;611.66
06.04.2024 19:00:00;06.04.2024 20:00:00;591.47;488.28;591.47
06.04.2024 20:00:00;06.04.2024 21:00:00;560.36;483.76;560.36
06.04.2024 21:00:00;06.04.2024 22:00:00;522.52;479.23;522.52
06.04.2024 22:00:00;06.04.2024 23:00:00;462.63;462.63;462.63
06.04.2024 23:00:00;07.04.2024 00:00:00;293.18;293.18;293.18
07.04.2024 00:00:00;07.04.2024 01:00:00;288.37;288.37;131.45
07.04.2024 01:00:00;07.04.2024 02:00:00;282.9;282.9;1.16
07.04.2024 02:00:00;07.04.2024 03:00:00;289.06;289.06;0
07.04.2024 03:00:00;07.04.2024 04:00:00;305.7;305.7;0
07.04.2024 04:00:00;07.04.2024 05:00:00;335.13;335.13;0
07.04.2024 05:00:00;07.04.2024 06:00:00;395.62;323.73;0
07.04.2024 06:00:00;07.04.2024 07:00:00;453.78;307.68;0
07.04.2024 07:00:00;07.04.2024 08:00:00;468.43;314.66;0
07.04.2024 08:00:00;07.04.2024 09:00:00;465.18;314.54;0
07.04.2024 09:00:00;07.04.2024 10:00:00;454.24;314.31;-0.12
07.04.2024 10:00:00;07.04.2024 11:00:00;412.13;309.42;-1.86
07.04.2024 11:00:00;07.04.2024 12:00:00;398.18;325.47;-35.01
07.04.2024 12:00:00;07.04.2024 13:00:00;412.13;321.75;-46.41
07.04.2024 13:00:00;07.04.2024 14:00:00;412.13;319.42;-76.19
07.04.2024 14:00:00;07.04.2024 15:00:00;395.03;319.42;-116.32
07.04.2024 15:00:00;07.04.2024 16:00:00;341.99;319.08;-58.63
07.04.2024 16:00:00;07.04.2024 17:00:00;312.1;312.1;-1.86
07.04.2024 17:00:00;07.04.2024 18:00:00;305.58;305.58;78.52
07.04.2024 18:00:00;07.04.2024 19:00:00;322.45;322.45;322.45
07.04.2024 19:00:00;07.04.2024 20:00:00;347.46;347.46;347.46
07.04.2024 20:00:00;07.04.2024 21:00:00;346.3;299.07;299.07
07.04.2024 21:00:00;07.04.2024 22:00:00;439;295.69;274.76
07.04.2024 22:00:00;07.04.2024 23:00:00;461.11;293.72;57.7
07.04.2024 23:00:00;08.04.2024 00:00:00;467.04;288.13;14.19
08.04.2024 00:00:00;08.04.2024 01:00:00;331.52;281.15;33.38
08.04.2024 01:00:00;08.04.2024 02:00:00;342.81;284.53;28.85
08.04.2024 02:00:00;08.04.2024 03:00:00;347.92;282.2;47.81
08.04.2024 03:00:00;08.04.2024 04:00:00;343.04;281.97;57.11
08.04.2024 04:00:00;08.04.2024 05:00:00;345.13;284.06;284.06
08.04.2024 05:00:00;08.04.2024 06:00:00;394.1;309.42;394.1
08.04.2024 06:00:00;08.04.2024 07:00:00;457.15;301.86;457.15
08.04.2024 07:00:00;08.04.2024 08:00:00;470.18;307.91;470.18
08.04.2024 08:00:00;08.04.2024 09:00:00;537.53;317.56;537.53
08.04.2024 09:00:00;08.04.2024 10:00:00;597.9;300.23;597.9
08.04.2024 10:00:00;08.04.2024 11:00:00;554.17;305.81;554.17
08.04.2024 11:00:00;08.04.2024 12:00:00;540.79;331.52;465.18
08.04.2024 12:00:00;08.04.2024 13:00:00;545.44;331.52;453.31
08.04.2024 13:00:00;08.04.2024 14:00:00;539.86;331.52;414.23
08.04.2024 14:00:00;08.04.2024 15:00:00;535.67;331.52;434.93
08.04.2024 15:00:00;08.04.2024 16:00:00;514.96;331.52;501.47
08.04.2024 16:00:00;08.04.2024 17:00:00;520.08;325.12;517.76
08.04.2024 17:00:00;08.04.2024 18:00:00;562.42;325.12;562.42
08.04.2024 18:00:00;08.04.2024 19:00:00;600.81;325.12;600.81
08.04.2024 19:00:00;08.04.2024 20:00:00;614.54;331.52;614.54
08.04.2024 20:00:00;08.04.2024 21:00:00;610.12;320.47;610.12
08.04.2024 21:00:00;08.04.2024 22:00:00;612.33;321.17;612.33
08.04.2024 22:00:00;08.04.2024 23:00:00;569.87;321.05;569.87
08.04.2024 23:00:00;09.04.2024 00:00:00;537.76;417.02;537.76
09.04.2024 00:00:00;09.04.2024 01:00:00;484.5;312.07;484.5
09.04.2024 01:00:00;09.04.2024 02:00:00;498.29;317.86;498.29
09.04.2024 02:00:00;09.04.2024 03:00:00;508.02;319.02;508.02
09.04.2024 03:00:00;09.04.2024 04:00:00;529;330.14;529
09.04.2024 04:00:00;09.04.2024 05:00:00;571.99;409.99;571.99
09.04.2024 05:00:00;09.04.2024 06:00:00;577.32;350.08;577.32
09.04.2024 06:00:00;09.04.2024 07:00:00;641.52;445.45;641.52
09.04.2024 07:00:00;09.04.2024 08:00:00;751.49;460.05;751.49
09.04.2024 08:00:00;09.04.2024 09:00:00;895.87;464.33;895.87
09.04.2024 09:00:00;09.04.2024 10:00:00;762.26;461.32;762.26
09.04.2024 10:00:00;09.04.2024 11:00:00;584.97;459.93;584.97
09.04.2024 11:00:00;09.04.2024 12:00:00;522.27;454.72;522.27
09.04.2024 12:00:00;09.04.2024 13:00:00;468.97;330.14;434.9
09.04.2024 13:00:00;09.04.2024 14:00:00;465.96;323.31;348.11
09.04.2024 14:00:00;09.04.2024 15:00:00;464.22;312.07;312.07
09.04.2024 15:00:00;09.04.2024 16:00:00;464.1;317.28;344.86
09.04.2024 16:00:00;09.04.2024 17:00:00;461.21;312.76;461.21
09.04.2024 17:00:00;09.04.2024 18:00:00;560.52;350.08;560.52
09.04.2024 18:00:00;09.04.2024 19:00:00;586.36;342.08;586.36
09.04.2024 19:00:00;09.04.2024 20:00:00;532.59;330.26;532.59
09.04.2024 20:00:00;09.04.2024 21:00:00;462.02;330.14;462.02
09.04.2024 21:00:00;09.04.2024 22:00:00;444.75;324.7;441.27
09.04.2024 22:00:00;09.04.2024 23:00:00;389.36;319.02;381.13
09.04.2024 23:00:00;10.04.2024 00:00:00;277.42;277.42;57.82
10.04.2024 00:00:00;10.04.2024 01:00:00;267.13;267.13;81.34
10.04.2024 01:00:00;10.04.2024 02:00:00;262.37;262.37;47.58
10.04.2024 02:00:00;10.04.2024 03:00:00;263.65;263.65;9.98
10.04.2024 03:00:00;10.04.2024 04:00:00;268.75;268.75;0
10.04.2024 04:00:00;10.04.2024 05:00:00;336.87;274.32;-0.12
10.04.2024 05:00:00;10.04.2024 06:00:00;316.68;273.28;0
10.04.2024 06:00:00;10.04.2024 07:00:00;341.63;278.27;35.86
10.04.2024 07:00:00;10.04.2024 08:00:00;365.99;288.83;157.58
10.04.2024 08:00:00;10.04.2024 09:00:00;417.17;300.55;225.58
10.04.2024 09:00:00;10.04.2024 10:00:00;456.27;301.94;57.56
10.04.2024 10:00:00;10.04.2024 11:00:00;469.39;301.59;17.41
10.04.2024 11:00:00;10.04.2024 12:00:00;467.07;300.55;0
10.04.2024 12:00:00;10.04.2024 13:00:00;386.3;301.01;-1.04
10.04.2024 13:00:00;10.04.2024 14:00:00;287.67;287.67;-17.29
10.04.2024 14:00:00;10.04.2024 15:00:00;274.9;274.9;-23.44
10.04.2024 15:00:00;10.04.2024 16:00:00;269.22;269.22;-24.14
10.04.2024 16:00:00;10.04.2024 17:00:00;269.1;269.1;-24.25
10.04.2024 17:00:00;10.04.2024 18:00:00;269.56;269.56;-22.16
10.04.2024 18:00:00;10.04.2024 19:00:00;270.38;270.38;-22.4
10.04.2024 19:00:00;10.04.2024 20:00:00;271.54;271.54;-22.05
10.04.2024 20:00:00;10.04.2024 21:00:00;271.88;271.88;-23.32
10.04.2024 21:00:00;10.04.2024 22:00:00;268.29;268.29;-26.34
10.04.2024 22:00:00;10.04.2024 23:00:00;265.62;265.62;-28.66
10.04.2024 23:00:00;11.04.2024 00:00:00;260.86;260.86;-35.86
11.04.2024 00:00:00;11.04.2024 01:00:00;187.94;195.48;-35.57
11.04.2024 01:00:00;11.04.2024 02:00:00;217.95;217.95;-35.57
11.04.2024 02:00:00;11.04.2024 03:00:00;248.89;248.89;-35.46
11.04.2024 03:00:00;11.04.2024 04:00:00;267.43;267.43;-34.76
11.04.2024 04:00:00;11.04.2024 05:00:00;296.51;276.35;-24.22
11.04.2024 05:00:00;11.04.2024 06:00:00;360.82;272.18;-12.4
11.04.2024 06:00:00;11.04.2024 07:00:00;416.79;273.69;-0.12
11.04.2024 07:00:00;11.04.2024 08:00:00;445.64;269.52;0.12
11.04.2024 08:00:00;11.04.2024 09:00:00;415.51;286.32;0.12
11.04.2024 09:00:00;11.04.2024 10:00:00;412.27;280.29;1.16
11.04.2024 10:00:00;11.04.2024 11:00:00;404.51;272.99;1.04
11.04.2024 11:00:00;11.04.2024 12:00:00;404.97;283.07;3.71
11.04.2024 12:00:00;11.04.2024 13:00:00;403.7;286.78;2.67
11.04.2024 13:00:00;11.04.2024 14:00:00;404.28;289.33;3.01
11.04.2024 14:00:00;11.04.2024 15:00:00;403.81;292.92;3.13
11.04.2024 15:00:00;11.04.2024 16:00:00;411.46;295.7;48.67
11.04.2024 16:00:00;11.04.2024 17:00:00;398.48;299.41;100.58
11.04.2024 17:00:00;11.04.2024 18:00:00;396.16;287.25;258.28
11.04.2024 18:00:00;11.04.2024 19:00:00;342.52;296.63;296.63
11.04.2024 19:00:00;11.04.2024 20:00:00;294.2;294.2;294.2
11.04.2024 20:00:00;11.04.2024 21:00:00;272.53;272.53;243.33
