Delivery Start (CET);Delivery End (CET);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK)
12.03.2024 07:00:00;12.03.2024 08:00:00;1082.89;1082.89;1082.89
12.03.2024 08:00:00;12.03.2024 09:00:00;1135.13;1135.13;1135.13
12.03.2024 09:00:00;12.03.2024 10:00:00;1039.22;1039.22;1039.22
12.03.2024 10:00:00;12.03.2024 11:00:00;950.06;950.06;950.06
12.03.2024 11:00:00;12.03.2024 12:00:00;893.7;893.7;893.7
12.03.2024 12:00:00;12.03.2024 13:00:00;870.72;870.72;870.72
12.03.2024 13:00:00;12.03.2024 14:00:00;842.14;842.14;842.14
12.03.2024 14:00:00;12.03.2024 15:00:00;800.88;800.88;800.88
12.03.2024 15:00:00;12.03.2024 16:00:00;788.87;788.87;788.87
12.03.2024 16:00:00;12.03.2024 17:00:00;788.76;788.76;788.76
12.03.2024 17:00:00;12.03.2024 18:00:00;861.69;861.69;861.69
12.03.2024 18:00:00;12.03.2024 19:00:00;941.14;941.14;941.14
12.03.2024 19:00:00;12.03.2024 20:00:00;1133.19;1133.19;1133.19
12.03.2024 20:00:00;12.03.2024 21:00:00;812.65;812.65;812.65
12.03.2024 21:00:00;12.03.2024 22:00:00;816.31;816.31;816.31
12.03.2024 22:00:00;12.03.2024 23:00:00;780.42;780.42;780.42
12.03.2024 23:00:00;13.03.2024 00:00:00;721.89;721.89;721.89
13.03.2024 00:00:00;13.03.2024 01:00:00;673.7;673.7;673.7
13.03.2024 01:00:00;13.03.2024 02:00:00;656.31;656.31;656.31
13.03.2024 02:00:00;13.03.2024 03:00:00;648.75;648.75;648.75
13.03.2024 03:00:00;13.03.2024 04:00:00;643.03;643.03;643.03
13.03.2024 04:00:00;13.03.2024 05:00:00;646.58;646.58;646.58
13.03.2024 05:00:00;13.03.2024 06:00:00;668.55;668.55;668.55
13.03.2024 06:00:00;13.03.2024 07:00:00;689.61;689.61;689.61
13.03.2024 07:00:00;13.03.2024 08:00:00;827.76;827.76;836.12
13.03.2024 08:00:00;13.03.2024 09:00:00;997.16;997.16;997.16
13.03.2024 09:00:00;13.03.2024 10:00:00;850.2;850.2;850.2
13.03.2024 10:00:00;13.03.2024 11:00:00;748.9;748.9;771.22
13.03.2024 11:00:00;13.03.2024 12:00:00;697.97;697.97;697.97
13.03.2024 12:00:00;13.03.2024 13:00:00;669.7;669.7;685.61
13.03.2024 13:00:00;13.03.2024 14:00:00;618.08;618.08;660.2
13.03.2024 14:00:00;13.03.2024 15:00:00;604.34;604.34;651.73
13.03.2024 15:00:00;13.03.2024 16:00:00;594.04;594.04;649.78
13.03.2024 16:00:00;13.03.2024 17:00:00;588.89;588.89;593.24
13.03.2024 17:00:00;13.03.2024 18:00:00;543.56;543.56;543.56
13.03.2024 18:00:00;13.03.2024 19:00:00;529.26;529.26;529.26
13.03.2024 19:00:00;13.03.2024 20:00:00;500.18;500.18;500.18
13.03.2024 20:00:00;13.03.2024 21:00:00;408.73;408.73;408.73
13.03.2024 21:00:00;13.03.2024 22:00:00;353.56;353.56;353.56
13.03.2024 22:00:00;13.03.2024 23:00:00;336.05;296.56;296.56
13.03.2024 23:00:00;14.03.2024 00:00:00;339.25;273.9;143.07
14.03.2024 00:00:00;14.03.2024 01:00:00;455;311.49;300.92
14.03.2024 01:00:00;14.03.2024 02:00:00;469.35;320.44;240.88
14.03.2024 02:00:00;14.03.2024 03:00:00;359.71;324.23;218.37
14.03.2024 03:00:00;14.03.2024 04:00:00;319.87;319.87;148.68
14.03.2024 04:00:00;14.03.2024 05:00:00;311.03;311.03;163.72
14.03.2024 05:00:00;14.03.2024 06:00:00;288.29;288.29;228.94
14.03.2024 06:00:00;14.03.2024 07:00:00;316.19;316.19;308.5
14.03.2024 07:00:00;14.03.2024 08:00:00;348.68;348.68;348.68
14.03.2024 08:00:00;14.03.2024 09:00:00;350.06;350.06;350.06
14.03.2024 09:00:00;14.03.2024 10:00:00;345.93;345.93;345.93
14.03.2024 10:00:00;14.03.2024 11:00:00;348.34;348.34;348.34
14.03.2024 11:00:00;14.03.2024 12:00:00;351.67;351.67;351.67
14.03.2024 12:00:00;14.03.2024 13:00:00;344.09;344.09;344.09
14.03.2024 13:00:00;14.03.2024 14:00:00;333.41;333.41;333.41
14.03.2024 14:00:00;14.03.2024 15:00:00;315.16;315.16;315.16
14.03.2024 15:00:00;14.03.2024 16:00:00;286.34;286.34;286.34
14.03.2024 16:00:00;14.03.2024 17:00:00;292.08;292.08;256.61
14.03.2024 17:00:00;14.03.2024 18:00:00;305.97;305.97;240.42
14.03.2024 18:00:00;14.03.2024 19:00:00;314.82;314.82;267.05
14.03.2024 19:00:00;14.03.2024 20:00:00;315.04;315.04;222.28
14.03.2024 20:00:00;14.03.2024 21:00:00;311.37;311.37;163.72
14.03.2024 21:00:00;14.03.2024 22:00:00;287.83;287.83;40.07
14.03.2024 22:00:00;14.03.2024 23:00:00;262.12;262.12;1.15
14.03.2024 23:00:00;15.03.2024 00:00:00;258.33;258.33;-1.03
15.03.2024 00:00:00;15.03.2024 01:00:00;194.2;194.2;-1.26
15.03.2024 01:00:00;15.03.2024 02:00:00;221.72;221.72;-1.26
15.03.2024 02:00:00;15.03.2024 03:00:00;252.33;252.33;-1.15
15.03.2024 03:00:00;15.03.2024 04:00:00;260.12;260.12;-0.69
15.03.2024 04:00:00;15.03.2024 05:00:00;296.46;296.46;0.11
15.03.2024 05:00:00;15.03.2024 06:00:00;527.35;300.13;153.62
15.03.2024 06:00:00;15.03.2024 07:00:00;581.81;312.4;312.4
15.03.2024 07:00:00;15.03.2024 08:00:00;615.05;405.49;405.49
15.03.2024 08:00:00;15.03.2024 09:00:00;627.2;452.95;452.95
15.03.2024 09:00:00;15.03.2024 10:00:00;610.24;482.53;482.53
15.03.2024 10:00:00;15.03.2024 11:00:00;588.11;515.54;515.54
15.03.2024 11:00:00;15.03.2024 12:00:00;580.43;449.17;449.17
15.03.2024 12:00:00;15.03.2024 13:00:00;565.87;439.54;439.54
15.03.2024 13:00:00;15.03.2024 14:00:00;554.06;435.06;435.06
15.03.2024 14:00:00;15.03.2024 15:00:00;565.53;502.7;502.7
15.03.2024 15:00:00;15.03.2024 16:00:00;576.76;576.76;576.76
15.03.2024 16:00:00;15.03.2024 17:00:00;594.42;594.42;594.42
15.03.2024 17:00:00;15.03.2024 18:00:00;637.52;637.52;637.52
15.03.2024 18:00:00;15.03.2024 19:00:00;651.05;651.05;651.05
15.03.2024 19:00:00;15.03.2024 20:00:00;598.43;598.43;598.43
15.03.2024 20:00:00;15.03.2024 21:00:00;560.83;560.83;560.83
15.03.2024 21:00:00;15.03.2024 22:00:00;503.73;503.73;503.73
15.03.2024 22:00:00;15.03.2024 23:00:00;458.57;458.57;458.57
15.03.2024 23:00:00;16.03.2024 00:00:00;438.16;438.16;438.16
16.03.2024 00:00:00;16.03.2024 01:00:00;438.8;438.8;438.8
16.03.2024 01:00:00;16.03.2024 02:00:00;439.27;439.27;439.27
16.03.2024 02:00:00;16.03.2024 03:00:00;423;423;423
16.03.2024 03:00:00;16.03.2024 04:00:00;410.78;410.78;410.78
16.03.2024 04:00:00;16.03.2024 05:00:00;402.48;402.48;402.48
16.03.2024 05:00:00;16.03.2024 06:00:00;395.1;395.1;395.1
16.03.2024 06:00:00;16.03.2024 07:00:00;395.33;395.33;395.33
16.03.2024 07:00:00;16.03.2024 08:00:00;410.2;410.2;410.2
16.03.2024 08:00:00;16.03.2024 09:00:00;530.6;427.62;427.62
16.03.2024 09:00:00;16.03.2024 10:00:00;555.28;448.49;448.49
16.03.2024 10:00:00;16.03.2024 11:00:00;538.44;451.95;451.95
16.03.2024 11:00:00;16.03.2024 12:00:00;530.49;448.49;448.49
16.03.2024 12:00:00;16.03.2024 13:00:00;530.37;413.09;413.09
16.03.2024 13:00:00;16.03.2024 14:00:00;530.37;319.21;252.56
16.03.2024 14:00:00;16.03.2024 15:00:00;530.26;316.79;149.8
16.03.2024 15:00:00;16.03.2024 16:00:00;544.32;334.44;334.44
16.03.2024 16:00:00;16.03.2024 17:00:00;573.27;394.64;394.64
16.03.2024 17:00:00;16.03.2024 18:00:00;594.61;440.76;440.76
16.03.2024 18:00:00;16.03.2024 19:00:00;617.67;437.3;437.3
16.03.2024 19:00:00;16.03.2024 20:00:00;620.09;382.41;382.41
16.03.2024 20:00:00;16.03.2024 21:00:00;620.09;342.39;342.39
16.03.2024 21:00:00;16.03.2024 22:00:00;619.75;333.05;333.05
16.03.2024 22:00:00;16.03.2024 23:00:00;621.01;332.36;292.57
16.03.2024 23:00:00;17.03.2024 00:00:00;634.05;333.74;196.4
17.03.2024 00:00:00;17.03.2024 01:00:00;630.99;331.98;304.42
17.03.2024 01:00:00;17.03.2024 02:00:00;633.87;330.83;317.22
17.03.2024 02:00:00;17.03.2024 03:00:00;598.24;335.67;335.67
17.03.2024 03:00:00;17.03.2024 04:00:00;576.56;349.39;349.39
17.03.2024 04:00:00;17.03.2024 05:00:00;404.17;404.17;404.17
17.03.2024 05:00:00;17.03.2024 06:00:00;443.6;443.6;443.6
17.03.2024 06:00:00;17.03.2024 07:00:00;476.12;476.12;476.12
17.03.2024 07:00:00;17.03.2024 08:00:00;567.33;567.33;567.33
17.03.2024 08:00:00;17.03.2024 09:00:00;570.56;570.56;570.56
17.03.2024 09:00:00;17.03.2024 10:00:00;543.69;543.69;543.69
17.03.2024 10:00:00;17.03.2024 11:00:00;523.52;523.52;523.52
17.03.2024 11:00:00;17.03.2024 12:00:00;529.4;529.4;529.4
17.03.2024 12:00:00;17.03.2024 13:00:00;482.12;482.12;482.12
17.03.2024 13:00:00;17.03.2024 14:00:00;462.98;462.98;462.98
17.03.2024 14:00:00;17.03.2024 15:00:00;540.93;540.93;540.93
17.03.2024 15:00:00;17.03.2024 16:00:00;626.37;596.62;626.37
17.03.2024 16:00:00;17.03.2024 17:00:00;662.58;596.62;662.58
17.03.2024 17:00:00;17.03.2024 18:00:00;572.75;572.75;572.75
17.03.2024 18:00:00;17.03.2024 19:00:00;535.85;535.85;535.85
17.03.2024 19:00:00;17.03.2024 20:00:00;461.13;461.13;461.13
17.03.2024 20:00:00;17.03.2024 21:00:00;457.9;457.9;457.9
17.03.2024 21:00:00;17.03.2024 22:00:00;452.71;452.71;452.71
17.03.2024 22:00:00;17.03.2024 23:00:00;449.95;449.95;449.95
17.03.2024 23:00:00;18.03.2024 00:00:00;440.26;440.26;440.26
18.03.2024 00:00:00;18.03.2024 01:00:00;471.62;471.62;471.62
18.03.2024 01:00:00;18.03.2024 02:00:00;474.51;474.51;474.51
18.03.2024 02:00:00;18.03.2024 03:00:00;460.09;460.09;460.09
18.03.2024 03:00:00;18.03.2024 04:00:00;517.52;450.29;450.29
18.03.2024 04:00:00;18.03.2024 05:00:00;543.69;455.48;455.48
18.03.2024 05:00:00;18.03.2024 06:00:00;543.69;475.78;475.78
18.03.2024 06:00:00;18.03.2024 07:00:00;573.91;461.36;461.36
18.03.2024 07:00:00;18.03.2024 08:00:00;598.58;472.43;472.43
18.03.2024 08:00:00;18.03.2024 09:00:00;651.05;513.83;513.83
18.03.2024 09:00:00;18.03.2024 10:00:00;621.65;524.67;524.67
18.03.2024 10:00:00;18.03.2024 11:00:00;592.59;559.03;559.03
18.03.2024 11:00:00;18.03.2024 12:00:00;583.25;583.25;583.25
18.03.2024 12:00:00;18.03.2024 13:00:00;587.17;587.17;587.17
18.03.2024 13:00:00;18.03.2024 14:00:00;604.12;604.12;604.12
18.03.2024 14:00:00;18.03.2024 15:00:00;600.54;600.54;600.54
18.03.2024 15:00:00;18.03.2024 16:00:00;577.14;577.14;577.14
18.03.2024 16:00:00;18.03.2024 17:00:00;573.45;558.92;558.92
18.03.2024 17:00:00;18.03.2024 18:00:00;579.33;550.73;550.73
18.03.2024 18:00:00;18.03.2024 19:00:00;592.36;546;546
18.03.2024 19:00:00;18.03.2024 20:00:00;601.93;550.15;550.15
18.03.2024 20:00:00;18.03.2024 21:00:00;633.52;553.73;553.73
18.03.2024 21:00:00;18.03.2024 22:00:00;632.83;549.58;549.58
18.03.2024 22:00:00;18.03.2024 23:00:00;615.76;537.12;537.12
18.03.2024 23:00:00;19.03.2024 00:00:00;588.9;510.95;510.95
19.03.2024 00:00:00;19.03.2024 01:00:00;578.68;489.74;489.74
19.03.2024 01:00:00;19.03.2024 02:00:00;542.99;497.59;497.59
19.03.2024 02:00:00;19.03.2024 03:00:00;515.96;515.96;515.96
19.03.2024 03:00:00;19.03.2024 04:00:00;531.21;531.21;531.21
19.03.2024 04:00:00;19.03.2024 05:00:00;557.19;557.19;557.19
19.03.2024 05:00:00;19.03.2024 06:00:00;550.96;550.96;550.96
19.03.2024 06:00:00;19.03.2024 07:00:00;541.83;541.83;541.83
19.03.2024 07:00:00;19.03.2024 08:00:00;566.67;566.67;566.67
19.03.2024 08:00:00;19.03.2024 09:00:00;584.22;584.22;584.22
19.03.2024 09:00:00;19.03.2024 10:00:00;648.9;648.9;648.9
19.03.2024 10:00:00;19.03.2024 11:00:00;705.96;705.96;705.96
19.03.2024 11:00:00;19.03.2024 12:00:00;663.11;663.11;663.11
19.03.2024 12:00:00;19.03.2024 13:00:00;629.15;629.15;629.15
19.03.2024 13:00:00;19.03.2024 14:00:00;634.81;634.81;634.81
19.03.2024 14:00:00;19.03.2024 15:00:00;634.12;634.12;634.12
19.03.2024 15:00:00;19.03.2024 16:00:00;623.72;623.72;623.72
19.03.2024 16:00:00;19.03.2024 17:00:00;593.81;593.81;593.81
19.03.2024 17:00:00;19.03.2024 18:00:00;567.94;567.94;567.94
19.03.2024 18:00:00;19.03.2024 19:00:00;550.96;550.96;550.96
19.03.2024 19:00:00;19.03.2024 20:00:00;546.11;546.11;546.11
19.03.2024 20:00:00;19.03.2024 21:00:00;521.96;521.96;521.96
19.03.2024 21:00:00;19.03.2024 22:00:00;570.36;570.36;570.36
19.03.2024 22:00:00;19.03.2024 23:00:00;549.57;530.51;530.51
19.03.2024 23:00:00;20.03.2024 00:00:00;491.7;491.7;491.7
20.03.2024 00:00:00;20.03.2024 01:00:00;533.8;533.8;533.8
20.03.2024 01:00:00;20.03.2024 02:00:00;532.53;532.53;532.53
20.03.2024 02:00:00;20.03.2024 03:00:00;540.41;540.41;540.41
20.03.2024 03:00:00;20.03.2024 04:00:00;553.51;553.51;553.51
20.03.2024 04:00:00;20.03.2024 05:00:00;581.33;581.33;581.33
20.03.2024 05:00:00;20.03.2024 06:00:00;581.68;581.68;581.68
20.03.2024 06:00:00;20.03.2024 07:00:00;654.47;654.47;654.47
20.03.2024 07:00:00;20.03.2024 08:00:00;738.63;738.63;738.63
20.03.2024 08:00:00;20.03.2024 09:00:00;792.88;792.88;792.88
20.03.2024 09:00:00;20.03.2024 10:00:00;798.91;798.91;798.91
20.03.2024 10:00:00;20.03.2024 11:00:00;755.9;675.34;755.9
20.03.2024 11:00:00;20.03.2024 12:00:00;739.79;639.06;739.79
20.03.2024 12:00:00;20.03.2024 13:00:00;695.05;526.15;695.05
20.03.2024 13:00:00;20.03.2024 14:00:00;718.35;566.38;718.35
20.03.2024 14:00:00;20.03.2024 15:00:00;728.08;559.42;728.08
20.03.2024 15:00:00;20.03.2024 16:00:00;789.75;559.42;789.75
20.03.2024 16:00:00;20.03.2024 17:00:00;852.23;559.42;852.23
20.03.2024 17:00:00;20.03.2024 18:00:00;857.91;598.95;857.91
20.03.2024 18:00:00;20.03.2024 19:00:00;791.72;649.26;791.72
20.03.2024 19:00:00;20.03.2024 20:00:00;790.45;790.45;790.45
20.03.2024 20:00:00;20.03.2024 21:00:00;753.7;753.7;753.7
20.03.2024 21:00:00;20.03.2024 22:00:00;709.3;709.3;709.3
20.03.2024 22:00:00;20.03.2024 23:00:00;687.51;687.51;687.51
20.03.2024 23:00:00;21.03.2024 00:00:00;673.37;673.37;673.37
21.03.2024 00:00:00;21.03.2024 01:00:00;688.41;688.41;688.41
21.03.2024 01:00:00;21.03.2024 02:00:00;681.69;681.69;681.69
21.03.2024 02:00:00;21.03.2024 03:00:00;672.31;672.31;672.31
21.03.2024 03:00:00;21.03.2024 04:00:00;658.63;658.63;658.63
21.03.2024 04:00:00;21.03.2024 05:00:00;664.31;664.31;664.31
21.03.2024 05:00:00;21.03.2024 06:00:00;701.62;701.62;701.62
21.03.2024 06:00:00;21.03.2024 07:00:00;669.87;669.87;669.87
21.03.2024 07:00:00;21.03.2024 08:00:00;765.35;765.35;765.35
21.03.2024 08:00:00;21.03.2024 09:00:00;847.04;847.04;847.04
21.03.2024 09:00:00;21.03.2024 10:00:00;900.12;900.12;900.12
21.03.2024 10:00:00;21.03.2024 11:00:00;839.05;839.05;839.05
21.03.2024 11:00:00;21.03.2024 12:00:00;769.41;769.41;769.41
21.03.2024 12:00:00;21.03.2024 13:00:00;730.71;730.71;730.71
21.03.2024 13:00:00;21.03.2024 14:00:00;691.08;669.99;691.08
21.03.2024 14:00:00;21.03.2024 15:00:00;755.97;669.41;755.97
21.03.2024 15:00:00;21.03.2024 16:00:00;749.59;599.88;749.59
21.03.2024 16:00:00;21.03.2024 17:00:00;715.64;581.92;715.64
21.03.2024 17:00:00;21.03.2024 18:00:00;669.87;669.87;669.87
21.03.2024 18:00:00;21.03.2024 19:00:00;651.22;651.22;651.22
21.03.2024 19:00:00;21.03.2024 20:00:00;584.94;584.94;584.94
21.03.2024 20:00:00;21.03.2024 21:00:00;562.69;562.69;562.69
21.03.2024 21:00:00;21.03.2024 22:00:00;534.65;534.65;534.65
21.03.2024 22:00:00;21.03.2024 23:00:00;509.15;509.15;509.15
21.03.2024 23:00:00;22.03.2024 00:00:00;475.32;475.32;475.32
22.03.2024 00:00:00;22.03.2024 01:00:00;434.62;434.62;434.62
22.03.2024 01:00:00;22.03.2024 02:00:00;395.17;395.17;395.17
22.03.2024 02:00:00;22.03.2024 03:00:00;371.87;371.87;371.87
22.03.2024 03:00:00;22.03.2024 04:00:00;333.58;333.58;333.58
22.03.2024 04:00:00;22.03.2024 05:00:00;368.18;368.18;368.18
22.03.2024 05:00:00;22.03.2024 06:00:00;426.09;426.09;426.09
22.03.2024 06:00:00;22.03.2024 07:00:00;488.14;488.14;488.14
22.03.2024 07:00:00;22.03.2024 08:00:00;554.23;524.82;554.23
22.03.2024 08:00:00;22.03.2024 09:00:00;613.98;528.51;613.98
22.03.2024 09:00:00;22.03.2024 10:00:00;634.05;519.4;634.05
22.03.2024 10:00:00;22.03.2024 11:00:00;591.49;520.09;591.49
22.03.2024 11:00:00;22.03.2024 12:00:00;562.88;530.24;562.88
22.03.2024 12:00:00;22.03.2024 13:00:00;560.58;527.24;560.58
22.03.2024 13:00:00;22.03.2024 14:00:00;579.72;553.43;579.72
22.03.2024 14:00:00;22.03.2024 15:00:00;562.31;539.58;562.31
22.03.2024 15:00:00;22.03.2024 16:00:00;574.53;525.51;574.53
22.03.2024 16:00:00;22.03.2024 17:00:00;616.17;522.51;616.17
22.03.2024 17:00:00;22.03.2024 18:00:00;669.35;517.09;669.35
22.03.2024 18:00:00;22.03.2024 19:00:00;686.42;521.24;686.42
22.03.2024 19:00:00;22.03.2024 20:00:00;688.96;671.08;688.96
22.03.2024 20:00:00;22.03.2024 21:00:00;623.21;623.21;623.21
22.03.2024 21:00:00;22.03.2024 22:00:00;584.11;584.11;584.11
22.03.2024 22:00:00;22.03.2024 23:00:00;570.73;570.73;570.73
22.03.2024 23:00:00;23.03.2024 00:00:00;537.28;537.28;537.28
23.03.2024 00:00:00;23.03.2024 01:00:00;428.07;428.07;428.07
23.03.2024 01:00:00;23.03.2024 02:00:00;434;434;434
23.03.2024 02:00:00;23.03.2024 03:00:00;429.46;429.46;429.46
23.03.2024 03:00:00;23.03.2024 04:00:00;441.1;441.1;441.1
23.03.2024 04:00:00;23.03.2024 05:00:00;442.5;442.5;442.5
23.03.2024 05:00:00;23.03.2024 06:00:00;443.43;443.43;443.43
23.03.2024 06:00:00;23.03.2024 07:00:00;488.11;488.11;488.11
23.03.2024 07:00:00;23.03.2024 08:00:00;505.91;505.91;505.91
23.03.2024 08:00:00;23.03.2024 09:00:00;438.89;438.89;438.89
23.03.2024 09:00:00;23.03.2024 10:00:00;288.91;288.91;278.44
23.03.2024 10:00:00;23.03.2024 11:00:00;328;328;134.97
23.03.2024 11:00:00;23.03.2024 12:00:00;342.9;331.26;121.01
23.03.2024 12:00:00;23.03.2024 13:00:00;338.36;334.4;120.43
23.03.2024 13:00:00;23.03.2024 14:00:00;356.28;334.17;168.95
23.03.2024 14:00:00;23.03.2024 15:00:00;413.29;335.8;278.79
23.03.2024 15:00:00;23.03.2024 16:00:00;465.42;340.69;340.69
23.03.2024 16:00:00;23.03.2024 17:00:00;465.07;446.45;446.45
23.03.2024 17:00:00;23.03.2024 18:00:00;561.88;561.88;561.88
23.03.2024 18:00:00;23.03.2024 19:00:00;638.67;638.67;638.67
23.03.2024 19:00:00;23.03.2024 20:00:00;682.3;682.3;682.3
23.03.2024 20:00:00;23.03.2024 21:00:00;602.83;602.83;602.83
23.03.2024 21:00:00;23.03.2024 22:00:00;546.52;546.52;546.52
23.03.2024 22:00:00;23.03.2024 23:00:00;511.15;468.68;468.68
23.03.2024 23:00:00;24.03.2024 00:00:00;469.61;363.26;363.26
24.03.2024 00:00:00;24.03.2024 01:00:00;611.17;421.31;421.31
24.03.2024 01:00:00;24.03.2024 02:00:00;597.93;393.54;393.54
24.03.2024 02:00:00;24.03.2024 03:00:00;599.2;387.73;387.73
24.03.2024 03:00:00;24.03.2024 04:00:00;599.44;389.71;389.71
24.03.2024 04:00:00;24.03.2024 05:00:00;602.92;408.53;408.53
24.03.2024 05:00:00;24.03.2024 06:00:00;616.17;422.24;422.24
24.03.2024 06:00:00;24.03.2024 07:00:00;620.23;385.41;385.41
24.03.2024 07:00:00;24.03.2024 08:00:00;621.4;432.58;432.58
24.03.2024 08:00:00;24.03.2024 09:00:00;625.81;487.08;487.08
24.03.2024 09:00:00;24.03.2024 10:00:00;656.72;523.91;523.91
24.03.2024 10:00:00;24.03.2024 11:00:00;652.3;537.39;537.39
24.03.2024 11:00:00;24.03.2024 12:00:00;643.59;560.39;560.39
24.03.2024 12:00:00;24.03.2024 13:00:00;613.49;576.66;576.66
24.03.2024 13:00:00;24.03.2024 14:00:00;572.13;572.13;572.13
24.03.2024 14:00:00;24.03.2024 15:00:00;575.5;575.5;575.5
24.03.2024 15:00:00;24.03.2024 16:00:00;595.25;595.25;595.25
24.03.2024 16:00:00;24.03.2024 17:00:00;637.9;637.9;637.9
24.03.2024 17:00:00;24.03.2024 18:00:00;690.18;690.18;690.18
24.03.2024 18:00:00;24.03.2024 19:00:00;871.44;871.44;871.44
24.03.2024 19:00:00;24.03.2024 20:00:00;870.28;870.28;870.28
24.03.2024 20:00:00;24.03.2024 21:00:00;777.33;777.33;777.33
24.03.2024 21:00:00;24.03.2024 22:00:00;752.58;752.58;752.58
24.03.2024 22:00:00;24.03.2024 23:00:00;746.77;746.77;746.77
24.03.2024 23:00:00;25.03.2024 00:00:00;722.72;722.72;722.72
25.03.2024 00:00:00;25.03.2024 01:00:00;726.32;726.32;726.32
25.03.2024 01:00:00;25.03.2024 02:00:00;723.76;723.76;723.76
25.03.2024 02:00:00;25.03.2024 03:00:00;720.04;720.04;720.04
25.03.2024 03:00:00;25.03.2024 04:00:00;743.05;743.05;743.05
25.03.2024 04:00:00;25.03.2024 05:00:00;778.02;778.02;778.02
25.03.2024 05:00:00;25.03.2024 06:00:00;896.31;896.31;896.31
25.03.2024 06:00:00;25.03.2024 07:00:00;1027.49;1027.49;1027.49
25.03.2024 07:00:00;25.03.2024 08:00:00;1323.08;1323.08;1323.08
25.03.2024 08:00:00;25.03.2024 09:00:00;1158.2;1158.2;1158.2
25.03.2024 09:00:00;25.03.2024 10:00:00;899.68;899.68;899.68
25.03.2024 10:00:00;25.03.2024 11:00:00;813.93;813.93;813.93
25.03.2024 11:00:00;25.03.2024 12:00:00;739.68;739.68;739.68
25.03.2024 12:00:00;25.03.2024 13:00:00;718.65;718.65;718.65
25.03.2024 13:00:00;25.03.2024 14:00:00;734.57;734.57;734.57
25.03.2024 14:00:00;25.03.2024 15:00:00;749.67;749.67;749.67
25.03.2024 15:00:00;25.03.2024 16:00:00;859.47;859.47;859.47
25.03.2024 16:00:00;25.03.2024 17:00:00;941.74;941.74;941.74
25.03.2024 17:00:00;25.03.2024 18:00:00;1299.96;998.9;1299.96
25.03.2024 18:00:00;25.03.2024 19:00:00;2000.25;999.37;2000.25
25.03.2024 19:00:00;25.03.2024 20:00:00;1739.98;1043.75;1739.98
25.03.2024 20:00:00;25.03.2024 21:00:00;1165.06;1045.96;1165.06
25.03.2024 21:00:00;25.03.2024 22:00:00;957.31;957.31;957.31
25.03.2024 22:00:00;25.03.2024 23:00:00;924.43;924.43;924.43
25.03.2024 23:00:00;26.03.2024 00:00:00;868.42;868.42;868.42
26.03.2024 00:00:00;26.03.2024 01:00:00;837.48;599.06;837.48
26.03.2024 01:00:00;26.03.2024 02:00:00;814.26;611.48;814.26
26.03.2024 02:00:00;26.03.2024 03:00:00;780.72;598.83;780.72
26.03.2024 03:00:00;26.03.2024 04:00:00;770.16;580.37;770.16
26.03.2024 04:00:00;26.03.2024 05:00:00;793.83;568.07;793.83
26.03.2024 05:00:00;26.03.2024 06:00:00;822.27;625.64;822.27
26.03.2024 06:00:00;26.03.2024 07:00:00;846.42;699.58;846.42
26.03.2024 07:00:00;26.03.2024 08:00:00;919.31;779.56;919.31
26.03.2024 08:00:00;26.03.2024 09:00:00;836.9;836.9;836.9
26.03.2024 09:00:00;26.03.2024 10:00:00;716.88;695.4;695.4
26.03.2024 10:00:00;26.03.2024 11:00:00;692.97;636.67;636.67
26.03.2024 11:00:00;26.03.2024 12:00:00;695.64;606.14;606.14
26.03.2024 12:00:00;26.03.2024 13:00:00;667.2;579.44;579.44
26.03.2024 13:00:00;26.03.2024 14:00:00;664.99;557.04;557.04
26.03.2024 14:00:00;26.03.2024 15:00:00;664.53;575.27;575.27
26.03.2024 15:00:00;26.03.2024 16:00:00;664.88;640.04;640.04
26.03.2024 16:00:00;26.03.2024 17:00:00;739.28;739.28;739.28
26.03.2024 17:00:00;26.03.2024 18:00:00;772.94;599.18;772.94
26.03.2024 18:00:00;26.03.2024 19:00:00;736.26;660.47;736.26
26.03.2024 19:00:00;26.03.2024 20:00:00;694.82;694.82;694.82
26.03.2024 20:00:00;26.03.2024 21:00:00;677.41;677.41;677.41
26.03.2024 21:00:00;26.03.2024 22:00:00;673.35;673.35;673.35
26.03.2024 22:00:00;26.03.2024 23:00:00;657.56;657.56;657.56
26.03.2024 23:00:00;27.03.2024 00:00:00;640.38;640.38;640.38
27.03.2024 00:00:00;27.03.2024 01:00:00;587.67;559.66;587.67
27.03.2024 01:00:00;27.03.2024 02:00:00;562.91;556.28;562.91
27.03.2024 02:00:00;27.03.2024 03:00:00;540.36;540.36;540.36
27.03.2024 03:00:00;27.03.2024 04:00:00;540.12;540.12;540.12
27.03.2024 04:00:00;27.03.2024 05:00:00;546.05;546.05;546.05
27.03.2024 05:00:00;27.03.2024 06:00:00;554.42;554.42;554.42
27.03.2024 06:00:00;27.03.2024 07:00:00;661.38;569.54;569.54
27.03.2024 07:00:00;27.03.2024 08:00:00;684.86;570.82;622.78
27.03.2024 08:00:00;27.03.2024 09:00:00;718.46;559.66;694.28
27.03.2024 09:00:00;27.03.2024 10:00:00;713.69;559.66;636.04
27.03.2024 10:00:00;27.03.2024 11:00:00;734.74;576.05;576.05
27.03.2024 11:00:00;27.03.2024 12:00:00;726.13;525.48;525.48
27.03.2024 12:00:00;27.03.2024 13:00:00;735.2;523.03;523.03
