Delivery Start (CET);Delivery End (CET);FI Price (NOK);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK);SE2 Price (NOK)
28.03.2021 01:00:00;28.03.2021 03:00:00;189;189;189;189;189
28.03.2021 03:00:00;28.03.2021 04:00:00;186.07;186.07;186.07;186.07;186.07
28.03.2021 04:00:00;28.03.2021 05:00:00;199.73;199.73;199.73;199.73;199.73
28.03.2021 05:00:00;28.03.2021 06:00:00;202.76;202.76;202.76;202.76;202.76
28.03.2021 06:00:00;28.03.2021 07:00:00;205.29;205.29;205.29;205.29;205.29
28.03.2021 07:00:00;28.03.2021 08:00:00;209.44;209.44;209.44;209.44;209.44
28.03.2021 08:00:00;28.03.2021 09:00:00;221.48;221.48;221.48;221.48;221.48
28.03.2021 09:00:00;28.03.2021 10:00:00;225.63;225.63;225.63;225.63;225.63
28.03.2021 10:00:00;28.03.2021 11:00:00;209.54;209.54;209.54;209.54;209.54
28.03.2021 11:00:00;28.03.2021 12:00:00;172.92;172.92;172.92;172.92;172.92
28.03.2021 12:00:00;28.03.2021 13:00:00;185.87;185.87;185.87;185.87;185.87
28.03.2021 13:00:00;28.03.2021 14:00:00;179.7;179.7;179.7;179.7;179.7
28.03.2021 14:00:00;28.03.2021 15:00:00;171.2;171.2;171.2;171.2;171.2
28.03.2021 15:00:00;28.03.2021 16:00:00;164.22;164.22;164.22;164.22;164.22
28.03.2021 16:00:00;28.03.2021 17:00:00;158.65;158.65;158.65;158.65;158.65
28.03.2021 17:00:00;28.03.2021 18:00:00;182.53;182.53;182.53;182.53;182.53
28.03.2021 18:00:00;28.03.2021 19:00:00;220.77;220.77;220.77;220.77;220.77
28.03.2021 19:00:00;28.03.2021 20:00:00;228.16;228.16;228.16;228.16;228.16
28.03.2021 20:00:00;28.03.2021 21:00:00;223.2;223.2;223.2;223.2;223.2
28.03.2021 21:00:00;28.03.2021 22:00:00;220.17;220.17;220.17;220.17;220.17
28.03.2021 22:00:00;28.03.2021 23:00:00;207.82;207.82;207.82;207.82;207.82
28.03.2021 23:00:00;29.03.2021 00:00:00;187.99;187.99;187.99;187.99;187.99
29.03.2021 00:00:00;29.03.2021 01:00:00;188.09;188.09;188.09;188.09;188.09
29.03.2021 01:00:00;29.03.2021 02:00:00;185.06;185.06;185.06;185.06;185.06
29.03.2021 02:00:00;29.03.2021 03:00:00;189.31;189.31;189.31;189.31;189.31
29.03.2021 03:00:00;29.03.2021 04:00:00;194.67;194.67;194.67;194.67;194.67
29.03.2021 04:00:00;29.03.2021 05:00:00;205.4;205.4;205.4;205.4;205.4
29.03.2021 05:00:00;29.03.2021 06:00:00;219.56;219.56;219.56;219.56;219.56
29.03.2021 06:00:00;29.03.2021 07:00:00;271.97;235.85;235.85;271.97;271.97
29.03.2021 07:00:00;29.03.2021 08:00:00;389.34;240.2;240.2;270.86;270.86
29.03.2021 08:00:00;29.03.2021 09:00:00;397.23;241.92;241.92;251.53;251.53
29.03.2021 09:00:00;29.03.2021 10:00:00;393.79;240.71;240.71;241.92;241.92
29.03.2021 10:00:00;29.03.2021 11:00:00;370.12;230.99;230.99;230.99;230.99
29.03.2021 11:00:00;29.03.2021 12:00:00;289.17;229.48;229.48;229.48;229.48
29.03.2021 12:00:00;29.03.2021 13:00:00;220.47;220.47;220.47;220.47;220.47
29.03.2021 13:00:00;29.03.2021 14:00:00;186.68;186.68;186.68;186.68;186.68
29.03.2021 14:00:00;29.03.2021 15:00:00;173.32;173.32;173.32;173.32;173.32
29.03.2021 15:00:00;29.03.2021 16:00:00;188.3;188.3;188.3;188.3;188.3
29.03.2021 16:00:00;29.03.2021 17:00:00;206.81;206.81;206.81;206.81;206.81
29.03.2021 17:00:00;29.03.2021 18:00:00;223.2;223.2;223.2;223.2;223.2
29.03.2021 18:00:00;29.03.2021 19:00:00;221.58;221.58;221.58;221.58;221.58
29.03.2021 19:00:00;29.03.2021 20:00:00;236.66;219.26;219.26;219.26;219.26
29.03.2021 20:00:00;29.03.2021 21:00:00;213.79;213.79;213.79;213.79;213.79
29.03.2021 21:00:00;29.03.2021 22:00:00;199.22;199.22;199.22;199.22;199.22
29.03.2021 22:00:00;29.03.2021 23:00:00;181.31;181.31;181.31;181.31;181.31
29.03.2021 23:00:00;30.03.2021 00:00:00;161.08;161.08;161.08;161.08;161.08
30.03.2021 00:00:00;30.03.2021 01:00:00;133.36;133.36;133.36;133.36;133.36
30.03.2021 01:00:00;30.03.2021 02:00:00;124.38;124.38;124.38;124.38;124.38
30.03.2021 02:00:00;30.03.2021 03:00:00;114.69;114.69;114.69;114.69;114.69
30.03.2021 03:00:00;30.03.2021 04:00:00;114.89;114.89;114.89;114.89;114.89
30.03.2021 04:00:00;30.03.2021 05:00:00;117.71;117.71;117.71;117.71;117.71
30.03.2021 05:00:00;30.03.2021 06:00:00;156.89;156.89;156.89;156.89;156.89
30.03.2021 06:00:00;30.03.2021 07:00:00;230.58;191.31;191.31;191.31;191.31
30.03.2021 07:00:00;30.03.2021 08:00:00;400.19;198.68;198.68;198.68;198.68
30.03.2021 08:00:00;30.03.2021 09:00:00;419.78;202.01;202.01;202.01;202.01
30.03.2021 09:00:00;30.03.2021 10:00:00;419.88;207.26;207.26;207.26;207.26
30.03.2021 10:00:00;30.03.2021 11:00:00;418.46;207.57;207.57;207.57;207.57
30.03.2021 11:00:00;30.03.2021 12:00:00;409.38;204.84;204.84;204.84;204.84
30.03.2021 12:00:00;30.03.2021 13:00:00;391.41;201.31;201.31;201.31;201.31
30.03.2021 13:00:00;30.03.2021 14:00:00;377.37;200.3;200.3;200.3;200.3
30.03.2021 14:00:00;30.03.2021 15:00:00;325.89;201.91;201.91;201.91;201.91
30.03.2021 15:00:00;30.03.2021 16:00:00;276.22;205.04;205.04;205.04;205.04
30.03.2021 16:00:00;30.03.2021 17:00:00;262.79;211.6;211.6;211.6;211.6
30.03.2021 17:00:00;30.03.2021 18:00:00;311.55;214.23;214.23;214.23;214.23
30.03.2021 18:00:00;30.03.2021 19:00:00;367.48;217.16;217.16;217.16;217.16
30.03.2021 19:00:00;30.03.2021 20:00:00;393.32;219.18;219.18;219.18;219.18
30.03.2021 20:00:00;30.03.2021 21:00:00;219.38;219.38;219.38;219.38;219.38
30.03.2021 21:00:00;30.03.2021 22:00:00;205.34;205.34;205.34;205.34;205.34
30.03.2021 22:00:00;30.03.2021 23:00:00;196.36;196.36;196.36;196.36;196.36
30.03.2021 23:00:00;31.03.2021 00:00:00;183.84;183.84;183.84;183.84;183.84
31.03.2021 00:00:00;31.03.2021 01:00:00;172.53;172.53;172.53;172.53;172.53
31.03.2021 01:00:00;31.03.2021 02:00:00;163.99;163.99;163.99;163.99;163.99
31.03.2021 02:00:00;31.03.2021 03:00:00;161.38;161.38;161.38;161.38;161.38
31.03.2021 03:00:00;31.03.2021 04:00:00;166.7;166.7;166.7;166.7;166.7
31.03.2021 04:00:00;31.03.2021 05:00:00;183.68;183.68;183.68;183.68;183.68
31.03.2021 05:00:00;31.03.2021 06:00:00;213.93;197.75;197.75;197.75;197.75
31.03.2021 06:00:00;31.03.2021 07:00:00;393.79;205.69;205.69;205.69;205.69
31.03.2021 07:00:00;31.03.2021 08:00:00;429.46;211.52;211.52;211.52;211.52
31.03.2021 08:00:00;31.03.2021 09:00:00;481.31;212.12;212.12;212.12;212.12
31.03.2021 09:00:00;31.03.2021 10:00:00;508.04;212.82;212.82;212.82;212.82
31.03.2021 10:00:00;31.03.2021 11:00:00;508.44;211.42;211.42;211.42;211.42
31.03.2021 11:00:00;31.03.2021 12:00:00;440.52;210.21;210.21;210.21;210.21
31.03.2021 12:00:00;31.03.2021 13:00:00;414.99;208.8;208.8;208.8;208.8
31.03.2021 13:00:00;31.03.2021 14:00:00;408.56;207.1;207.1;207.1;207.1
31.03.2021 14:00:00;31.03.2021 15:00:00;413.29;205.49;205.49;205.49;205.49
31.03.2021 15:00:00;31.03.2021 16:00:00;410.87;204.99;204.99;204.99;204.99
31.03.2021 16:00:00;31.03.2021 17:00:00;409.17;207.3;207.3;207.3;207.3
31.03.2021 17:00:00;31.03.2021 18:00:00;412.99;210.81;210.81;210.81;210.81
31.03.2021 18:00:00;31.03.2021 19:00:00;414.89;212.92;212.92;212.92;212.92
31.03.2021 19:00:00;31.03.2021 20:00:00;413.99;212.32;212.32;212.32;212.32
31.03.2021 20:00:00;31.03.2021 21:00:00;398.21;210.81;210.81;210.81;210.81
31.03.2021 21:00:00;31.03.2021 22:00:00;361.74;206.89;206.89;206.89;206.89
31.03.2021 22:00:00;31.03.2021 23:00:00;237.14;202.47;202.47;202.47;202.47
31.03.2021 23:00:00;01.04.2021 00:00:00;191.12;191.12;191.12;191.12;191.12
01.04.2021 00:00:00;01.04.2021 01:00:00;184.89;184.89;184.89;184.89;184.89
01.04.2021 01:00:00;01.04.2021 02:00:00;179.1;179.1;179.1;179.1;179.1
01.04.2021 02:00:00;01.04.2021 03:00:00;168.02;168.02;168.02;168.02;168.02
01.04.2021 03:00:00;01.04.2021 04:00:00;168.82;168.82;168.82;168.82;168.82
01.04.2021 04:00:00;01.04.2021 05:00:00;183.1;183.1;183.1;183.1;183.1
01.04.2021 05:00:00;01.04.2021 06:00:00;268.66;190.29;190.29;190.29;190.29
01.04.2021 06:00:00;01.04.2021 07:00:00;404.63;179.8;179.8;179.8;179.8
01.04.2021 07:00:00;01.04.2021 08:00:00;412.82;185.79;185.79;185.79;185.79
01.04.2021 08:00:00;01.04.2021 09:00:00;422.5;194.58;194.58;194.58;194.58
01.04.2021 09:00:00;01.04.2021 10:00:00;559.48;204.76;204.76;204.76;204.76
01.04.2021 10:00:00;01.04.2021 11:00:00;592.92;199.17;199.17;199.17;199.17
01.04.2021 11:00:00;01.04.2021 12:00:00;546.3;192.18;192.18;192.18;192.18
01.04.2021 12:00:00;01.04.2021 13:00:00;396.94;188.99;188.99;188.99;188.99
01.04.2021 13:00:00;01.04.2021 14:00:00;400.24;185.39;185.39;185.39;185.39
01.04.2021 14:00:00;01.04.2021 15:00:00;353.32;182.8;182.8;182.8;182.8
01.04.2021 15:00:00;01.04.2021 16:00:00;373.78;182.3;182.3;182.3;182.3
01.04.2021 16:00:00;01.04.2021 17:00:00;396.44;181;181;181;181
01.04.2021 17:00:00;01.04.2021 18:00:00;405.53;189.69;189.69;189.69;189.69
01.04.2021 18:00:00;01.04.2021 19:00:00;516.45;194.18;194.18;194.18;194.18
01.04.2021 19:00:00;01.04.2021 20:00:00;482;196.28;196.28;196.28;196.28
01.04.2021 20:00:00;01.04.2021 21:00:00;397.04;197.27;197.27;197.27;197.27
01.04.2021 21:00:00;01.04.2021 22:00:00;251.68;188.49;188.49;188.49;188.49
01.04.2021 22:00:00;01.04.2021 23:00:00;191.78;186.29;186.29;186.29;186.29
01.04.2021 23:00:00;02.04.2021 00:00:00;175.81;175.81;175.81;175.81;175.81
02.04.2021 00:00:00;02.04.2021 01:00:00;176.75;176.75;176.75;176.75;176.75
02.04.2021 01:00:00;02.04.2021 02:00:00;174.54;174.54;174.54;174.54;174.54
02.04.2021 02:00:00;02.04.2021 03:00:00;170.62;170.62;170.62;170.62;170.62
02.04.2021 03:00:00;02.04.2021 04:00:00;173.03;173.03;173.03;173.03;173.03
02.04.2021 04:00:00;02.04.2021 05:00:00;176.35;176.35;176.35;176.35;176.35
02.04.2021 05:00:00;02.04.2021 06:00:00;245.36;179.27;179.27;179.27;179.27
02.04.2021 06:00:00;02.04.2021 07:00:00;275.14;180.88;180.88;180.88;180.88
02.04.2021 07:00:00;02.04.2021 08:00:00;322.12;185.2;185.2;185.2;185.2
02.04.2021 08:00:00;02.04.2021 09:00:00;382.08;188.32;188.32;188.32;188.32
02.04.2021 09:00:00;02.04.2021 10:00:00;413.47;187.72;187.72;187.72;187.72
02.04.2021 10:00:00;02.04.2021 11:00:00;403.1;185.61;185.61;185.61;185.61
02.04.2021 11:00:00;02.04.2021 12:00:00;406.93;185.31;185.31;185.31;185.31
02.04.2021 12:00:00;02.04.2021 13:00:00;465.48;181.99;181.99;181.99;181.99
02.04.2021 13:00:00;02.04.2021 14:00:00;457.53;102.91;102.91;102.91;102.91
02.04.2021 14:00:00;02.04.2021 15:00:00;134.7;60.46;60.46;54.22;54.22
02.04.2021 15:00:00;02.04.2021 16:00:00;173.13;70.02;70.02;49.6;49.6
02.04.2021 16:00:00;02.04.2021 17:00:00;452.7;97.08;97.08;97.08;97.08
02.04.2021 17:00:00;02.04.2021 18:00:00;468.09;167.5;167.5;167.5;167.5
02.04.2021 18:00:00;02.04.2021 19:00:00;473.73;187.22;187.22;187.22;187.22
02.04.2021 19:00:00;02.04.2021 20:00:00;542.23;188.32;188.32;188.32;188.32
02.04.2021 20:00:00;02.04.2021 21:00:00;252.2;189.73;189.73;189.73;189.73
02.04.2021 21:00:00;02.04.2021 22:00:00;186.71;186.71;186.71;186.71;186.71
02.04.2021 22:00:00;02.04.2021 23:00:00;182.79;182.79;182.79;182.79;182.79
02.04.2021 23:00:00;03.04.2021 00:00:00;176.85;176.85;176.85;176.85;176.85
03.04.2021 00:00:00;03.04.2021 01:00:00;178.87;178.87;178.87;178.87;178.87
03.04.2021 01:00:00;03.04.2021 02:00:00;177.16;177.16;177.16;177.16;177.16
03.04.2021 02:00:00;03.04.2021 03:00:00;172.43;172.43;172.43;172.43;172.43
03.04.2021 03:00:00;03.04.2021 04:00:00;176.25;176.25;176.25;176.25;176.25
03.04.2021 04:00:00;03.04.2021 05:00:00;180.48;180.48;180.48;180.48;180.48
03.04.2021 05:00:00;03.04.2021 06:00:00;181.18;181.18;181.18;181.18;181.18
03.04.2021 06:00:00;03.04.2021 07:00:00;184.9;184.9;184.9;184.9;184.9
03.04.2021 07:00:00;03.04.2021 08:00:00;194.66;194.66;194.66;194.66;194.66
03.04.2021 08:00:00;03.04.2021 09:00:00;278.86;201.3;201.3;201.3;201.3
03.04.2021 09:00:00;03.04.2021 10:00:00;279.37;208.34;208.34;208.34;208.34
03.04.2021 10:00:00;03.04.2021 11:00:00;281.88;210.66;210.66;210.66;210.66
03.04.2021 11:00:00;03.04.2021 12:00:00;243.85;207.84;207.84;207.84;207.84
03.04.2021 12:00:00;03.04.2021 13:00:00;210.35;207.14;207.14;207.14;207.14
03.04.2021 13:00:00;03.04.2021 14:00:00;198.48;198.48;198.48;198.48;198.48
03.04.2021 14:00:00;03.04.2021 15:00:00;168.91;168.91;168.91;168.91;168.91
03.04.2021 15:00:00;03.04.2021 16:00:00;136.31;136.31;136.31;136.31;136.31
03.04.2021 16:00:00;03.04.2021 17:00:00;180.68;180.68;180.68;180.68;180.68
03.04.2021 17:00:00;03.04.2021 18:00:00;187.02;187.02;187.02;187.02;187.02
03.04.2021 18:00:00;03.04.2021 19:00:00;250.8;187.12;187.12;187.12;187.12
03.04.2021 19:00:00;03.04.2021 20:00:00;321.52;187.22;187.22;187.22;187.22
03.04.2021 20:00:00;03.04.2021 21:00:00;253.81;186.01;186.01;186.01;186.01
03.04.2021 21:00:00;03.04.2021 22:00:00;190.23;185;185;185;185
03.04.2021 22:00:00;03.04.2021 23:00:00;176.45;176.45;176.45;176.45;176.45
03.04.2021 23:00:00;04.04.2021 00:00:00;161.16;161.16;161.16;161.16;161.16
04.04.2021 00:00:00;04.04.2021 01:00:00;144.96;144.96;144.96;144.96;144.96
04.04.2021 01:00:00;04.04.2021 02:00:00;137.62;137.62;137.62;137.62;137.62
04.04.2021 02:00:00;04.04.2021 03:00:00;125.45;125.45;125.45;125.45;125.45
04.04.2021 03:00:00;04.04.2021 04:00:00;114.68;114.68;114.68;114.68;114.68
04.04.2021 04:00:00;04.04.2021 05:00:00;115.19;115.19;115.19;115.19;115.19
04.04.2021 05:00:00;04.04.2021 06:00:00;120.42;120.42;120.42;120.42;120.42
04.04.2021 06:00:00;04.04.2021 07:00:00;112.47;112.47;112.47;112.47;112.47
04.04.2021 07:00:00;04.04.2021 08:00:00;136.41;136.41;136.41;136.41;136.41
04.04.2021 08:00:00;04.04.2021 09:00:00;158.04;158.04;158.04;158.04;158.04
04.04.2021 09:00:00;04.04.2021 10:00:00;171.52;171.52;171.52;171.52;171.52
04.04.2021 10:00:00;04.04.2021 11:00:00;172.13;172.13;172.13;172.13;172.13
04.04.2021 11:00:00;04.04.2021 12:00:00;154.72;154.72;154.72;154.72;154.72
04.04.2021 12:00:00;04.04.2021 13:00:00;134.4;134.4;134.4;134.4;134.4
04.04.2021 13:00:00;04.04.2021 14:00:00;60.46;60.46;60.46;60.46;60.46
04.04.2021 14:00:00;04.04.2021 15:00:00;20.32;36.82;38.03;20.32;20.32
04.04.2021 15:00:00;04.04.2021 16:00:00;1.01;14.99;36.72;1.01;1.01
04.04.2021 16:00:00;04.04.2021 17:00:00;11.87;15.09;35.61;11.87;11.87
04.04.2021 17:00:00;04.04.2021 18:00:00;70.52;70.52;70.52;70.52;70.52
04.04.2021 18:00:00;04.04.2021 19:00:00;120.22;120.22;120.22;120.22;120.22
04.04.2021 19:00:00;04.04.2021 20:00:00;131.38;131.38;131.38;131.38;131.38
04.04.2021 20:00:00;04.04.2021 21:00:00;117.3;117.3;117.3;117.3;117.3
04.04.2021 21:00:00;04.04.2021 22:00:00;105.93;105.93;105.93;105.93;105.93
04.04.2021 22:00:00;04.04.2021 23:00:00;54.73;75.85;75.85;54.73;54.73
04.04.2021 23:00:00;05.04.2021 00:00:00;32.59;77.86;77.86;32.59;32.59
05.04.2021 00:00:00;05.04.2021 01:00:00;0.5;75.55;75.55;0.5;0.5
05.04.2021 01:00:00;05.04.2021 02:00:00;-4.73;75.35;75.35;-4.73;-4.73
05.04.2021 02:00:00;05.04.2021 03:00:00;-14.18;75.65;75.65;-14.18;-14.18
05.04.2021 03:00:00;05.04.2021 04:00:00;-4.73;75.75;75.75;-4.73;-4.73
05.04.2021 04:00:00;05.04.2021 05:00:00;-4.63;75.75;75.75;-4.63;-4.63
05.04.2021 05:00:00;05.04.2021 06:00:00;-0.8;83.2;83.2;-0.8;-0.8
05.04.2021 06:00:00;05.04.2021 07:00:00;0.91;82.29;82.29;0.91;0.91
05.04.2021 07:00:00;05.04.2021 08:00:00;29.27;88.03;88.03;29.27;29.27
05.04.2021 08:00:00;05.04.2021 09:00:00;40.94;88.43;88.43;40.94;40.94
05.04.2021 09:00:00;05.04.2021 10:00:00;91.95;91.95;91.95;91.95;91.95
05.04.2021 10:00:00;05.04.2021 11:00:00;97.18;97.18;97.18;97.18;97.18
05.04.2021 11:00:00;05.04.2021 12:00:00;101.2;101.2;101.2;101.2;101.2
05.04.2021 12:00:00;05.04.2021 13:00:00;92.65;92.65;92.65;92.65;92.65
05.04.2021 13:00:00;05.04.2021 14:00:00;88.03;88.03;88.03;88.03;88.03
05.04.2021 14:00:00;05.04.2021 15:00:00;50.8;50.8;50.8;50.8;50.8
05.04.2021 15:00:00;05.04.2021 16:00:00;41.25;41.25;41.25;41.25;41.25
05.04.2021 16:00:00;05.04.2021 17:00:00;44.67;44.67;44.67;44.67;44.67
05.04.2021 17:00:00;05.04.2021 18:00:00;56.84;56.84;56.84;56.84;56.84
05.04.2021 18:00:00;05.04.2021 19:00:00;94.87;94.87;94.87;94.87;94.87
05.04.2021 19:00:00;05.04.2021 20:00:00;187.72;187.72;187.72;187.72;187.72
05.04.2021 20:00:00;05.04.2021 21:00:00;242.55;199.99;199.99;199.99;199.99
05.04.2021 21:00:00;05.04.2021 22:00:00;195.97;195.97;195.97;195.97;195.97
05.04.2021 22:00:00;05.04.2021 23:00:00;181.38;181.38;181.38;181.38;181.38
05.04.2021 23:00:00;06.04.2021 00:00:00;105.33;105.33;105.33;105.33;105.33
06.04.2021 00:00:00;06.04.2021 01:00:00;147.88;147.88;147.88;147.88;147.88
06.04.2021 01:00:00;06.04.2021 02:00:00;139.83;139.83;139.83;139.83;139.83
06.04.2021 02:00:00;06.04.2021 03:00:00;124.44;124.44;124.44;124.44;124.44
06.04.2021 03:00:00;06.04.2021 04:00:00;142.75;142.75;142.75;142.75;142.75
06.04.2021 04:00:00;06.04.2021 05:00:00;157.34;157.34;157.34;157.34;157.34
06.04.2021 05:00:00;06.04.2021 06:00:00;197.98;197.98;197.98;197.98;197.98
06.04.2021 06:00:00;06.04.2021 07:00:00;414.67;207.64;207.64;207.64;207.64
06.04.2021 07:00:00;06.04.2021 08:00:00;442.74;208.24;208.24;208.24;208.24
06.04.2021 08:00:00;06.04.2021 09:00:00;542.44;218.1;218.1;218.1;218.1
06.04.2021 09:00:00;06.04.2021 10:00:00;403.1;221.32;221.32;221.32;221.32
06.04.2021 10:00:00;06.04.2021 11:00:00;403.1;217.2;217.2;217.2;217.2
06.04.2021 11:00:00;06.04.2021 12:00:00;441.63;212.87;212.87;212.87;212.87
06.04.2021 12:00:00;06.04.2021 13:00:00;403.31;210.05;210.05;210.05;210.05
06.04.2021 13:00:00;06.04.2021 14:00:00;382.38;191.14;191.14;182.09;182.09
06.04.2021 14:00:00;06.04.2021 15:00:00;178.16;181.08;181.08;178.16;178.16
06.04.2021 15:00:00;06.04.2021 16:00:00;177.16;177.16;177.16;177.16;177.16
06.04.2021 16:00:00;06.04.2021 17:00:00;364.17;203.82;203.82;203.82;203.82
06.04.2021 17:00:00;06.04.2021 18:00:00;405.22;208.54;208.54;208.54;208.54
06.04.2021 18:00:00;06.04.2021 19:00:00;421.41;206.43;206.43;206.43;206.43
06.04.2021 19:00:00;06.04.2021 20:00:00;475.34;204.12;204.12;204.12;204.12
06.04.2021 20:00:00;06.04.2021 21:00:00;417.69;201.3;201.3;201.3;201.3
06.04.2021 21:00:00;06.04.2021 22:00:00;404.61;195.87;195.87;195.87;195.87
06.04.2021 22:00:00;06.04.2021 23:00:00;384.59;190.84;190.84;190.84;190.84
06.04.2021 23:00:00;07.04.2021 00:00:00;257.94;189.63;189.63;189.63;189.63
07.04.2021 00:00:00;07.04.2021 01:00:00;176.53;176.53;176.53;176.53;176.53
07.04.2021 01:00:00;07.04.2021 02:00:00;170.88;170.88;170.88;170.88;170.88
07.04.2021 02:00:00;07.04.2021 03:00:00;170.07;170.07;170.07;170.07;170.07
07.04.2021 03:00:00;07.04.2021 04:00:00;171.38;171.38;171.38;171.38;171.38
07.04.2021 04:00:00;07.04.2021 05:00:00;174.71;174.71;174.71;174.71;174.71
07.04.2021 05:00:00;07.04.2021 06:00:00;338.12;181.37;181.37;181.37;181.37
07.04.2021 06:00:00;07.04.2021 07:00:00;578.74;183.29;183.29;183.29;183.29
07.04.2021 07:00:00;07.04.2021 08:00:00;786.06;191.06;191.06;191.06;191.06
07.04.2021 08:00:00;07.04.2021 09:00:00;832.39;199.34;199.34;199.34;199.34
07.04.2021 09:00:00;07.04.2021 10:00:00;657.27;202.07;202.07;202.07;202.07
07.04.2021 10:00:00;07.04.2021 11:00:00;585.71;204.79;204.79;204.79;204.79
07.04.2021 11:00:00;07.04.2021 12:00:00;606.4;207.31;207.31;207.31;207.31
07.04.2021 12:00:00;07.04.2021 13:00:00;606.4;209.13;209.13;209.13;209.13
07.04.2021 13:00:00;07.04.2021 14:00:00;539.38;211.05;211.05;211.05;211.05
07.04.2021 14:00:00;07.04.2021 15:00:00;403.43;210.95;210.95;210.95;210.95
07.04.2021 15:00:00;07.04.2021 16:00:00;412.11;210.34;210.34;210.34;210.34
07.04.2021 16:00:00;07.04.2021 17:00:00;498.2;208.83;208.83;208.83;208.83
07.04.2021 17:00:00;07.04.2021 18:00:00;529.39;210.44;210.44;210.44;210.44
07.04.2021 18:00:00;07.04.2021 19:00:00;616.59;211.96;211.96;211.96;211.96
07.04.2021 19:00:00;07.04.2021 20:00:00;736.1;217.21;217.21;217.21;217.21
07.04.2021 20:00:00;07.04.2021 21:00:00;485.58;216.4;216.4;216.4;216.4
07.04.2021 21:00:00;07.04.2021 22:00:00;455.1;211.25;211.25;211.25;211.25
07.04.2021 22:00:00;07.04.2021 23:00:00;413.11;209.43;209.43;209.43;209.43
07.04.2021 23:00:00;08.04.2021 00:00:00;381.72;207.42;207.42;207.42;207.42
08.04.2021 00:00:00;08.04.2021 01:00:00;388.73;226.49;226.49;226.49;226.49
08.04.2021 01:00:00;08.04.2021 02:00:00;373.42;230.22;230.22;230.22;230.22
08.04.2021 02:00:00;08.04.2021 03:00:00;371.11;230.12;230.12;230.12;230.12
08.04.2021 03:00:00;08.04.2021 04:00:00;392.46;230.42;230.42;230.42;230.42
08.04.2021 04:00:00;08.04.2021 05:00:00;392.15;234.24;234.24;234.24;234.24
08.04.2021 05:00:00;08.04.2021 06:00:00;405.95;230.72;230.72;230.72;230.72
08.04.2021 06:00:00;08.04.2021 07:00:00;599.11;244.62;244.62;244.62;244.62
08.04.2021 07:00:00;08.04.2021 08:00:00;804.25;294.87;294.87;294.87;294.87
08.04.2021 08:00:00;08.04.2021 09:00:00;999.62;575.44;575.44;575.44;575.44
08.04.2021 09:00:00;08.04.2021 10:00:00;684;566.07;566.07;566.07;566.07
08.04.2021 10:00:00;08.04.2021 11:00:00;745.63;502.53;502.53;502.53;502.53
08.04.2021 11:00:00;08.04.2021 12:00:00;654.9;362.55;362.55;362.55;362.55
08.04.2021 12:00:00;08.04.2021 13:00:00;615.52;324.18;324.18;324.18;324.18
08.04.2021 13:00:00;08.04.2021 14:00:00;565.47;301.52;301.52;301.52;301.52
08.04.2021 14:00:00;08.04.2021 15:00:00;402.73;293.66;293.66;293.66;293.66
08.04.2021 15:00:00;08.04.2021 16:00:00;391.45;285.2;285.2;285.2;285.2
08.04.2021 16:00:00;08.04.2021 17:00:00;383.59;263.95;263.95;263.95;263.95
08.04.2021 17:00:00;08.04.2021 18:00:00;402.53;263.05;263.05;263.05;263.05
08.04.2021 18:00:00;08.04.2021 19:00:00;497.29;254.18;254.18;254.18;254.18
08.04.2021 19:00:00;08.04.2021 20:00:00;611.39;245.83;245.83;245.83;245.83
08.04.2021 20:00:00;08.04.2021 21:00:00;396.58;235.96;235.96;235.96;235.96
08.04.2021 21:00:00;08.04.2021 22:00:00;372.82;219.04;219.04;219.04;219.04
08.04.2021 22:00:00;08.04.2021 23:00:00;206.15;206.15;206.15;206.15;206.15
08.04.2021 23:00:00;09.04.2021 00:00:00;183.99;183.99;183.99;183.99;183.99
09.04.2021 00:00:00;09.04.2021 01:00:00;178.26;180.77;180.77;178.26;178.26
09.04.2021 01:00:00;09.04.2021 02:00:00;153.9;181.88;181.88;153.9;153.9
09.04.2021 02:00:00;09.04.2021 03:00:00;145.54;186.31;186.31;145.54;145.54
09.04.2021 03:00:00;09.04.2021 04:00:00;144.14;195.97;195.97;144.14;144.14
09.04.2021 04:00:00;09.04.2021 05:00:00;147.76;200.3;200.3;147.76;147.76
09.04.2021 05:00:00;09.04.2021 06:00:00;171.21;203.12;203.12;171.21;171.21
09.04.2021 06:00:00;09.04.2021 07:00:00;195.47;200.9;200.8;195.47;195.47
09.04.2021 07:00:00;09.04.2021 08:00:00;299.85;231.7;231.7;231.7;231.7
09.04.2021 08:00:00;09.04.2021 09:00:00;372.62;234.52;234.52;234.52;234.52
09.04.2021 09:00:00;09.04.2021 10:00:00;303.77;233.72;233.72;233.72;233.72
09.04.2021 10:00:00;09.04.2021 11:00:00;227.07;227.07;227.07;227.07;227.07
09.04.2021 11:00:00;09.04.2021 12:00:00;203.62;203.62;203.62;203.62;203.62
09.04.2021 12:00:00;09.04.2021 13:00:00;194.66;194.66;194.66;194.66;194.66
09.04.2021 13:00:00;09.04.2021 14:00:00;186.61;186.61;186.61;186.61;186.61
09.04.2021 14:00:00;09.04.2021 15:00:00;165.67;180.87;180.87;165.67;165.67
09.04.2021 15:00:00;09.04.2021 16:00:00;157.42;181.07;181.07;157.42;157.42
09.04.2021 16:00:00;09.04.2021 17:00:00;166.18;177.15;177.15;166.18;166.18
