Delivery Start (CET);Delivery End (CET);FI Price (NOK);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK);SE2 Price (NOK)
09.04.2021 17:00:00;09.04.2021 18:00:00;185.6;185.6;185.6;185.6;185.6
09.04.2021 18:00:00;09.04.2021 19:00:00;201.61;201.61;201.61;201.61;201.61
09.04.2021 19:00:00;09.04.2021 20:00:00;269.25;211.07;211.07;211.07;211.07
09.04.2021 20:00:00;09.04.2021 21:00:00;208.15;208.15;208.15;208.15;208.15
09.04.2021 21:00:00;09.04.2021 22:00:00;204.93;204.93;204.93;204.93;204.93
09.04.2021 22:00:00;09.04.2021 23:00:00;185.3;185.3;185.3;185.3;185.3
09.04.2021 23:00:00;10.04.2021 00:00:00;168.19;179.46;179.46;168.19;168.19
10.04.2021 00:00:00;10.04.2021 01:00:00;187.26;198.2;198.2;187.26;187.26
10.04.2021 01:00:00;10.04.2021 02:00:00;185.03;193.34;193.34;185.03;185.03
10.04.2021 02:00:00;10.04.2021 03:00:00;181.68;189.59;189.59;181.68;181.68
10.04.2021 03:00:00;10.04.2021 04:00:00;186.75;186.75;186.75;186.75;186.75
10.04.2021 04:00:00;10.04.2021 05:00:00;194.05;194.05;194.05;194.05;194.05
10.04.2021 05:00:00;10.04.2021 06:00:00;186.35;186.35;186.35;186.35;186.35
10.04.2021 06:00:00;10.04.2021 07:00:00;190.4;190.4;190.4;190.4;190.4
10.04.2021 07:00:00;10.04.2021 08:00:00;195.77;195.77;195.77;195.77;195.77
10.04.2021 08:00:00;10.04.2021 09:00:00;209.25;209.25;209.25;209.25;209.25
10.04.2021 09:00:00;10.04.2021 10:00:00;212.39;212.39;212.39;212.39;212.39
10.04.2021 10:00:00;10.04.2021 11:00:00;215.53;215.53;215.53;215.53;215.53
10.04.2021 11:00:00;10.04.2021 12:00:00;212.69;212.69;212.69;212.69;212.69
10.04.2021 12:00:00;10.04.2021 13:00:00;210.56;210.56;210.56;210.56;210.56
10.04.2021 13:00:00;10.04.2021 14:00:00;207.73;207.73;207.73;207.73;207.73
10.04.2021 14:00:00;10.04.2021 15:00:00;193.64;193.64;193.64;193.64;193.64
10.04.2021 15:00:00;10.04.2021 16:00:00;191.31;191.31;191.31;191.31;191.31
10.04.2021 16:00:00;10.04.2021 17:00:00;202.56;202.56;202.56;202.56;202.56
10.04.2021 17:00:00;10.04.2021 18:00:00;211.88;211.88;211.88;211.88;211.88
10.04.2021 18:00:00;10.04.2021 19:00:00;221.81;221.81;221.81;221.81;221.81
10.04.2021 19:00:00;10.04.2021 20:00:00;216.95;216.95;216.95;216.95;216.95
10.04.2021 20:00:00;10.04.2021 21:00:00;211.98;211.98;211.98;211.98;211.98
10.04.2021 21:00:00;10.04.2021 22:00:00;211.37;211.37;211.37;211.37;211.37
10.04.2021 22:00:00;10.04.2021 23:00:00;206.11;206.11;206.11;206.11;206.11
10.04.2021 23:00:00;11.04.2021 00:00:00;191.62;191.62;191.62;191.62;191.62
11.04.2021 00:00:00;11.04.2021 01:00:00;222.07;222.07;222.07;222.07;222.07
11.04.2021 01:00:00;11.04.2021 02:00:00;222.58;222.58;222.58;222.58;222.58
11.04.2021 02:00:00;11.04.2021 03:00:00;221.87;221.87;221.87;221.87;221.87
11.04.2021 03:00:00;11.04.2021 04:00:00;222.58;222.58;222.58;222.58;222.58
11.04.2021 04:00:00;11.04.2021 05:00:00;223.08;223.08;223.08;223.08;223.08
11.04.2021 05:00:00;11.04.2021 06:00:00;216.71;216.71;216.71;216.71;216.71
11.04.2021 06:00:00;11.04.2021 07:00:00;214.69;214.69;214.69;214.69;214.69
11.04.2021 07:00:00;11.04.2021 08:00:00;214.99;214.99;214.99;214.99;214.99
11.04.2021 08:00:00;11.04.2021 09:00:00;272.74;216.81;216.81;216.81;216.81
11.04.2021 09:00:00;11.04.2021 10:00:00;315.51;222.78;222.78;222.78;222.78
11.04.2021 10:00:00;11.04.2021 11:00:00;303.28;227.13;227.13;227.13;227.13
11.04.2021 11:00:00;11.04.2021 12:00:00;239.87;227.94;227.94;227.94;227.94
11.04.2021 12:00:00;11.04.2021 13:00:00;227.23;227.23;227.23;227.23;227.23
11.04.2021 13:00:00;11.04.2021 14:00:00;223.19;223.19;223.19;223.19;223.19
11.04.2021 14:00:00;11.04.2021 15:00:00;220.25;220.25;220.25;220.25;220.25
11.04.2021 15:00:00;11.04.2021 16:00:00;228.44;228.44;228.44;228.44;228.44
11.04.2021 16:00:00;11.04.2021 17:00:00;233.3;233.3;233.3;233.3;233.3
11.04.2021 17:00:00;11.04.2021 18:00:00;251.8;251.8;251.8;251.8;251.8
11.04.2021 18:00:00;11.04.2021 19:00:00;349.69;254.94;254.94;254.94;254.94
11.04.2021 19:00:00;11.04.2021 20:00:00;396.62;261.21;261.21;261.21;261.21
11.04.2021 20:00:00;11.04.2021 21:00:00;395.2;261.21;261.21;261.21;261.21
11.04.2021 21:00:00;11.04.2021 22:00:00;376.49;259.69;259.69;259.69;259.69
11.04.2021 22:00:00;11.04.2021 23:00:00;314.5;255.04;255.04;255.04;255.04
11.04.2021 23:00:00;12.04.2021 00:00:00;228.54;228.54;228.54;228.54;228.54
12.04.2021 00:00:00;12.04.2021 01:00:00;210.54;210.54;210.54;210.54;210.54
12.04.2021 01:00:00;12.04.2021 02:00:00;209.23;209.23;209.23;209.23;209.23
12.04.2021 02:00:00;12.04.2021 03:00:00;207.71;207.71;207.71;207.71;207.71
12.04.2021 03:00:00;12.04.2021 04:00:00;208.42;208.42;208.42;208.42;208.42
12.04.2021 04:00:00;12.04.2021 05:00:00;209.94;209.94;209.94;209.94;209.94
12.04.2021 05:00:00;12.04.2021 06:00:00;234.81;234.81;234.81;234.81;234.81
12.04.2021 06:00:00;12.04.2021 07:00:00;420.89;272.43;272.43;272.43;272.43
12.04.2021 07:00:00;12.04.2021 08:00:00;547.7;274.86;274.86;274.86;274.86
12.04.2021 08:00:00;12.04.2021 09:00:00;612.62;283.36;283.36;283.36;283.36
12.04.2021 09:00:00;12.04.2021 10:00:00;620.61;251.8;251.8;251.8;251.8
12.04.2021 10:00:00;12.04.2021 11:00:00;649.33;252.01;252.01;252.01;252.01
12.04.2021 11:00:00;12.04.2021 12:00:00;657.72;248.37;248.37;248.37;248.37
12.04.2021 12:00:00;12.04.2021 13:00:00;498.25;246.95;246.95;246.95;246.95
12.04.2021 13:00:00;12.04.2021 14:00:00;465.99;237.54;237.54;237.54;237.54
12.04.2021 14:00:00;12.04.2021 15:00:00;395.3;234.31;234.31;234.31;234.31
12.04.2021 15:00:00;12.04.2021 16:00:00;393.78;234.11;234.11;234.11;234.11
12.04.2021 16:00:00;12.04.2021 17:00:00;411.68;232.39;232.39;232.39;232.39
12.04.2021 17:00:00;12.04.2021 18:00:00;452.03;230.77;230.77;230.77;230.77
12.04.2021 18:00:00;12.04.2021 19:00:00;465.89;221.16;221.16;221.16;221.16
12.04.2021 19:00:00;12.04.2021 20:00:00;506.03;222.38;222.38;222.38;222.38
12.04.2021 20:00:00;12.04.2021 21:00:00;461.03;225.31;225.31;225.31;225.31
12.04.2021 21:00:00;12.04.2021 22:00:00;459.62;223.69;223.69;223.69;223.69
12.04.2021 22:00:00;12.04.2021 23:00:00;380.94;219.75;219.75;219.75;219.75
12.04.2021 23:00:00;13.04.2021 00:00:00;215.8;215.8;215.8;215.8;215.8
13.04.2021 00:00:00;13.04.2021 01:00:00;220.43;220.43;220.43;220.43;220.43
13.04.2021 01:00:00;13.04.2021 02:00:00;219.42;219.42;219.42;219.42;219.42
13.04.2021 02:00:00;13.04.2021 03:00:00;219.02;219.02;219.02;219.02;219.02
13.04.2021 03:00:00;13.04.2021 04:00:00;221.65;221.65;221.65;221.65;221.65
13.04.2021 04:00:00;13.04.2021 05:00:00;225.29;225.29;225.29;225.29;225.29
13.04.2021 05:00:00;13.04.2021 06:00:00;358.76;231.76;231.76;231.76;231.76
13.04.2021 06:00:00;13.04.2021 07:00:00;651.19;224.68;224.68;224.68;224.68
13.04.2021 07:00:00;13.04.2021 08:00:00;737.84;232.16;232.16;232.16;232.16
13.04.2021 08:00:00;13.04.2021 09:00:00;759.58;242.38;242.38;242.38;242.38
13.04.2021 09:00:00;13.04.2021 10:00:00;686.68;248.04;248.04;248.04;248.04
13.04.2021 10:00:00;13.04.2021 11:00:00;629.35;252.59;252.59;252.59;252.59
13.04.2021 11:00:00;13.04.2021 12:00:00;666.05;264.82;264.82;264.82;264.82
13.04.2021 12:00:00;13.04.2021 13:00:00;785.87;291.72;291.72;291.72;291.72
13.04.2021 13:00:00;13.04.2021 14:00:00;687.39;285.55;285.55;285.55;285.55
13.04.2021 14:00:00;13.04.2021 15:00:00;405.17;271.9;271.9;271.9;271.9
13.04.2021 15:00:00;13.04.2021 16:00:00;409.52;249.15;249.15;249.15;249.15
13.04.2021 16:00:00;13.04.2021 17:00:00;550.68;245.21;245.21;245.21;245.21
13.04.2021 17:00:00;13.04.2021 18:00:00;558.56;242.17;242.17;242.17;242.17
13.04.2021 18:00:00;13.04.2021 19:00:00;624.29;242.78;242.78;242.78;242.78
13.04.2021 19:00:00;13.04.2021 20:00:00;724.09;242.38;242.38;242.38;242.38
13.04.2021 20:00:00;13.04.2021 21:00:00;481.92;247.73;247.73;247.73;247.73
13.04.2021 21:00:00;13.04.2021 22:00:00;480.71;239.85;239.85;239.85;239.85
13.04.2021 22:00:00;13.04.2021 23:00:00;458.26;233.68;233.68;233.68;233.68
13.04.2021 23:00:00;14.04.2021 00:00:00;303.75;223.26;223.26;223.26;223.26
14.04.2021 00:00:00;14.04.2021 01:00:00;248.15;248.15;248.15;248.15;248.15
14.04.2021 01:00:00;14.04.2021 02:00:00;239.62;239.62;239.62;239.62;239.62
14.04.2021 02:00:00;14.04.2021 03:00:00;233.44;233.44;233.44;233.44;233.44
14.04.2021 03:00:00;14.04.2021 04:00:00;282.03;233.03;233.03;233.03;233.03
14.04.2021 04:00:00;14.04.2021 05:00:00;446.68;229.07;229.07;229.07;229.07
14.04.2021 05:00:00;14.04.2021 06:00:00;499.34;227.55;227.55;227.55;227.55
14.04.2021 06:00:00;14.04.2021 07:00:00;774.27;222.28;222.28;222.28;222.28
14.04.2021 07:00:00;14.04.2021 08:00:00;1202.39;243.28;229.58;229.58;229.58
14.04.2021 08:00:00;14.04.2021 09:00:00;1268.13;254.54;242.16;242.16;242.16
14.04.2021 09:00:00;14.04.2021 10:00:00;766.35;257.68;251.39;251.39;251.39
14.04.2021 10:00:00;14.04.2021 11:00:00;635.28;255.86;247.54;247.54;247.54
14.04.2021 11:00:00;14.04.2021 12:00:00;629.8;248.35;245.1;245.1;245.1
14.04.2021 12:00:00;14.04.2021 13:00:00;591.35;243.18;243.18;243.18;243.18
14.04.2021 13:00:00;14.04.2021 14:00:00;553.11;242.87;242.87;242.87;242.87
14.04.2021 14:00:00;14.04.2021 15:00:00;474.99;239.32;239.32;239.32;239.32
14.04.2021 15:00:00;14.04.2021 16:00:00;478.34;238.61;238.61;238.61;238.61
14.04.2021 16:00:00;14.04.2021 17:00:00;515.16;237.09;237.09;237.09;237.09
14.04.2021 17:00:00;14.04.2021 18:00:00;608.9;242.97;242.97;242.97;242.97
14.04.2021 18:00:00;14.04.2021 19:00:00;689.35;249.36;249.36;249.36;249.36
14.04.2021 19:00:00;14.04.2021 20:00:00;723.74;259.61;259.61;259.61;259.61
14.04.2021 20:00:00;14.04.2021 21:00:00;516.48;260.22;260.22;260.22;260.22
14.04.2021 21:00:00;14.04.2021 22:00:00;506.64;252.91;252.91;252.91;252.91
14.04.2021 22:00:00;14.04.2021 23:00:00;506.54;240.74;240.74;240.74;240.74
14.04.2021 23:00:00;15.04.2021 00:00:00;388.96;230.6;230.6;230.6;230.6
15.04.2021 00:00:00;15.04.2021 01:00:00;298.62;257.75;239.78;257.75;257.75
15.04.2021 01:00:00;15.04.2021 02:00:00;257.44;257.44;239.18;257.44;257.44
15.04.2021 02:00:00;15.04.2021 03:00:00;255.73;255.73;239.18;255.73;255.73
15.04.2021 03:00:00;15.04.2021 04:00:00;262.29;254.92;239.58;254.92;254.92
15.04.2021 04:00:00;15.04.2021 05:00:00;294.18;254.11;239.99;254.11;254.11
15.04.2021 05:00:00;15.04.2021 06:00:00;404.28;252.2;243.72;252.2;252.2
15.04.2021 06:00:00;15.04.2021 07:00:00;712.19;256.33;256.33;256.33;256.33
15.04.2021 07:00:00;15.04.2021 08:00:00;1027.25;264;264;264;264
15.04.2021 08:00:00;15.04.2021 09:00:00;1162.28;280.96;280.96;280.96;280.96
15.04.2021 09:00:00;15.04.2021 10:00:00;759.82;292.46;292.46;292.46;292.46
15.04.2021 10:00:00;15.04.2021 11:00:00;665.36;298.01;298.01;298.01;298.01
15.04.2021 11:00:00;15.04.2021 12:00:00;631.35;298.32;298.32;298.32;298.32
15.04.2021 12:00:00;15.04.2021 13:00:00;545.87;292.06;292.06;292.06;292.06
15.04.2021 13:00:00;15.04.2021 14:00:00;505.2;279.85;279.85;279.85;279.85
15.04.2021 14:00:00;15.04.2021 15:00:00;459.08;278.13;261.08;278.13;278.13
15.04.2021 15:00:00;15.04.2021 16:00:00;456.46;283.48;252.2;283.48;283.48
15.04.2021 16:00:00;15.04.2021 17:00:00;487.94;286.31;252.2;286.31;286.31
15.04.2021 17:00:00;15.04.2021 18:00:00;514.69;299.33;261.28;299.33;299.33
15.04.2021 18:00:00;15.04.2021 19:00:00;616.21;303.97;288.33;303.97;303.97
15.04.2021 19:00:00;15.04.2021 20:00:00;760.22;298.62;298.62;298.62;298.62
15.04.2021 20:00:00;15.04.2021 21:00:00;695.43;287.82;287.82;287.82;287.82
15.04.2021 21:00:00;15.04.2021 22:00:00;563.63;268.24;261.38;261.38;261.38
15.04.2021 22:00:00;15.04.2021 23:00:00;466.65;264.61;257.14;257.14;257.14
15.04.2021 23:00:00;16.04.2021 00:00:00;265.01;256.13;249.47;254.62;254.62
16.04.2021 00:00:00;16.04.2021 01:00:00;270.63;270.63;250.72;270.63;270.63
16.04.2021 01:00:00;16.04.2021 02:00:00;265.2;265.2;249.72;265.2;265.2
16.04.2021 02:00:00;16.04.2021 03:00:00;261.38;261.38;248.71;261.38;261.38
16.04.2021 03:00:00;16.04.2021 04:00:00;266.81;266.81;246.1;266.81;266.81
16.04.2021 04:00:00;16.04.2021 05:00:00;272.44;272.44;246.6;272.44;272.44
16.04.2021 05:00:00;16.04.2021 06:00:00;346.33;301.39;250.02;301.39;301.39
16.04.2021 06:00:00;16.04.2021 07:00:00;592.93;311.74;284.7;311.74;311.74
16.04.2021 07:00:00;16.04.2021 08:00:00;837.82;316.77;316.77;316.77;316.77
16.04.2021 08:00:00;16.04.2021 09:00:00;942.87;338.08;338.08;338.08;338.08
16.04.2021 09:00:00;16.04.2021 10:00:00;643.39;335.67;335.67;335.67;335.67
16.04.2021 10:00:00;16.04.2021 11:00:00;603.58;325.82;325.82;325.82;325.82
16.04.2021 11:00:00;16.04.2021 12:00:00;652.64;316.87;302.8;316.87;316.87
16.04.2021 12:00:00;16.04.2021 13:00:00;600.77;310.84;310.84;310.84;310.84
16.04.2021 13:00:00;16.04.2021 14:00:00;605.19;308.73;265.8;308.73;308.73
16.04.2021 14:00:00;16.04.2021 15:00:00;420.32;311.54;249.82;311.54;311.54
16.04.2021 15:00:00;16.04.2021 16:00:00;402.62;310.94;250.02;310.94;310.94
16.04.2021 16:00:00;16.04.2021 17:00:00;579.56;306.42;249.41;306.42;306.42
16.04.2021 17:00:00;16.04.2021 18:00:00;528.08;310.74;249.41;310.74;310.74
16.04.2021 18:00:00;16.04.2021 19:00:00;503.66;314.66;251.63;314.66;314.66
16.04.2021 19:00:00;16.04.2021 20:00:00;544.17;316.57;258.26;316.57;316.57
16.04.2021 20:00:00;16.04.2021 21:00:00;423.03;320.29;263.29;320.29;320.29
16.04.2021 21:00:00;16.04.2021 22:00:00;367.14;277.97;260.17;277.97;277.97
16.04.2021 22:00:00;16.04.2021 23:00:00;354.37;271.13;262.58;271.13;271.13
16.04.2021 23:00:00;17.04.2021 00:00:00;269.92;269.92;250.92;269.92;269.92
17.04.2021 00:00:00;17.04.2021 01:00:00;305.73;283.57;257;283.57;283.57
17.04.2021 01:00:00;17.04.2021 02:00:00;270.53;270.53;253.99;270.53;270.53
17.04.2021 02:00:00;17.04.2021 03:00:00;259.7;259.7;250.48;259.7;259.7
17.04.2021 03:00:00;17.04.2021 04:00:00;264.12;264.12;250.18;264.12;264.12
17.04.2021 04:00:00;17.04.2021 05:00:00;269.73;269.73;250.08;269.73;269.73
17.04.2021 05:00:00;17.04.2021 06:00:00;267.83;267.83;250.38;267.83;267.83
17.04.2021 06:00:00;17.04.2021 07:00:00;254.59;254.59;254.59;254.59;254.59
17.04.2021 07:00:00;17.04.2021 08:00:00;269.23;269.23;258.9;269.23;269.23
17.04.2021 08:00:00;17.04.2021 09:00:00;265.82;265.82;261.91;265.82;265.82
17.04.2021 09:00:00;17.04.2021 10:00:00;271.54;271.54;269.33;271.54;271.54
17.04.2021 10:00:00;17.04.2021 11:00:00;274.75;274.75;274.75;274.75;274.75
17.04.2021 11:00:00;17.04.2021 12:00:00;263.72;263.72;263.72;263.72;263.72
17.04.2021 12:00:00;17.04.2021 13:00:00;251.38;251.38;251.38;251.38;251.38
17.04.2021 13:00:00;17.04.2021 14:00:00;249.48;249.48;249.48;249.48;249.48
17.04.2021 14:00:00;17.04.2021 15:00:00;247.77;247.77;247.77;247.77;247.77
17.04.2021 15:00:00;17.04.2021 16:00:00;248.27;248.27;248.27;248.27;248.27
17.04.2021 16:00:00;17.04.2021 17:00:00;250.88;250.88;248.27;250.88;250.88
17.04.2021 17:00:00;17.04.2021 18:00:00;262.31;262.31;248.98;262.31;262.31
17.04.2021 18:00:00;17.04.2021 19:00:00;273.24;273.24;249.68;273.24;273.24
17.04.2021 19:00:00;17.04.2021 20:00:00;288.88;276.85;256.09;276.85;276.85
17.04.2021 20:00:00;17.04.2021 21:00:00;272.64;272.64;262.51;272.64;272.64
17.04.2021 21:00:00;17.04.2021 22:00:00;270.83;270.83;258.3;270.83;270.83
17.04.2021 22:00:00;17.04.2021 23:00:00;268.83;268.83;256.6;268.83;268.83
17.04.2021 23:00:00;18.04.2021 00:00:00;252.79;252.79;249.58;252.79;252.79
18.04.2021 00:00:00;18.04.2021 01:00:00;248.4;248.4;248.4;248.4;248.4
18.04.2021 01:00:00;18.04.2021 02:00:00;244.4;244.4;244.4;244.4;244.4
18.04.2021 02:00:00;18.04.2021 03:00:00;241.3;241.3;241.3;241.3;241.3
18.04.2021 03:00:00;18.04.2021 04:00:00;242.1;242.1;242.1;242.1;242.1
18.04.2021 04:00:00;18.04.2021 05:00:00;243.3;243.3;243.3;243.3;243.3
18.04.2021 05:00:00;18.04.2021 06:00:00;244.5;244.5;244.5;244.5;244.5
18.04.2021 06:00:00;18.04.2021 07:00:00;245.2;245.2;245.2;245.2;245.2
18.04.2021 07:00:00;18.04.2021 08:00:00;247.1;247.1;247.1;247.1;247.1
18.04.2021 08:00:00;18.04.2021 09:00:00;249.6;249.6;249.6;249.6;249.6
18.04.2021 09:00:00;18.04.2021 10:00:00;258.41;258.41;258.41;258.41;258.41
18.04.2021 10:00:00;18.04.2021 11:00:00;259.71;259.71;259.71;259.71;259.71
18.04.2021 11:00:00;18.04.2021 12:00:00;250;250;250;250;250
18.04.2021 12:00:00;18.04.2021 13:00:00;249.5;249.5;249.5;249.5;249.5
18.04.2021 13:00:00;18.04.2021 14:00:00;247.2;247.2;247.2;247.2;247.2
18.04.2021 14:00:00;18.04.2021 15:00:00;246.1;246.1;246.1;246.1;246.1
18.04.2021 15:00:00;18.04.2021 16:00:00;244.9;244.9;244.9;244.9;244.9
18.04.2021 16:00:00;18.04.2021 17:00:00;248.4;248.4;248.4;248.4;248.4
18.04.2021 17:00:00;18.04.2021 18:00:00;257.81;257.81;257.81;257.81;257.81
18.04.2021 18:00:00;18.04.2021 19:00:00;269.62;269.62;269.62;269.62;269.62
18.04.2021 19:00:00;18.04.2021 20:00:00;265.12;265.12;265.12;265.12;265.12
18.04.2021 20:00:00;18.04.2021 21:00:00;261.21;261.21;261.21;261.21;261.21
18.04.2021 21:00:00;18.04.2021 22:00:00;273.12;256.01;256.01;256.01;256.01
18.04.2021 22:00:00;18.04.2021 23:00:00;248.4;248.4;248.4;248.4;248.4
18.04.2021 23:00:00;19.04.2021 00:00:00;237.69;237.69;237.69;237.69;237.69
19.04.2021 00:00:00;19.04.2021 01:00:00;218.78;218.78;218.78;218.78;218.78
19.04.2021 01:00:00;19.04.2021 02:00:00;220.78;220.78;220.78;220.78;220.78
19.04.2021 02:00:00;19.04.2021 03:00:00;219.88;219.88;219.88;219.88;219.88
19.04.2021 03:00:00;19.04.2021 04:00:00;225.18;225.18;225.18;225.18;225.18
19.04.2021 04:00:00;19.04.2021 05:00:00;233.49;233.49;233.49;233.49;233.49
19.04.2021 05:00:00;19.04.2021 06:00:00;270.12;270.12;251.31;270.12;270.12
19.04.2021 06:00:00;19.04.2021 07:00:00;699.97;333.37;274.83;333.37;333.37
19.04.2021 07:00:00;19.04.2021 08:00:00;743.61;499.91;283.33;499.91;499.91
19.04.2021 08:00:00;19.04.2021 09:00:00;781.54;538.24;296.94;538.24;538.24
19.04.2021 09:00:00;19.04.2021 10:00:00;750.72;510.92;271.92;510.92;510.92
19.04.2021 10:00:00;19.04.2021 11:00:00;659.24;511.42;254.01;511.42;511.42
19.04.2021 11:00:00;19.04.2021 12:00:00;631.22;479.29;248.7;479.29;479.29
19.04.2021 12:00:00;19.04.2021 13:00:00;539.34;469.88;248.7;469.88;469.88
19.04.2021 13:00:00;19.04.2021 14:00:00;555.96;400.33;247.5;400.33;400.33
19.04.2021 14:00:00;19.04.2021 15:00:00;460.88;349.99;247.1;349.99;349.99
19.04.2021 15:00:00;19.04.2021 16:00:00;510.42;337.98;245;337.98;337.98
19.04.2021 16:00:00;19.04.2021 17:00:00;554.75;325.17;250;325.17;325.17
19.04.2021 17:00:00;19.04.2021 18:00:00;659.54;308.75;254.01;308.75;308.75
19.04.2021 18:00:00;19.04.2021 19:00:00;616.2;290.64;271.22;290.64;290.64
19.04.2021 19:00:00;19.04.2021 20:00:00;743.61;269.92;269.92;269.92;269.92
19.04.2021 20:00:00;19.04.2021 21:00:00;466.28;264.82;264.82;264.82;264.82
19.04.2021 21:00:00;19.04.2021 22:00:00;294.74;255.81;255.81;255.81;255.81
19.04.2021 22:00:00;19.04.2021 23:00:00;273.92;244.3;244.3;244.3;244.3
19.04.2021 23:00:00;20.04.2021 00:00:00;228.69;228.69;228.69;228.69;228.69
20.04.2021 00:00:00;20.04.2021 01:00:00;236.32;236.32;236.32;236.32;236.32
20.04.2021 01:00:00;20.04.2021 02:00:00;234.63;234.63;234.63;234.63;234.63
20.04.2021 02:00:00;20.04.2021 03:00:00;233.83;233.83;233.83;233.83;233.83
20.04.2021 03:00:00;20.04.2021 04:00:00;237.62;237.62;237.62;237.62;237.62
20.04.2021 04:00:00;20.04.2021 05:00:00;243.71;243.71;243.71;243.71;243.71
20.04.2021 05:00:00;20.04.2021 06:00:00;339.9;247.21;247.21;247.21;247.21
20.04.2021 06:00:00;20.04.2021 07:00:00;734.34;264.69;264.69;264.69;264.69
20.04.2021 07:00:00;20.04.2021 08:00:00;826.23;287.96;275.48;287.96;287.96
20.04.2021 08:00:00;20.04.2021 09:00:00;995.73;323.52;323.52;323.52;323.52
20.04.2021 09:00:00;20.04.2021 10:00:00;780.39;334.51;300.55;423.1;423.1
20.04.2021 10:00:00;20.04.2021 11:00:00;694.49;320.52;278.87;329.01;329.01
20.04.2021 11:00:00;20.04.2021 12:00:00;621.97;295.05;271.68;295.05;295.05
20.04.2021 12:00:00;20.04.2021 13:00:00;603.89;280.27;254.2;280.27;280.27
20.04.2021 13:00:00;20.04.2021 14:00:00;599.4;261.49;252.3;261.49;261.49
20.04.2021 14:00:00;20.04.2021 15:00:00;348.79;250.41;250.41;250.41;250.41
20.04.2021 15:00:00;20.04.2021 16:00:00;449.27;247.21;247.21;247.21;247.21
20.04.2021 16:00:00;20.04.2021 17:00:00;587.61;242.12;242.12;242.12;242.12
20.04.2021 17:00:00;20.04.2021 18:00:00;628.46;243.12;243.12;243.12;243.12
20.04.2021 18:00:00;20.04.2021 19:00:00;655.73;248.41;248.41;248.41;248.41
20.04.2021 19:00:00;20.04.2021 20:00:00;628.36;246.11;246.11;246.11;246.11
20.04.2021 20:00:00;20.04.2021 21:00:00;254.1;244.91;244.91;244.91;244.91
20.04.2021 21:00:00;20.04.2021 22:00:00;230.53;230.53;230.53;230.53;230.53
20.04.2021 22:00:00;20.04.2021 23:00:00;176.09;223.94;223.94;176.09;176.09
20.04.2021 23:00:00;21.04.2021 00:00:00;154.12;221.24;221.24;154.12;154.12
21.04.2021 00:00:00;21.04.2021 01:00:00;171.83;220.11;220.11;171.83;171.83
21.04.2021 01:00:00;21.04.2021 02:00:00;177.83;219.71;219.71;177.83;177.83
21.04.2021 02:00:00;21.04.2021 03:00:00;177.13;220.41;220.41;177.13;177.13
21.04.2021 03:00:00;21.04.2021 04:00:00;202.62;221.61;221.61;202.62;202.62
21.04.2021 04:00:00;21.04.2021 05:00:00;231.11;231.11;231.11;231.11;231.11
21.04.2021 05:00:00;21.04.2021 06:00:00;248.4;248.4;248.4;248.4;248.4
21.04.2021 06:00:00;21.04.2021 07:00:00;270.09;270.09;270.09;270.09;270.09
21.04.2021 07:00:00;21.04.2021 08:00:00;342.36;292.98;292.98;292.98;292.98
21.04.2021 08:00:00;21.04.2021 09:00:00;466.61;341.06;341.06;341.06;341.06
21.04.2021 09:00:00;21.04.2021 10:00:00;373.85;326.97;326.97;326.97;326.97
21.04.2021 10:00:00;21.04.2021 11:00:00;350.66;296.78;296.78;296.78;296.78
21.04.2021 11:00:00;21.04.2021 12:00:00;374.05;289.38;289.38;289.38;289.38
21.04.2021 12:00:00;21.04.2021 13:00:00;383.15;279.89;279.89;279.89;279.89
21.04.2021 13:00:00;21.04.2021 14:00:00;422.03;272.99;272.99;272.99;272.99
21.04.2021 14:00:00;21.04.2021 15:00:00;265.19;265.19;265.19;265.19;265.19
21.04.2021 15:00:00;21.04.2021 16:00:00;340.56;259.7;259.7;259.7;259.7
21.04.2021 16:00:00;21.04.2021 17:00:00;380.55;249.1;249.1;249.1;249.1
21.04.2021 17:00:00;21.04.2021 18:00:00;355.06;246.7;246.7;246.7;246.7
21.04.2021 18:00:00;21.04.2021 19:00:00;428.43;250.3;250.3;250.3;250.3
21.04.2021 19:00:00;21.04.2021 20:00:00;398.94;251.9;251.9;251.9;251.9
21.04.2021 20:00:00;21.04.2021 21:00:00;254.1;254.1;254.1;254.1;254.1
21.04.2021 21:00:00;21.04.2021 22:00:00;260.4;243.9;243.9;243.9;243.9
21.04.2021 22:00:00;21.04.2021 23:00:00;235.21;235.21;235.21;235.21;174.83
21.04.2021 23:00:00;22.04.2021 00:00:00;237.21;237.21;237.21;237.21;136.05
22.04.2021 00:00:00;22.04.2021 01:00:00;105.54;219.72;219.72;105.54;105.54
22.04.2021 01:00:00;22.04.2021 02:00:00;87.65;218.01;218.01;87.65;87.65
22.04.2021 02:00:00;22.04.2021 03:00:00;88.25;216.71;216.71;88.25;88.25
22.04.2021 03:00:00;22.04.2021 04:00:00;97.2;215.1;215.1;97.2;97.2
22.04.2021 04:00:00;22.04.2021 05:00:00;103.83;215.4;215.4;103.83;103.83
22.04.2021 05:00:00;22.04.2021 06:00:00;151.58;212.19;212.19;151.58;128.96
22.04.2021 06:00:00;22.04.2021 07:00:00;384.77;219.32;219.32;219.32;151.17
22.04.2021 07:00:00;22.04.2021 08:00:00;644.8;222.04;222.04;222.04;180.32
